SimulationId,Naverage,Taverage,Bottleneck
38578_1,2,23,[]
38578_2,2,25,[]
38578_3,2,20,[]
38578_4,2,19,[]
38578_5,2,21,[]
38578_6,2,12,[]
38578_7,2,16,[]
38578_8,2,14,[]
38578_9,2,19,[]
38578_10,2,10,[]
38578_11,2,25,[]
38578_12,2,23,[]
38578_13,2,25,[]
38578_14,2,9,[]
38578_15,2,17,[]
38578_16,2,15,[]
38578_17,2,11,[]
38578_18,2,18,[]
38578_19,2,23,[]
38578_20,2,22,[]
38578_21,2,20,[]
38578_22,2,14,[]
38578_23,2,22,[]
38578_24,2,14,[]
38578_25,2,16,[]
38578_26,2,24,[]
38578_27,2,24,[]
38578_28,2,19,[]
38578_29,2,8,[]
38578_30,2,22,[]
38578_31,2,24,[]
38578_32,2,24,[]
38578_33,2,25,[]
38578_34,2,24,[]
38578_35,2,10,[]
38578_36,2,6,[]
38578_37,2,25,[]
38578_38,2,17,[]
38578_39,2,22,[]
38578_40,2,19,[]
38578_41,2,11,[]
38578_42,2,23,[]
38578_43,2,18,[]
38578_44,2,18,[]
38578_45,2,15,[]
38578_46,2,10,[]
38578_47,2,8,[]
38578_48,2,23,[]
38578_49,2,7,[]
38578_50,2,17,[]
