SimulationId,cohesion_degree,average_speed,average_direction
2.2_0.2_1.0_0.2_1,"[0.7761871442789735,0.7625380748107041,0.7473335289107194,0.728487359288927,0.7107686086399359,0.7061719613398741,0.6936268105897324]","[2.086886048714626,2.0891144642052035,2.1002045492271844,2.1118208903621642,2.1181093611397452,2.107809768677395,2.0658264616513278]","[2.0863904906736956,2.088540460185021,2.0994583184945754,2.1109235138917515,2.1175171870216616,2.1071817386481277,2.06448664384089]"
2.2_0.2_1.0_0.2_2,"[0.8252902051356426,0.8087710111641321,0.7935044316739478,0.7805795418901635,0.7677176802489484,0.7360252886883487]","[2.2021584466697446,2.2016561398845744,2.201097922903232,2.200021490349456,2.1977588897398688,2.1932189962018427]","[2.2021312279220124,2.2016039322909617,2.2010386112631335,2.1999780184920112,2.1976705504034433,2.191902956783263]"
2.2_0.2_1.0_0.2_3,"[0.9627623866418602,0.9137155727252323,0.8887189361248428,0.8740467452453382,0.8677639446712893,0.8638810598549379]","[2.2146922239127482,2.195040536651848,2.188670850846991,2.183377705860516,2.1773419955924616,2.1726558537068423]","[2.213885317515292,2.194572488319786,2.1882672472041964,2.1829697420191247,2.1766066866083613,2.171190267024374]"
2.2_0.2_1.0_0.2_4,"[0.7886119587565568,0.7825537115566663,0.769665591568219,0.7494933271769292,0.7227068183864881,0.6909719059204549]","[2.203626635766367,2.204213974763281,2.202428967519283,2.1989637705239757,2.176473427425592,2.1666702209525086]","[2.203272337740057,2.2038276624089894,2.201824127951883,2.1977874474340124,2.173790827404553,2.160983948179365]"
2.2_0.2_1.0_0.2_5,"[0.9687954295313019,0.9618075564128421,0.9488666686118703,0.9282116873131526,0.8945671523196874,0.8421397584370598]","[2.208257664736778,2.2089435193121356,2.2112091227767854,2.2127259718090784,2.209877133985203,2.1846096587818007]","[2.2082346275899187,2.2089015335283824,2.211071079846111,2.212265303020365,2.2085185893250836,2.1804959843970715]"
2.2_0.2_1.0_0.2_6,"[0.8382216206353639,0.8377585791429053,0.8382748516710027,0.8385962461528691,0.8381934893766283,0.8357203759210672]","[2.1779262977801475,2.177535229651501,2.1770559736874517,2.1763514398563713,2.1751388472793196,2.1727054491160596]","[2.1779056176067013,2.177517751748961,2.1770385257636,2.1763383652139034,2.174931336452418,2.1718586257083254]"
2.2_0.2_1.0_0.2_7,"[0.8196356700683292,0.800273571787234,0.781924386939554,0.7666831251364752,0.7526178790711382,0.7270348252224527]","[2.203295057707662,2.2026059540939684,2.2017212353865236,2.200542666807023,2.1917573021632983,2.1948962871023276]","[2.203040681082021,2.2023771065092146,2.2015620046509614,2.200412344749944,2.19156695078787,2.194093123814792]"
2.2_0.2_1.0_0.2_8,"[0.9416004345598471,0.9318914562812807,0.9173296825297526,0.8987245743564566,0.867351221451494,0.8166976455081931]","[2.1821404873430534,2.181225190740515,2.1799436617993684,2.1886168016910528,2.183425274330795,2.1695746825503623]","[2.1821249152522113,2.1812039315040392,2.179844030664606,2.1883099720946926,2.1824070777722637,2.1666832086838097]"
2.2_0.2_1.0_0.2_9,"[0.849322228111063,0.8441957148859602,0.8271421728101332,0.8041036640055124,0.7809385412691241,0.750365478259613]","[2.2016615553592715,2.1807490157483467,2.178153100311942,2.1785371026543823,2.1858787071486514,2.168476110957519]","[2.2015884200405136,2.180647597327463,2.177946395260073,2.178017119216862,2.1852720642869965,2.1652677941693423]"
2.2_0.2_1.0_0.2_10,"[0.8271020926540156,0.826649213426382,0.825146980388705,0.8229499537080434,0.8159532233569842,0.7820829296660257]","[2.201675573096149,2.200954800818624,2.199970874652041,2.198257633015822,2.213400043283495,2.1939916293358284]","[2.2016311715021133,2.2009304954118147,2.1998924873031487,2.197962285013955,2.212700848250981,2.1893621158802445]"
