SimulationId,cohesion_degree,average_speed,average_direction
1.0_0.2_1.6_0.2_1,"[0.8591569042616902,0.8476182967047614,0.8397933383872511,0.8346853196724249,0.8285175395976818,0.8219133843337607,0.8152598354754398,0.8079155253608328,0.8006867851489818,0.7927231821495846,0.7846534369816702,0.7763547314335407,0.7679567441317987,0.7602935182000593,0.7525476149458542,0.7455234853144236,0.7440486971238087,0.7440638775800934,0.7433730299356063,0.7427377274816428,0.7419387692984705,0.7413306547271685,0.7403477392291283,0.7376608742424015,0.7319675480257708,0.722300703377216,0.7182233014992543,0.7083146671585678]","[0.9414564058522366,0.9601624719608427,0.931612000472579,0.9375043655899539,0.9300157130079542,0.9330873488069659,0.9340114489453465,0.9378000836126538,0.9329131408314603,0.9332469864511489,0.9378923861699764,0.9315701883992882,0.9312915837886205,0.9390160458847048,0.9295152113305761,0.9365667086542117,0.9212397844293067,0.9205165185413852,0.9203819660424087,0.920097425637431,0.9198025369041845,0.9194160023689794,0.9188162867012459,0.9177037806149375,0.9169657157133441,0.9157165185195425,0.9119223658006868,0.9237954172244133]","[0.9405275559943082,0.9593363108329611,0.9314423028883031,0.9373432962971254,0.9298548394557741,0.9329461603857776,0.9338410650343428,0.9375784113408018,0.9326294857910598,0.9330236777622496,0.9375736743827594,0.9313705698145331,0.9310899723865788,0.9387342818211011,0.9292496546143779,0.9364265534636808,0.9212168735970953,0.9204969357361859,0.9203579247070204,0.9200570548142307,0.9197810456812766,0.919261884419372,0.9185415671662821,0.917480546154972,0.9162619923638861,0.9144786023094764,0.9118153172299642,0.9221585133643408]"
1.0_0.2_1.6_0.2_2,"[0.8142423213974433,0.805114355295095,0.8053312413584784,0.8044540426221228,0.8026253476901277,0.8000558540824859,0.7971045420990429,0.7946096237591488,0.7952909531347756,0.7950084887580533,0.7939943394504453,0.7921797447613173,0.7895502175600261,0.7858447139055023,0.7827033522764462,0.7792182326089065,0.7746535300679466,0.7700130200965856,0.7657009962032351,0.7599075663090534,0.755112829908597,0.7554261464114439,0.7546498497671377,0.7542471853934145,0.743518166229325]","[1.0017920169442278,1.0244053450883999,1.0250322387935547,1.0245683537588666,1.0240529101728726,1.0235863926100452,1.0231027171971965,1.0136451484146252,1.013494583437647,1.0116673597847343,1.0136028025940902,1.013135135644005,1.0137779159703109,1.0164664978772193,1.0207277977087421,1.0205261319783596,1.0202262036217236,1.019844057946368,1.0195236005634318,1.0134639667521457,1.0117137927367956,1.0081580184568273,1.0086579791132695,0.9989262388369857,0.9806981849055061]","[1.001511836018248,1.0242995470191267,1.0249621739956782,1.0244773158452924,1.024004006377176,1.0235394105860716,1.0230828499283129,1.013625213834317,1.013474923408754,1.0116521978211885,1.0135855320871705,1.0131161307027092,1.0137550287708463,1.0164255700930516,1.0207047451002698,1.0204877541380775,1.0201553400971337,1.0197926143971063,1.0194553099173116,1.0133688539392973,1.0116587337603198,1.008128688092953,1.0085890626212957,0.9988680961877571,0.9795570733334237]"
1.0_0.2_1.6_0.2_3,"[1.0612299538310341,1.0163515812263493,0.9733231423488706,0.9332510970139672,0.9166981538774109,0.9074062705997205,0.9027774832413925,0.9040539042824987,0.9061849713867037,0.9072643407439253,0.9070389837231709,0.906648887660508,0.9066786943591787,0.9073334131651015,0.9079336114855289,0.907580725206194,0.9075796852039171,0.9067423061199188,0.9050540329555615,0.904203956298999,0.903540909240002,0.9028264426048664,0.8995053808121686,0.8915597818830971,0.8762261967590764]","[1.003119076120479,1.0078813080676903,1.0054325336058325,1.0086954520305849,0.98379276685163,0.9824708402655385,0.9808287421610429,0.9805287440630028,0.9802398412552162,0.9800386261919591,0.9798334826010792,0.9796291700159259,0.9794622575618308,0.9792601096443394,0.9790085658887141,0.9787655646153997,0.9784540351081263,0.9795427050683232,0.9796587775683478,0.9798894491688778,0.979662256418439,0.9766936653918491,0.9774026333958348,0.9701749661352055,0.9657114094090139]","[1.0017221698334353,1.0066670195706025,1.0043264491813302,1.0077216782278224,0.9835326278449679,0.982204760172078,0.9807052082816266,0.980365235666842,0.980110738896497,0.9798946608089707,0.9796759521092379,0.9794617595133407,0.9792607241209914,0.9790649414148151,0.9788400323710144,0.9785892786329876,0.978303740319309,0.97942179206064,0.9795372131996158,0.9797875685052453,0.9795606162286067,0.9765785985066605,0.9771775126350557,0.9695064970722291,0.9636973602199502]"
1.0_0.2_1.6_0.2_4,"[0.8834777176008501,0.8775988772849086,0.8716373666577601,0.8656250779460328,0.8595681011221026,0.8540832694553384,0.8497699216479891,0.845440236930624,0.8409103575796222,0.8362408468612763,0.8317660965804514,0.8265582442444166,0.8219412877098144,0.8165799750440748,0.8114009340142168,0.8057410552926008,0.7987615462895148,0.8008596428098349,0.8049677669973696,0.8051431862919045,0.8001657067055974,0.791275019858048,0.7815642889163272,0.7725199978638991]","[1.0139595458765795,1.013905731282974,1.0138799247736896,1.0138761917292511,1.013891605472559,1.013918540197586,1.0140240608361601,1.0141352420221585,1.0142242104410923,1.0143365641703097,1.0144164123867703,1.0145374429998368,1.0146667675707002,1.014783086850906,1.014982388929035,1.015190862817069,0.9937998957996871,0.9885092659480116,0.9868938458251866,0.985846607289498,0.9847964174250231,0.9835776360532339,0.9822586892607148,0.980305144874303]","[1.0138772631511745,1.0138231952539745,1.0137963103926517,1.0137907044550363,1.0138033892095262,1.013839603305714,1.0139318733602245,1.014029255623274,1.0141148661246633,1.0142088907640234,1.0142995238131542,1.0143970429181037,1.014504795288836,1.0146196714684248,1.0147603020169373,1.0149330175982942,0.9933956497119492,0.9883755424457821,0.9867372540442627,0.9855664260332453,0.9841453405091115,0.9821942790525148,0.9793702164444776,0.9747692010934146]"
1.0_0.2_1.6_0.2_5,"[0.9799056122219056,0.9729644915192284,0.9751277348716799,0.9752416016666224,0.9740720801783185,0.9726777108021335,0.9708452214548542,0.9688399371922819,0.9673853969058896,0.9651158384932196,0.9631489999118731,0.960318990441546,0.9576198785482164,0.9543181151570616,0.9504059598078898,0.9464327876616144,0.9411729985004167,0.9360313587817101,0.9293104570562363,0.9216990284014863,0.9123203256230599,0.897810720348038,0.8768054045399941,0.8447743268945015,0.7934576675788874]","[0.9719835984267595,1.002968152745893,1.0000070109264703,1.002861853526046,1.0015177258117367,1.007556481531172,1.0022392648808227,1.0036808720062824,1.0067831812875374,1.0027808946497405,1.0010403278918807,1.006367255294416,1.002739870595941,1.00317335735166,0.9984936101333731,1.004259095098483,0.9984223050090695,1.0058903677477509,0.996246709639482,0.9982950341950081,0.9931994655938833,0.9994344050665417,1.0066732528363425,1.0017259248810813,0.9722210341956976]","[0.9717498745719695,1.002952188125175,0.9999965439671602,1.0028498422217855,1.0015052446397823,1.0075337055334417,1.0022251032642855,1.003656894770458,1.0067710510804262,1.0027672810143562,1.001020597603573,1.0063267893600631,1.002718765970609,1.003129605258407,0.9984888605708735,1.0042021643165016,0.9983875079353397,1.0058591062288234,0.9962071170538334,0.998277138352838,0.9931416830455515,0.9992735201435324,1.0061053753992328,0.9998101945429784,0.9653157687025395]"
1.0_0.2_1.6_0.2_6,"[0.8406177709214038,0.840750661018086,0.8406816578967754,0.840716984028313,0.8404397842307535,0.8410134895835564,0.8403009406330771,0.8409470620120449,0.8405520088678773,0.8408026345808394,0.8402864811310566,0.8401978905498502,0.839788037019003,0.8395608560090183,0.8390608557328099,0.8376806942935716,0.8376336406045026,0.8364245838866704,0.837144290670568,0.8365776685024653,0.83804562202819,0.8397755967567451,0.8426619083482063,0.8453048285077922,0.8463835480756602]","[0.9764997048872789,0.9757099742919374,0.9758816842906511,0.9755969967045546,0.9773670794690306,0.9753394739509575,0.9752586268981908,0.9751706717740197,0.975123274044285,0.9751708406701145,0.9752049566448853,0.9753145849283817,0.9753458585585228,0.9754311553431407,0.9754727436890196,0.9754754267724068,0.9755033655649669,0.9754360085124905,0.9752894164165857,0.9751861479110238,0.9749625495622303,0.9746496101915227,0.9739957229821515,0.982320910577998,0.9757686793845164]","[0.9764925460307515,0.9757078177562443,0.9758685225622435,0.9755943333733742,0.9773420167233479,0.9753218133224729,0.9752320335676642,0.9751564778595917,0.9750947582382944,0.9751347496857907,0.9751643267814019,0.9752450995474431,0.9753180048102579,0.9753700549345686,0.9753993601070766,0.975399818056999,0.9753887087856101,0.9753360483849493,0.975277203562134,0.9751457501913151,0.9749322730010918,0.974566721879407,0.9739308283056619,0.982232199390363,0.9756284003136613]"
1.0_0.2_1.6_0.2_7,"[0.8102540486989094,0.7910671693404889,0.7921026598515584,0.7926433645465326,0.7913923740790707,0.7890982975557072,0.785022591251497,0.7807223896581414,0.7755046520739723,0.7701991909939444,0.7683616904856002,0.7661193014494802,0.7632448553327285,0.7602850258298535,0.7563357892108524,0.7520809321141526,0.7474037231182648,0.7452583308439162,0.7452315376821529,0.7448848840271152,0.7450183285197607,0.7449852247951567,0.7451798854391272,0.7443312499833117,0.7363416313500528]","[1.0032281850969256,0.9884896551926524,1.00119989245472,0.9958388562902302,0.9908215337964839,0.9841730259826472,0.985985984158241,0.9849201740370624,0.9788256580948582,0.9808552809041243,1.0044891508217424,1.0035608751681655,1.0012535997162357,1.005418271133936,1.0034293188151966,1.0031971285700227,1.0023540838844138,1.000527929875588,1.001006577924193,1.000582518895387,1.0017771243546016,0.9976572726287621,0.9991808741271455,0.9927970833403517,1.0001607525142477]","[1.002928010877516,0.9882567376952605,1.0009816191642598,0.9956105759663373,0.9905749896646935,0.98395458932783,0.9857728501829426,0.9846965407612415,0.9786895277245672,0.9807211874029503,1.0044533922891723,1.0035281641910316,1.001219817073883,1.0053861148868386,1.0033948383723128,1.0031606150502443,1.0023140628827918,1.0005094269854602,1.0009917614289074,1.0005637897094473,1.0017595085466349,0.9976242185043696,0.9991533621510893,0.9927922167796519,0.9998413827825767]"
1.0_0.2_1.6_0.2_8,"[0.9540879806489794,0.9559685448618485,0.9575432119686702,0.9595093843462632,0.9616694948807859,0.9635424521370259,0.9652954746328861,0.9667976257803548,0.9682731837311178,0.9693190561180598,0.9692610532536394,0.9691339462651128,0.9683014371288188,0.9677145012511299,0.9662851030444412,0.9648890144545318,0.963019787336217,0.9604353619762552,0.9576325461805025,0.953505764857225,0.9484612444812108,0.9413731456423331,0.9298932579094481,0.9092438652890482,0.874276950181597]","[1.0025879750852906,0.9994819719764588,0.9928549453151521,0.9972480933555647,0.9956858994795008,0.9942550796234105,0.9983840275231706,0.9959548355465256,0.9951159901331533,0.9962642652793909,0.9930975005129518,0.9983520580672847,0.9967201904406368,1.0016507134733064,0.9982421928591824,0.9960507355553017,0.9940271461910929,0.9904532127565034,0.9990827717343527,0.9888489217054972,0.9908888092446204,0.9867973407896544,0.9900360881084291,0.982524802495822,0.9720378222507152]","[1.0025823508891047,0.9994702275061482,0.9928402371532699,0.9972109670831674,0.9956822598033722,0.9942410770346596,0.9983743974442312,0.9959267041941501,0.9951065004409386,0.9962628038932522,0.9930806960981853,0.9983485904056034,0.9966581623553501,1.0016264038543026,0.9981986323803351,0.9959991475635619,0.9939481224528341,0.9904291674196493,0.9990595551514478,0.9887183437074136,0.990829595771218,0.9867667779058915,0.9898449325469295,0.9814618267616866,0.9690589915632233]"
1.0_0.2_1.6_0.2_9,"[0.9258843704601196,0.9236232042281726,0.921296945400685,0.9190236102299872,0.9168744947483759,0.9138760287544505,0.9106233363662264,0.9084061167288695,0.9060453614808662,0.9042117377856903,0.9024509373576342,0.901127013556495,0.8984860102203531,0.8959030418453993,0.8926753908169361,0.8873880508964074,0.8818237491343529,0.8753918936515338,0.8668426660578006,0.8576511490371193,0.8464211279810316,0.831133351645091,0.8102157125317098,0.7885550898842077,0.7805011383617246]","[1.0023506408595235,1.0020928267973988,1.0018569864180573,1.001638677012515,1.0014331890326675,1.0002655206273676,0.9983932741606998,0.9988589117409011,0.9972027334866624,0.990500353277566,0.9910813030814314,0.9912959992064395,0.9910394841961266,0.9866072437363531,0.9858913377721483,0.9967494280029441,0.9929542613686634,0.9887776610740362,0.9883302367062301,0.9869864138226012,0.9831220752331288,0.9823933835210953,0.9904939303564293,0.9879880177710845,0.9752122788404446]","[1.0022176303531751,1.0019684674729714,1.00174127328158,1.0015316726222792,1.0013348034685612,1.000169630269579,0.9982965383219286,0.9987879068157258,0.9971323586740002,0.9904948430240194,0.9910644330812273,0.9912935447380818,0.9910205349945902,0.9865302459664711,0.9858352972518368,0.9967231957100343,0.9928179140209829,0.988720415097816,0.9882995589216788,0.9869622076525122,0.9830052379861185,0.9822313840272722,0.9899362940607062,0.9870004004867217,0.9719817819429399]"
1.0_0.2_1.6_0.2_10,"[0.8675075924390205,0.8657769544577353,0.863697580663202,0.8643684998714556,0.8656738589090538,0.8663109669120169,0.8659008369271394,0.8638081954874164,0.8611546798878668,0.8567974376304127,0.8517498528943396,0.8446973958124565,0.8377896172815051,0.8289748579616452,0.8211233487629512,0.8110881859065673,0.8014255536171904,0.791249097368846,0.7806595094022816,0.7701538847142594,0.7641419833619241,0.7641776209854207,0.7651457561279342,0.7596323766485908]","[1.0086729426828915,1.0086820330677453,1.0077805864578746,0.9994621874476213,0.9990664241225848,1.0010817444440834,1.0057042877605646,1.0087765532712374,1.0073393974906244,1.0118154252389857,1.0123087543897482,1.0110449641010477,1.0179842605603577,1.0139173465051459,1.012135402057939,1.010153482455565,1.0094290609908385,1.0096800571681508,1.003794487331537,0.9794980155033282,0.9759105677186508,0.9731882151501678,0.9737405437216959,0.9703082681707457]","[1.008618893846867,1.0086325403026468,1.0076994515805837,0.9993876476951978,0.9989501318631316,1.0009690344224782,1.0056109585790676,1.008691056228205,1.0071994632617538,1.011627423605794,1.012155124259434,1.0108553727297478,1.0178419109194157,1.0138624594199561,1.012068362426575,1.0100106652788827,1.0093476303410371,1.0095355044483183,1.003611784948099,0.9793864368050441,0.9758070002200956,0.9730568472561967,0.9734336846263689,0.9695412121386396]"
