SimulationId,cohesion_degree,average_speed,average_direction
1.0_0.2_1.0_0.4_1,"[0.8859793170867747,0.869407835506449,0.870408190128305,0.8772423039359581,0.8816414037570006,0.8851837883551021,0.887653672294159,0.8890552474007112,0.8890930457960303,0.8877416412247654,0.8851700747950331,0.8815744357186222,0.8761052124621771,0.8698250747409992,0.8628627442821319,0.8552858506317804,0.8471152025170277,0.8383415187474796,0.8289270774315541,0.8187897816440792,0.8078027661398259,0.7957928877876783,0.7825027951053158,0.7675575136379755,0.7503781917732035,0.7331704848611087,0.7341481694407836]","[0.9386565585036678,0.9646862478241405,0.9352657589663927,0.9304853741372858,0.9320482910454568,0.9300905403481934,0.9277682042388755,0.930873323389069,0.9278562643776795,0.9283182956756657,0.932837608713619,0.9419635378228159,0.9366485698823623,0.9407259268593516,0.944100955056626,0.9409946910228131,0.9439625203434814,0.9448029045863033,0.9442509646473386,0.9424090324531003,0.9436000605457464,0.9444556010135148,0.9426570939927303,0.9406310775814724,0.9403674723403486,0.9468888157260469,0.9372388423922559]","[0.9371980693293895,0.963973599813586,0.9350480256711666,0.9303563115317692,0.931920873887451,0.9299424136568495,0.9276339781702165,0.9307422286230642,0.9277222180888438,0.9281743454989434,0.9326728020479575,0.941838624495896,0.9365392729246972,0.9406251585711615,0.9440043051717246,0.9408982294573186,0.9438581218039178,0.944683789546769,0.944107935312311,0.9422279964277489,0.9433627137625319,0.9441357103217648,0.9422184708037319,0.9400170369283024,0.9394851693095353,0.9456603382329826,0.9370904057479875]"
1.0_0.2_1.0_0.4_2,"[0.9113741681335701,0.9050755199548961,0.8986459423471771,0.8999282291711568,0.9055591178373518,0.9098280759721542,0.9128792639763763,0.9151804294390118,0.9167747513875258,0.9193883025537268,0.9225773762611785,0.9244004510993536,0.9247355876163397,0.9234409765623378,0.9208660913064709,0.9165229622258807,0.9106648935002606,0.9046532042089155,0.8972378844210487,0.8877477923488549,0.8783122134891455,0.8651738226960108,0.8486947715588938,0.8286605135211675,0.8009147357968783]","[0.9977852319627013,0.9978350591103847,0.9980003113053194,1.009437324773891,1.0155615303296308,1.0115531740417987,1.0148678543335425,1.0166345451993175,1.0151972384718322,1.0064357212889625,1.0060023802741136,1.004153927437731,1.0029892652184413,1.0021350749251843,1.0015049128560685,1.0012094105592373,1.0031172779550634,1.0061981212614888,1.0118277747884832,1.009497188005974,0.9914920394672292,0.994018162670572,0.9877563966495098,0.9838552817828685,0.977499255054595]","[0.99747559567829,0.9975627947084534,0.9977609555554883,1.0092334859853538,1.015407227198171,1.0114490619242216,1.0147749707791285,1.016584117923446,1.0151548527438905,1.0064100224488932,1.0059882789637575,1.0041446809721875,1.002979388753428,1.0021146543575572,1.0014754513238515,1.0011645828566966,1.0030402964758574,1.0061121881583637,1.0117186582222144,1.0093437434284382,0.991396557621606,0.9938088892720864,0.987368196594586,0.9831436728226693,0.9747128963217132]"
1.0_0.2_1.0_0.4_3,"[1.0829462342686675,1.0448556458584632,1.010358716778648,0.9796987854266335,0.9538428734640785,0.9446405947190828,0.9450208551490458,0.9465353920055117,0.9484738086577599,0.9511679127437779,0.9543669530075651,0.9579717873505151,0.960869652994046,0.9630001397588682,0.9642703606177089,0.9649825586522877,0.9650357948285743,0.9645929366807484,0.963653096652144,0.9672514142779358,0.9739789217826059,0.9806002103174946,0.9860075227003444,0.987228947465261,0.9728494607147938]","[1.011762954214868,1.0109711761598372,1.0093291222448912,1.0113124615952644,1.0108924665673307,0.9930863610436315,0.9915820311778067,0.9881487587495361,0.9860099535870206,0.987281339098339,0.986551935523236,0.9832839654643835,0.9814974133334934,0.9808980455295189,0.9814019191555419,0.9806244800743698,0.9816522580387024,0.9800835513480783,0.9784848935859949,0.991645930190135,0.9955849878642351,0.9877218990641725,0.9892879350918811,0.9899079859659204,0.9797395073973795]","[1.0105521852391786,1.009843348376501,1.008297048273915,1.0103978847095092,1.0101893677892133,0.9927768953442084,0.9913198259617755,0.9879025983691067,0.9857775371951345,0.9871133519789385,0.9862846321594038,0.9830659641716859,0.9812381562598226,0.9806984237084554,0.9812250262806971,0.9804526793009455,0.9814460744020209,0.979927476431089,0.9783299406313865,0.9915861599788739,0.9955327480486176,0.9877100988286928,0.9892863931093172,0.989539023124908,0.9774012510706529]"
1.0_0.2_1.0_0.4_4,"[0.9383004791402246,0.9444998855661139,0.9504127357127641,0.9553586780909661,0.9563903447350235,0.9517710487709419,0.9458977399554164,0.9410807869889846,0.9432612899496734,0.9541861772453668,0.9615986649902704,0.965903232927743,0.9678615202957263,0.9673386369283159,0.9648981112792439,0.95462350756334,0.9431973271236335,0.9328561766672075,0.9219047738727543,0.9103089964609683,0.8973258266600043,0.8819856974127196,0.8629618229132885,0.8359870473223905]","[1.0048788996706526,1.005075480747806,1.0042875032920975,1.0066315886918455,1.0019362995318868,1.0002478985842886,0.9906428771281641,0.9861917401048502,0.9868094595527882,0.9860611611351607,0.9897413456255328,0.9854699483892233,0.9845905844919443,0.9886944573970257,0.9867114228953172,0.9942265387433673,0.9952382626960432,0.9852804312062119,0.9780766971174925,0.9789298956919987,0.9866589831527219,0.9884523293348051,0.9853833507073058,0.9790123535807276]","[1.0047158982985358,1.004876858668084,1.0040991830158597,1.0063347874811073,1.0014579419654555,0.9991702953629756,0.9897212389116196,0.9851954395481882,0.986748798465309,0.986009728267777,0.9896992344384161,0.9854000096459219,0.98450152746985,0.9885926790081269,0.9865771365646341,0.9940676255301515,0.9950477699214656,0.9851414679930027,0.9778880579687587,0.9787737638930607,0.9865038451330177,0.9881484469371635,0.9847870322162705,0.9764114941385267]"
1.0_0.2_1.0_0.4_5,"[1.0077679924556762,0.9974013166289208,0.9933139042111321,0.9960341481340161,0.997882499638002,0.9988325914908149,0.9997550112896902,0.999550263034477,0.9996568414923885,0.9993813904020228,0.9986748894916466,0.9975270835816732,0.9965690444161708,0.9949528121883655,0.9925238126482195,0.990591894625046,0.9879236563474881,0.9847862874764309,0.9809133564506061,0.9772313515101024,0.9726352457879738,0.9714312568863935,0.9688011506971865,0.9570128284388837,0.9300311038169267]","[0.9782208110239409,0.9651078672481848,0.9903073397774231,0.9887276395092044,0.9841890887366734,0.9901337166518132,0.9851849236008597,0.986894141842409,0.9880070793245082,0.9789744592162859,0.9937805492659071,0.9899039403553956,0.9812318457432961,0.9852915541925497,0.9790417780956906,0.9753563014610601,0.9803248935788517,0.9834039919412586,0.982600623685631,0.9771269815326157,0.976752600504533,0.9935232699930697,0.9988457882678448,0.99610802100887,0.9801755410062989]","[0.9778284727325104,0.9649616786536728,0.9902798718040854,0.9886983695960441,0.9841630035131114,0.9901308378381519,0.985159619795809,0.9868871728455548,0.9879981887922912,0.9789437826129477,0.9937655655074943,0.9898597170187278,0.9812052964097224,0.9852530049327828,0.9789788080278639,0.9752785785162771,0.9802761114514095,0.9833521798511898,0.9824977070570824,0.9770364951035636,0.9766482842601065,0.9935125474293087,0.9986739191923854,0.9950914621809944,0.9759655938110904]"
1.0_0.2_1.0_0.4_6,"[0.8751947107809821,0.877633043681078,0.8805519351760227,0.8830783097601553,0.8857516507344162,0.8887015303938417,0.8915097332214024,0.8944941031730297,0.898187431927175,0.9018059944421561,0.906036665126932,0.9100936549507657,0.9146207276851697,0.9181405423947537,0.9207749623093542,0.9224405866335181,0.9227915850739103,0.9220482573962048,0.9200568928950104,0.9164829264132774,0.9114765079670968,0.9058271108866538,0.8986058285209708,0.888191832175491,0.8729854236380505]","[0.9929942316114986,0.9965845494118991,0.995266928640595,0.9956257667045957,0.9945114706862169,0.9824022801502467,0.9798105924069209,0.9789191409154621,0.9788188130488312,0.9792643303083887,0.9750813218217097,0.9784947785989839,0.9749994749956952,0.9787188821176073,0.9751815939712263,0.9775923181513108,0.9763357558022913,0.976921146206168,0.9781270159511011,0.97598998927115,0.9768143914631748,0.981062988550522,0.9821615140447751,0.9855366022781442,0.9812485787878648]","[0.9929691841012238,0.9965134141010806,0.9952103338856291,0.9955839441211982,0.9944061971871501,0.9823801667105501,0.9797870757426663,0.9788909826876391,0.9787931555162128,0.9792045810325418,0.9750520997044122,0.9784149405787722,0.9749428491930634,0.978600243641565,0.9751457132175797,0.9774803580083655,0.9762476958325785,0.9768358234668448,0.9780190841663408,0.9758729280192376,0.9766677560389287,0.9809931902621846,0.9820057278643103,0.9851877014330577,0.9802461661778097]"
1.0_0.2_1.0_0.4_7,"[0.9201747755348787,0.9056016705735429,0.8927656334380907,0.8824393221442384,0.8740298399421029,0.8720922994974731,0.8719475833234389,0.8717550501866391,0.8705931833528398,0.8692440530195138,0.867550632544871,0.8652415755772684,0.8666592464170143,0.8668192683606764,0.865157497434847,0.8617722175546171,0.8566419170472211,0.8493651336225048,0.8402835996425312,0.8291772216494281,0.8151402754685124,0.7985954157071746,0.7787596033233721,0.7566381163676192,0.7485912937931762]","[0.9991111665951936,0.9985597298567459,0.9979930563190527,0.997475628076928,0.9970094320493176,0.9873883657683532,0.9869138306341667,0.9867083803064352,0.9891958886960667,0.9836644115095711,0.9836354073780391,0.9829612339406172,0.9938780599707032,0.9951565032203488,0.9966357652154468,0.994979164915559,0.9953074513170302,1.00078182358083,0.9986229762619572,0.9946100081109308,0.9934997696440802,0.9888939634214056,0.9916759834312601,0.9917094741533582,0.9855591671589987]","[0.9987359266887098,0.9982297966897106,0.9976975731836646,0.9972029751106964,0.996743400481858,0.987132679869012,0.9866509739763827,0.986493271577479,0.9889950047961062,0.983481358022693,0.983474010472283,0.9828240400645896,0.993789970503585,0.9950847294151784,0.9965759503278079,0.9949183444422145,0.9952367859628932,1.0006918814335013,0.9984998476838839,0.9944379975448591,0.9932565085498618,0.9885475817725411,0.9911710485059025,0.9911113318416034,0.9855501758030731]"
1.0_0.2_1.0_0.4_8,"[0.999054344950284,0.9940564827574716,0.9973730299300759,0.9992800286569926,0.9997797598102935,0.9998010802974723,0.9997755021713101,0.9994966681552987,0.9995059108170412,0.9992682210019549,0.998534017523991,0.9973379170389199,0.9955954573607219,0.9933986686229435,0.9911678978767151,0.9882632209618645,0.9852546870089928,0.9816915043996362,0.981271119897786,0.9812399528190525,0.9811448582264191,0.98061989998661,0.9788070712176403,0.968505298799036,0.942988537287526]","[0.9940852554238525,1.0145829638548396,1.011270070347561,1.0098624830122036,1.0045837655631682,1.0073804596521836,1.007035324325851,1.0209730024480015,1.0133078183132656,1.016341228121328,1.0206508863000354,1.0195214106495811,1.022331077071391,1.0171635974661886,1.0169573043969589,1.019840215405969,1.0227764556845331,1.0165331369795392,1.0026254280103915,1.001335597318176,0.9977654805069525,0.9858373952394435,0.991787888072975,0.9806390290847187,0.9634980616558921]","[0.9939237972752846,1.0145386319087462,1.0112565675902454,1.0098583819733724,1.0045787325884208,1.0073773820318057,1.007032224533097,1.0209407599278706,1.0132708751704826,1.0163282047881845,1.0206433038642586,1.0195085900854595,1.0222791296769929,1.0171474891514423,1.0168897339201757,1.019775029485646,1.0227109533594185,1.0164976987992471,1.0025790434057875,1.0013082098777961,0.9977642020172443,0.985803753236074,0.9916649664266619,0.979701287948387,0.9591106323746488]"
1.0_0.2_1.0_0.4_9,"[0.9924502987096115,0.9972291942897173,0.9998190291426945,0.999576416203594,0.9997386715986998,1.000051116637426,0.9997128796628978,0.9997184848002709,0.9995683901802528,0.9997135497616487,0.9994457409146009,0.9992690849567503,0.998949990829414,0.9981746006516772,0.996871383440589,0.9947638711299204,0.993788053905122,0.9921355056259171,0.9908592907510687,0.9887726343948053,0.984423585063091,0.9789855528872468,0.9675733584483928,0.9454549069074585,0.9031264228578464]","[0.9915304295869158,0.9948738046714201,0.9959531364557463,1.0009683705696644,0.9950819498804994,0.9967558309993757,1.0013972633799453,1.0023767463751176,0.9997299867923504,0.9985483845334757,0.9987093344313304,0.9997245701751842,0.9937325480094115,1.0015619983048247,0.9966887331911503,0.9945493257712872,0.9920777299308111,0.9916516130208758,0.9927656154630227,0.9929183860391059,0.9877215417633858,0.9843929813380945,0.9859264635694622,0.9815439747573775,0.9530774964997877]","[0.991393294749912,0.9948364182289682,0.9959012265647077,1.0009251126215442,0.9950280414807461,0.996723819302962,1.0013752071548883,1.0023347292783376,0.9997001218973618,0.9985372861148921,0.9986874058047821,0.9997034955362764,0.9936972318937065,1.001528184598376,0.9966329480369933,0.9945118574896226,0.9919906198270099,0.9916359241747237,0.9926980246278436,0.9928479608492946,0.9876843504666006,0.9843218261510042,0.9855303710897662,0.9797745348806176,0.9460658573530847]"
1.0_0.2_1.0_0.4_10,"[0.9140519965438197,0.9166435026137794,0.9197342747711822,0.9233791784975269,0.927076924499201,0.9309245346346705,0.9345526482945671,0.9372614369305454,0.93897351247282,0.9391827021982138,0.9384815984169317,0.9365810914261177,0.933873761391726,0.9296461238679394,0.9248767228576231,0.9184617725676911,0.9111951318465941,0.903050418417163,0.8942633027428231,0.8852578404778646,0.8758510101777469,0.8626567960755955,0.8445527788833522,0.8150261607215977]","[1.0020327945629537,1.0074022092345256,1.0050620436413478,1.0069569554318505,1.0080465995671788,1.0101674647681995,1.0069756306515814,1.0118869137621185,1.00930089546303,1.0085717860080818,1.014464514578412,1.0127089621687444,1.013272080059978,1.0104974620059215,1.0097553505188304,1.0100090100429748,1.0102344671132537,1.0019486848711268,1.000407638895768,0.9826033385254567,0.9849394743741717,0.986958648450309,0.9846423117414698,0.9785661835572584]","[1.0018904801712092,1.0072535536455598,1.004882277180169,1.006841240888475,1.007863639589978,1.0099962998918248,1.0068267408586133,1.0117385796745033,1.0091538093267365,1.0084691723458108,1.0142835281132494,1.0126044512106727,1.013162899300871,1.010299850531308,1.0096515555244872,1.0099263828393907,1.0100523686052623,1.0019360108850335,1.0003286185192584,0.9825240274218088,0.9848768606016618,0.9867626695389566,0.9840390534263054,0.975825122082263]"
