SimulationId,cohesion_degree,average_speed,average_direction
1.0_0.2_1.0_1.6_1,"[1.3824166402477678,1.3695530786200334,1.3572029620956636,1.3457526957372452,1.3349346305791967,1.3247117287255223,1.3149071192220307,1.305860933346446,1.2972063739159916,1.288832195545437,1.2809148497081786,1.2733040108642264,1.2656358844108437,1.2581372311264785,1.2507543999471806,1.2435678762352544,1.2363428321116892,1.2293843683331185,1.2220778071905165,1.2149937235345005,1.2075397650238207,1.200061149167839,1.191775305895114,1.1790733048796547,1.171854567270642,1.1613355426208933,1.1339194446966672,1.0854363905662552]","[0.9100611627857556,0.9096981844749558,0.9094860414340991,0.9094180447008864,0.9094532470174161,0.9095309279180237,0.9096521816575394,0.909993634312678,0.9102086421231437,0.9104948904897506,0.9108881271253054,0.928814218026023,0.9228379646505477,0.9224855011752152,0.9198135103970371,0.9267360217764117,0.9198826168481357,0.9215993383631211,0.9331865556059735,0.9333208577537367,0.9342038147412269,0.9352320461280911,0.9347114714032165,0.935289633911289,0.9342841185102909,0.9323713944447062,0.9340179249912721,0.933923203104797]","[0.9097349829232705,0.9093851471739576,0.909180963108871,0.909114264462748,0.909147227493591,0.9092192557878962,0.9093328389209449,0.9096651116165134,0.9098717891309765,0.9101482186045846,0.910532395792601,0.9284399511187597,0.9224559180602867,0.9220902174241224,0.9193931204554328,0.9263043227960316,0.9194389165433089,0.9211315278648484,0.9326990164195306,0.932812719538336,0.9336608587662564,0.9346305940140275,0.9340077474216875,0.9343644252241574,0.9340719947153947,0.9314888218177799,0.9314597495140379,0.9275896765999537]"
1.0_0.2_1.0_1.6_2,"[1.52174321380777,1.5288358059115614,1.5382032882009244,1.5467839774252912,1.5548479328455347,1.5619768978325073,1.5684672458164859,1.574374462560554,1.5800433751952352,1.585242381596192,1.5903266937207996,1.5945884636428638,1.59891627526662,1.603074879174469,1.6070734536428628,1.6107199297492052,1.6144639921290005,1.6179567998416615,1.6212866929712182,1.6237836144935642,1.6239465475347532,1.6199786077475613,1.609363975343188,1.5919435163279831]","[0.9806160084719097,0.9979851739630407,0.9962320981473906,0.9906198699348254,0.9934053012265001,0.9922215805713916,0.9912856685421232,0.9931864653196479,0.9946714195901194,0.9895309426917418,0.9917642952031367,0.9921666725073082,0.992714383143515,0.9909073430576962,0.9909335520937856,0.9909682601730196,0.9947472451681353,0.9916181239451767,0.9912242100247199,0.9899649194719363,0.9859211184232087,0.9842444781008453,0.9824981912617624,0.9803107049633508]","[0.9799068290622558,0.9977918562756599,0.9961448279995775,0.9905247989757306,0.993356156212488,0.9922063547747841,0.9912715416333837,0.9931815561554237,0.9946598453272297,0.9894898771112742,0.991749344435597,0.9921274280654142,0.9926787229106191,0.9908470236916518,0.9908578852174031,0.9909113294668538,0.9946622552484082,0.9915319547739918,0.9911167617289443,0.9897670266127436,0.9856012695750139,0.9835823015785218,0.9811625086486964,0.9776927301662461]"
1.0_0.2_1.0_1.6_3,"[1.6387077216123305,1.6423187040357423,1.6464974597894881,1.6511760606757293,1.656162921329793,1.6553122337568942,1.6473376244520668,1.6388095568539156,1.6303205830194285,1.6216813397270604,1.6130765417216613,1.6044204332802317,1.5958931102311156,1.5874115855865951,1.579074574355448,1.570773522268655,1.5627436028721697,1.5546095859339428,1.5468556051373907,1.539389650291435,1.5319769601156754,1.5249770999464964,1.5157338132138138,1.5013421573272123]","[1.009549631949297,1.0092397531749744,1.0091380866789366,1.009108673701871,1.0091051222230247,0.9906026058165178,0.9901737565265804,0.9918551271840502,0.9892677038006215,0.9888589869733951,0.9901470370573593,0.9928585178813276,0.9883976304316977,0.9930687020261423,0.9892298164548147,0.9938143706988289,0.9919002558086408,0.9942986468397942,0.9958546883065327,0.9949412376647037,0.995610265499006,0.9991588162061409,0.9975017565118717,0.9948983772078713]","[1.008673078835835,1.008389978518724,1.0083136111571565,1.0083080724797162,1.0083271157180422,0.9900264879401497,0.9896557264041492,0.9913561119854194,0.9888174342894985,0.9884237694205114,0.9897028928124766,0.9923852198378673,0.9879461908392659,0.9925641803754267,0.9887188153422197,0.9932395332371945,0.9912804868872427,0.9935986206292134,0.9950526928029346,0.9939926734788896,0.9944361398012181,0.9976428710208148,0.9952394669137217,0.9908704207780055]"
1.0_0.2_1.0_1.6_4,"[1.4327536398957375,1.444536872696307,1.4563643726862798,1.4682919206519507,1.4802575308416555,1.4804396788587333,1.4715489500276897,1.4639868563476914,1.4574858454391508,1.4517126112323366,1.446372209769755,1.4411950699684892,1.435925362076822,1.4303109739857869,1.4240945984691185,1.4170054832895276,1.4087515169360494,1.3990117113303346,1.3880583741628358,1.3937441797458556,1.3938713007238426,1.3852401223113087,1.3672030451320047]","[0.9918025235490449,0.9905661378678196,0.9892224276187744,0.9877674391795838,0.9862072553532389,1.006869064829396,1.006418029741092,1.0053781968256372,1.0042988513807507,1.0031825376517867,1.0020272669771393,1.0008296123056422,0.9995845947151469,0.998285400346781,0.9969228695096446,0.9954847133645714,0.9939544361871124,0.9923099172005547,0.9939145013134081,0.9976901261420225,0.9962710009115666,0.9942818851475534,0.9916365238619322]","[0.9915632606889281,0.9902923309697457,0.9889091264556453,0.9874071404982971,0.9857900690494056,1.0063294550468223,1.0059221018200464,1.0049123131095063,1.003845741492786,1.0027271117648437,1.0015551149022268,1.0003259013019328,0.999033184839046,0.9976679690936018,0.9962178156588724,0.994665537128083,0.9929871559390308,0.9911488588573112,0.9932314301060915,0.9972547567366484,0.9953263843436306,0.9924182512148904,0.9880387901117678]"
1.0_0.2_1.0_1.6_5,"[1.5539577154146977,1.5519384804664091,1.5495951174431535,1.5469244641826456,1.543919398937026,1.5405686129113039,1.5368563139874762,1.5327618264169656,1.528259048974315,1.5233157260011594,1.5178924711332582,1.51194145992837,1.50540467051945,1.4982114924935122,1.4902754282358575,1.481489449221958,1.4717192851870113,1.460793397087476,1.4484873459352634,1.4344980590878997,1.4183983176437622,1.3995480491972023,1.3882537501292904,1.3647057963097537,1.311042495409096]","[0.9940922015986622,0.993701976699401,0.993348471375366,0.9930204332632903,0.9927092910737118,0.9924081309847328,0.9921110333421845,0.991812603861203,0.9915076052475962,0.9911906291598809,0.9908557628425853,0.9904962069051778,0.9901037924011517,0.9896683242973859,0.9891766372887537,0.9886111723703108,0.9879477331281682,0.9871517789067975,0.9861719626289684,0.9849281062185353,0.9832868881960056,0.9810069029928076,0.975315042130381,0.9655583837796002,0.9441480555815943]","[0.9939622359423967,0.9935705330941125,0.9932142944738688,0.9928824305010793,0.9925664450822363,0.9922594267610383,0.9919553917045941,0.9916488137877743,0.9913342476204333,0.9910059831524267,0.9906576833324443,0.9902819560869813,0.9898697996808616,0.9894098326195537,0.9888871654589799,0.988281669730894,0.9875651992818869,0.9866969076005855,0.9856148978808987,0.9842202687748054,0.9823438133205227,0.9796677502459777,0.9746911252610038,0.9631569117430685,0.93259863085109]"
1.0_0.2_1.0_1.6_6,"[1.4839710413566487,1.4939235119787497,1.5032460187519603,1.5119837786009467,1.5201703772418698,1.5278280291667055,1.5349674621407914,1.5415875472389353,1.5476747511698852,1.55320246286467,1.5581302312036707,1.5624029391183956,1.5659499278050353,1.5686840734711085,1.5705008131199614,1.5712771299563368,1.5708705766804112,1.5691186119045613,1.565839026494234,1.5608334673644964,1.5538991045681985,1.5448612002195778,1.5336595637711485]","[0.9984383563053807,0.9985468799996331,0.9986867323074855,0.9988506108907358,0.9990336107184667,0.9992321044115071,0.9994430351210568,0.9996634321542244,0.999890050737351,1.000119083531811,1.0003459156520131,1.000564906935369,1.0007691893895987,1.0009504659187314,1.001098789487502,1.0012022906458857,1.0012468072831746,1.0012153570063735,1.0010873885315306,1.0008377796476866,1.0004356942299126,0.9998439181332366,0.9990209621559465]","[0.99833574705551,0.9984334245430279,0.9985617846145854,0.9987136170346287,0.9988841447856396,0.9990699079201327,0.999268056264415,0.9994758585848058,0.9996903262081321,0.999907894375627,1.0001241276164987,1.000333425889896,1.0005287099192213,1.0007010576772897,1.0008392479337913,1.0009291374830929,1.0009527487423784,1.000886858735705,1.0007007265410637,1.000352299346016,0.999781607316843,0.9988985181184383,0.9975571254053116]"
1.0_0.2_1.0_1.6_7,"[1.47506998417272,1.492905768994485,1.5097062778513888,1.525436058724505,1.5400190636469349,1.5533566450559593,1.5653423042520545,1.5758719667965044,1.5848498330520835,1.5921905417660356,1.5978185997549956,1.601665955243595,1.60296017280645,1.6069233802509169,1.6110380254554872,1.614810059304241,1.6184865586620765,1.6220805140961376,1.6251187266784717,1.6236841225264769,1.6156792611982485,1.6006792629403899,1.5779516008895627,1.5462232360506514]","[0.9967332592461972,0.9961662674538607,0.9956516807808939,0.9951778296937661,0.9947344891882935,0.9943127885203934,0.9939052480964399,0.9935057750507523,0.9931095596601984,0.9927128708637807,0.9923127734813263,0.9919067920015524,0.9895468945015811,0.9888702718725337,0.9888097463700831,0.9885520828306988,0.9883398110473249,0.9877897167316898,0.9871859843320248,0.9863756905791902,0.9853555110356964,0.9840633888459884,0.9823932508787631,0.9801515071435885]","[0.9961957022839599,0.9956170289950974,0.9950923929062387,0.9946129918031434,0.9941704921018528,0.9937568572928028,0.9933644434281632,0.9929861587130859,0.9926155803935778,0.992246979748415,0.9918752416583444,0.9914956816807039,0.9894558311480883,0.9888012998951401,0.9887354131429895,0.9884973137687831,0.9882894375055071,0.9877453286695459,0.9871422686871636,0.9862719679817317,0.9850882329811869,0.9834928943512433,0.9813109711343856,0.9782104082543106]"
1.0_0.2_1.0_1.6_8,"[1.5971557778605048,1.5960213676507762,1.5945689339704674,1.5927612959304656,1.5905705297080468,1.5880051104453876,1.585041505147711,1.5816434692574177,1.5777736789695576,1.5733924396560506,1.5684562590032638,1.5629163824806045,1.556717264332217,1.5497949820675958,1.5420756723223448,1.5334742054505228,1.5332489750274716,1.5346447527969485,1.5353979115161864,1.5356026363410307,1.5352354050714236,1.531246639467874,1.5220705356833706,1.5071523976170345]","[0.990724045921463,0.9903711406443721,0.9900453838461225,0.9897370826953377,0.9894721861486232,0.9892604873500666,0.9890450711396072,0.9888197836911188,0.9885793087693878,0.9883180173951791,0.9880297177472563,0.9877073979083353,0.9873429438322643,0.9869268250750167,0.9864477471715289,0.9858922780865649,0.9968906375252757,0.9987026594697352,0.9992818024651371,1.0005119390638773,1.001143202501735,0.9998951100350262,0.9980700543756288,0.99558905000868]","[0.9906450505016062,0.9902959687560812,0.9899719985510241,0.9896636167787866,0.9893968261178188,0.9891814082521587,0.9889603521685698,0.9887272612131742,0.9884764455136279,0.9882017390606547,0.9878961988044658,0.9875517720970193,0.9871589041845049,0.9867060624851753,0.9861791536630307,0.9855608091103991,0.9966628752491188,0.9984193883396816,0.9989204124384772,1.0000417399816648,1.0004922917514205,0.998878605058207,0.9963486532749569,0.9924087234348165]"
1.0_0.2_1.0_1.6_9,"[1.4701265762115492,1.4744300939524984,1.4782820439005757,1.4816210407731072,1.484397603990288,1.4865690054068992,1.488095632002456,1.4889382714682322,1.4890559040328997,1.4884036947070713,1.4869309441982357,1.4845787846171685,1.4812774033166558,1.4769425472071231,1.4714710030260993,1.4647346761875735,1.4565728412811683,1.4467822431842006,1.4351053985260043,1.4212199043054072,1.4198367311563378,1.4194274825828874,1.4105595202005357,1.3923516428976495]","[1.0011317978372345,1.0003219377029147,0.9995217900472407,0.9987339652060871,0.9979599359894964,0.9971999423000835,0.996452988382851,0.9957168479531346,0.9949880326963532,0.9942616953915975,0.9935314423625723,0.9927890261283269,0.9920238799197287,0.9912224419732694,0.9903672007900038,0.9894353784799264,0.9883971751673054,0.9872135692649535,0.9858339139432982,0.9841941914535413,0.9985265621552389,0.9970461849653742,0.9945073186423685,0.9909881807953096]","[1.000896403241395,1.000092846720776,0.9992970338561927,0.9985116991878391,0.9977382455728273,0.996976745735476,0.996225978229626,0.9954834343044281,0.9947452622033317,0.9940061237774382,0.9932589353555015,0.9924944538964997,0.9917006503330755,0.9908617821717774,0.9899570324158736,0.9889585159166104,0.9878283624670477,0.9865144719580318,0.9849444316183718,0.9830170734026096,0.9979346237472104,0.9958141665435543,0.9919204492508676,0.9851593598448973]"
1.0_0.2_1.0_1.6_10,"[1.5095693324792263,1.5313730000457102,1.5508533513825695,1.5681578992190317,1.5833917548564762,1.5966281506200406,1.6017759872289417,1.6007472883167768,1.599235676656151,1.5974873405142007,1.5952260566205319,1.592633682025203,1.5897015440818387,1.5860156129209766,1.5819142125189591,1.57732614699181,1.5718907631564707,1.565760512672861,1.558905381547289,1.560020717845509,1.5655409934801157,1.5664922702709052,1.559631093088102]","[0.982371175837538,0.9824138634465978,0.9824524753911736,0.9824739326658649,0.9824671942416106,0.9824229635619518,0.9851836782457624,0.9886511898255953,0.986242864864114,0.9876199075512304,0.9858630250929803,0.9835039697508181,0.9837104457851975,0.9817715185064002,0.9806628107355618,0.980125257934711,0.9780699793812077,0.9767480765595103,0.9750975192689801,0.9913597495719566,0.9881219714202994,0.9842796671955537,0.9821154746395154]","[0.9819506167162859,0.9819732770745812,0.9819982189000035,0.982013651285571,0.9820088966848115,0.9819741560681005,0.9849197901983389,0.9884361374388592,0.9860360596486721,0.9873911635119401,0.9856379728611091,0.983263220035629,0.9834461407547086,0.9814722398374907,0.9803161438319136,0.9797147573995774,0.9775751474560306,0.9761392858358006,0.9743341688624326,0.9911551968880171,0.9877345740100201,0.9834753829966579,0.9803346558795479]"
