SimulationId,cohesion_degree,average_speed,average_direction
1.0_0.2_1.0_2.2_1,"[1.5258537129015295,1.5255088141542616,1.5249036421534674,1.524080142688891,1.5229345160285654,1.5216693176990177,1.5200707689401625,1.5182421493824694,1.5162449436864853,1.5137648678667364,1.511073596343331,1.5080676629020884,1.5047006322273186,1.5009099390014373,1.4965386754329784,1.491902139130629,1.4866279142109402,1.480561450886634,1.4736277244709326,1.465831387881078,1.4572717584191943,1.4479018238149797,1.4371069018177485,1.4213957975528906,1.3993500586581678,1.3696497723860133,1.3439335402396448]","[0.9082154914388707,0.9078354649959278,0.9076175130538978,0.9074497992071038,0.9073535766458893,0.9073035063932262,0.9072828795641616,0.9075255353745335,0.9074687636482148,0.9074532869392686,0.9076570434316603,0.90803440243429,0.908077979812815,0.9083719742083195,0.9086878314845327,0.9091121817041733,0.9093779490274944,0.9210495922257569,0.9192468293052114,0.9302949021970188,0.9298290190651773,0.9291799255148651,0.9319403758274598,0.9339575648272453,0.9326686516096963,0.9333298438852481,0.9348895358490826]","[0.9081053862862173,0.9077343510267872,0.9075143735178621,0.9073362829424255,0.9072247427222776,0.9071534076191152,0.9071061149966825,0.9073079571547544,0.9072275897304022,0.9071650359041873,0.9073312076522295,0.9076505691053017,0.90765074736341,0.9078918602250864,0.9081505149954698,0.9085133313297575,0.9087111534175616,0.9203026312929155,0.9184176341739322,0.9293567695983506,0.9287809286325764,0.9280117058848005,0.9305861976033579,0.932284968114171,0.9304846677386572,0.9302258201571045,0.9327814436610229]"
1.0_0.2_1.0_2.2_2,"[1.6714928128436621,1.6928556204478251,1.7118331256513213,1.7304650764356189,1.7493036011558334,1.7666084816615937,1.7824883465524797,1.7970319143864038,1.811129482499145,1.8241844038204185,1.8367455192708773,1.84834732934989,1.8596043315024895,1.8702862088707939,1.8802906011921643,1.8903330450440619,1.8994187424017872,1.908687299200729,1.9174410132749502,1.9254264792520692,1.931317772180899,1.9345818736557732,1.9346246535107023,1.5932911322075693]","[0.992717761136279,0.9918058437091989,0.9903283984639757,0.9923676594922954,0.9948704222723335,0.9925538750672547,0.9927414590624932,0.9927965049800866,0.992629418150813,0.9949251626387855,0.9914946915310611,0.9939802932992732,0.9934679236031603,0.9928698060470107,0.9915367533354029,0.9919288117191616,0.9924550033034756,0.9919733863475875,0.9913225233492933,0.9909033053263159,0.9880493641712333,0.9860693843229646,0.9817102716629079,0.9691385828169938]","[0.9924560119413094,0.9916198704438268,0.9901749733516649,0.9922935651492518,0.9947902346948663,0.9925310103256256,0.9927303484204021,0.9927910865208767,0.9926094991408055,0.994888453839593,0.9914724540857385,0.9939495823111781,0.9934268574074078,0.9928104167466145,0.9914682852356327,0.9918465922004529,0.9923574306112316,0.9918627428321537,0.9911196523742533,0.9906881251874375,0.9876729835186453,0.9853300227519963,0.9803591998490878,0.9665261937881001]"
1.0_0.2_1.0_2.2_3,"[1.8523004955005107,1.869285235050961,1.8783712124519476,1.8840717150975794,1.8884470306899472,1.8915563650257095,1.8936219182979281,1.894753845700619,1.8948844937438047,1.8943904068208037,1.8934715469417256,1.8918856734941796,1.889721282109478,1.8872235367158134,1.8844762853050734,1.8814257704134285,1.8781267401606065,1.874927429751478,1.871369516607174,1.86799035880076,1.8651100828817615,1.8618064506304703,1.8563929564632355,1.8489080456643845]","[1.0084946086304405,1.0083710792441951,0.9954146834519277,0.99648554198511,0.992275320263879,0.9908039098290243,0.9889462968474259,0.9918487782684249,0.9930340432191151,0.990095159985928,0.9904477213970233,0.9924895590204759,0.992837837651994,0.9897671040918177,0.989531050522817,0.9929570356598368,0.9919367300937147,0.9922107332212753,0.9940193166467122,0.9970809777088357,0.9985219693664344,0.99815831595229,0.9971519023665314,0.9961371847479318]","[1.007598089656,1.0074961485704723,0.9945637191235358,0.9957062853198441,0.9915732436208146,0.9901604814633475,0.988351649418558,0.9912537105067478,0.9924371486636804,0.9895179815168627,0.9898534464254307,0.9918554828088372,0.9921648487118795,0.9890588037504777,0.9887540872272084,0.9920842475801737,0.9909546817740756,0.9910826997077389,0.9927030689392926,0.9955181190134315,0.9966000375340454,0.9956596152238609,0.9936546516426762,0.9907040573391575]"
1.0_0.2_1.0_2.2_4,"[1.634949446245277,1.6560823120459192,1.67618750454233,1.6912240092963917,1.6894843399646793,1.687773682143387,1.6864882962684797,1.6853850710911131,1.6842580666358744,1.6829308841354598,1.6812463983692845,1.6790576396663877,1.6762192454352383,1.672578819941306,1.6679674972395704,1.6621889736718576,1.6550063333357081,1.6461263524144845,1.6351822487957883,1.6217197418240274,1.6052026063394182,1.601037467461857,1.5924160424991274]","[0.9917150085861723,0.9905668691194531,0.9893334296117509,1.0061234187522048,1.0088818656550356,1.008245036338498,1.0075434455698833,1.0067974329266598,1.0060064111661235,1.0051677375095178,1.0042765299972856,1.0033254965978882,1.0023047885914051,1.0012018230828892,1.0000010412856128,0.9986835727847816,0.9972267568303755,0.9956034039297095,0.9937804625722131,0.9917159922802676,0.989350531104512,0.9943079767271397,0.992077727296242]","[0.9915325871863006,0.9903455020909963,0.9890651454086646,1.0056162758073335,1.0083562004813906,1.0077554758058191,1.0070729456752958,1.0063318486043298,1.0055329858225919,1.0046736302269694,1.0037475746918096,1.0027450000620954,1.0016521837881995,1.000450977039031,0.9991179624342696,0.9976231528853892,0.9959279835332306,0.9939821295638697,0.9917182078343947,0.9890422366000879,0.9858141676713451,0.9921910177281716,0.9877152498074331]"
1.0_0.2_1.0_2.2_5,"[1.7881132972767244,1.7981464217063672,1.8065001894345056,1.8133033194369153,1.818665077109137,1.822676504696676,1.8254115616536581,1.826928056616374,1.8272682978508887,1.8264594039535378,1.824513212070255,1.821425699976893,1.817175798602524,1.8117234046438657,1.8050062912495952,1.7969354233322665,1.7873878413082496,1.7761956286204919,1.7631356171177275,1.7479063004830793,1.7300430992248175,1.7088225611141856,1.6831474140433345,1.6592462292321657]","[0.9936154131590291,0.9932659164287894,0.9929307845302042,0.9926030979909513,0.9922772865046693,0.9919485417417775,0.9916124088850793,0.9912644689587096,0.9909000581920635,0.9905139853983125,0.9901002120057347,0.9896514546483907,0.9891586563636813,0.9886102453189052,0.9879910501551541,0.9872806486493366,0.9864507488532084,0.9854608428362411,0.9842794493090641,0.982801938116451,0.9808617329388447,0.9781787208600471,0.9729993833255967,0.9604096936033999]","[0.9935142220307623,0.9931606515673673,0.9928178272701338,0.9924795866434779,0.9921408393634487,0.9917970367933999,0.9914437986095402,0.9910766122055503,0.9906905524639638,0.9902799819536515,0.9898381925203747,0.9893569405692588,0.9888258081458013,0.9882312837599111,0.9875553866227796,0.9867735255588741,0.9858510232496269,0.9847371931396689,0.9833832882578973,0.9816541758622805,0.9793237698703288,0.9759806858591827,0.970699355818507,0.9571094410313554]"
1.0_0.2_1.0_2.2_6,"[1.7034604985406037,1.724765873516858,1.7443217167778091,1.7622955924574213,1.7788272063000754,1.794031801568044,1.8080026736951371,1.8208130498946662,1.8325175017658557,1.8431530094126969,1.8527397661944325,1.86128179953251,1.8687674842539819,1.8751700438798158,1.8804481812985139,1.884547073281607,1.887400143330645,1.888932374417219,1.8890665992730384,1.8877355447917932,1.884905104707785,1.8806197900407104,1.8750917805942944]","[0.9979593592283178,0.9980638207650001,0.9981975254932103,0.9983530281916724,0.9985252954027368,0.9987106396530464,0.9989060587478091,0.9991087976252119,0.9993160368105051,0.9995246549825336,0.9997310357030427,0.9999308999534463,1.0001191514702874,1.000289723255014,1.000435412238718,1.0005476856445552,1.0006164378303621,1.0006296715340617,1.000573075304611,1.0004294767176296,1.000178187685154,0.9997943684243592,0.9992486976479523]","[0.9979020494219554,0.9979961609001793,0.998116275051044,0.9982556784951159,0.9984099090270571,0.998575734221963,0.9987505175278537,0.9989317913258297,0.9991169410821091,0.9993029465288621,0.9994861466135723,0.9996620043536484,0.9998248498299821,0.9999675756344958,1.0000812485415027,1.0001545813926853,1.0001731743675235,1.0001183727295964,0.9999654719074714,0.9996807657155794,0.9992163993889194,0.9985005053276714,0.9974137275962287]"
1.0_0.2_1.0_2.2_7,"[1.6796394811213977,1.71139969324175,1.7409636614519974,1.7684161999034473,1.7937840418236703,1.8170583507475047,1.8382078503885313,1.8571886443503878,1.868531648258637,1.8727413071196144,1.8761807295060433,1.8788281182263118,1.8809447308911516,1.8821519532749953,1.8828573739305976,1.8829868714818632,1.8824884733286245,1.8911272860543473,1.9010377059780286,1.9100449090206264,1.9140915197088861,1.9093057339754032,1.8947776507146634,1.869211860430867]","[0.9962204531601491,0.9957291775157995,0.995336759025821,0.9949702340096216,0.9946213089729934,0.9942831167413506,0.9939497380871353,0.993616224713871,0.9910185189627012,0.9905983806273995,0.9903184210601508,0.990892987204609,0.9903991053951853,0.9900935386477223,0.9900969121450269,0.9899991619853677,0.9900273668943989,0.9871810973491593,0.9863782300403477,0.985494575799821,0.9844458588333962,0.9830866849565132,0.9813433848199201,0.9790225851443768]","[0.9955786037787636,0.9950915608396863,0.9947016718915199,0.9943387583339732,0.9939965696482704,0.9936693619234924,0.9933514440039644,0.9930373074112718,0.9907072045284964,0.9902897039103503,0.9899964885184517,0.9905453412275685,0.9900488899673506,0.9897179592356167,0.9896989477418217,0.9895709904845311,0.9895607498855146,0.9870996460670438,0.986303523495447,0.9854216396968684,0.9842899532667394,0.9826660317209734,0.9803980416828267,0.9771325280708928]"
1.0_0.2_1.0_2.2_8,"[1.8385087587107616,1.849236247038936,1.8582816797008677,1.8657599946143208,1.871768831034146,1.8763895991507866,1.8796884083329464,1.881716781036335,1.8825121140341416,1.8820978640366888,1.8804834424053536,1.8776638113905144,1.873618790701348,1.868312121811324,1.86170826496616,1.853779402796692,1.8444388996716268,1.8335810071621612,1.8210922620829475,1.8068695126534657,1.794708476132139,1.7982065607859634,1.7976114018603604,1.7921320677573325]","[0.9913010308108576,0.9909967320893477,0.9907039049403554,0.9904158192600407,0.9901267833218025,0.9898316332506243,0.9895253811897955,0.9892029439171847,0.9888589077664462,0.9884873028329928,0.988081368821043,0.987633301214075,0.9871339728396247,0.9865726353262195,0.9860067378810763,0.9853807016504925,0.984649883351313,0.9837951278889794,0.9827956171505406,0.9816297245665213,0.9959035603836149,0.9986078011786266,0.997254022789648,0.995613237653231]","[0.9912707039555506,0.9909598990031997,0.9906592358728298,0.9903619124921988,0.9900620780397025,0.9897543152043687,0.9894332732912655,0.9890933720286347,0.9887285288126176,0.9883318774982025,0.9878954536453807,0.9874098236216893,0.9868636356438859,0.9862430718882728,0.9856012073250139,0.9848766881496436,0.9840164923879937,0.9829893913242697,0.9817573626813415,0.980274524747249,0.9947988313158075,0.9971021500889823,0.9948726518303431,0.9915640654720405]"
1.0_0.2_1.0_2.2_9,"[1.6920311595364395,1.7070196106322395,1.7203251435851605,1.732032372089066,1.7422144209585197,1.7509317995433178,1.7582318787813687,1.7641485962731434,1.768702138049195,1.7718984141171716,1.7737281752884428,1.7741656213408525,1.7731663311675723,1.7706643092642644,1.766567900040054,1.7607543022341845,1.7530625088361336,1.743284953422415,1.7311596487182377,1.716369008264775,1.6985636993880595,1.6781919540540453,1.673597587779497]","[1.0012928000629218,1.0005459396732486,0.9997991819508245,0.9990535528140984,0.9983093693452597,0.9975660678529937,0.9968221134590097,0.9960749192606593,0.9953207355157563,0.9945544817735685,0.9937694974860469,0.9929571837828531,0.9921065031484846,0.9912032972410691,0.9902293814313985,0.9891613911576594,0.9879694218043675,0.986615691131067,0.9850538964911562,0.983230810323424,0.9810927769080647,0.986329710212694,0.9935220246611685]","[1.0011298021373876,1.0003701434069423,0.9996090783484372,0.998847731997366,0.9980862925920891,0.9973239093252136,0.9965586282046853,0.9957873051700923,0.9950054612187073,0.9942070508681334,0.9933841114868233,0.9925262495972899,0.9916199010628041,0.9906472733896883,0.9895848379237691,0.9884011867112266,0.9870540094724297,0.9854859068184663,0.9836188057418777,0.9813469938963685,0.978529104443688,0.98365773880979,0.9899847958559902]"
1.0_0.2_1.0_2.2_10,"[1.7274352112591767,1.7622412152764888,1.7936238869285743,1.8106516940995339,1.822620745952571,1.8335634220288282,1.842844103726038,1.8510267890926302,1.857971820014152,1.8638468323223585,1.8684443609851638,1.8718360027543013,1.874421197446632,1.8755826180768498,1.8757907374767062,1.8746482266090227,1.8723987437191263,1.8688766566251354,1.8639638129377867,1.8576063897506354,1.8498574548233626,1.8436287478403124,1.8484636902507476]","[0.9820993375090934,0.9821304698798013,0.9821427191265009,0.9895243508399874,0.987239056678958,0.9876789728972697,0.9865655845315763,0.9871211717733586,0.985846623928088,0.9856172009669931,0.9828362435943531,0.9845496757517372,0.9820282800400157,0.9839202648104616,0.9822083771288588,0.9793718876074378,0.9772201913812364,0.9759280567751909,0.9745894486232749,0.9724740061296362,0.9697539516139987,0.9804439161226561,0.9817916551888877]","[0.981592911083659,0.9816184749540905,0.981627420385806,0.9893679151032433,0.9870693592759692,0.9875179616206832,0.9863945142751117,0.9869385626982806,0.9856484331427656,0.9853939585169659,0.982575420853626,0.9842518812820907,0.9816881498290619,0.983484186755728,0.9817017714770924,0.9787786657369475,0.9764920582942834,0.9750164404306921,0.9734281677325513,0.9709831934435645,0.9678204854557182,0.9793210329007946,0.9797862979650866]"
