SimulationId,cohesion_degree,average_speed,average_direction
8418.0_1,"[0.452311979469,0.463987597592,0.458529777689,0.454530054461,0.45433643312]","[2.34783414684,2.34170933979,2.33641735317,2.33180793179,2.32496738022]","[2.34763346248,2.34148489782,2.33639254845,2.33163783993,2.32483316073]"
8418.0_2,"[0.452532801278,0.460522566233,0.460358572711,0.455619153399,0.45526994812,0.449216776429]","[2.34830484643,2.34212273984,2.33706313107,2.33258243653,2.32761967142,2.31270745786]","[2.34827604187,2.34207956363,2.33703584864,2.33257019842,2.32755584488,2.31238818347]"
8418.0_3,"[1.33605325757,0.921050256722,0.386212635746,0.532277698626,0.460778192468,0.409653577268]","[2.34985323259,2.34448691523,2.37831525802,2.36314122152,2.34419944977,2.32307154065]","[2.3483832648,2.34248954029,2.34053667962,2.33738859736,2.33404934221,2.31990955505]"
8418.0_4,"[0.461510519066,0.455508394542,0.457181176487,0.457277421541,0.451679685829]","[2.34781930575,2.34129342209,2.33638808499,2.33137051122,2.32354194089]","[2.34725708604,2.34115485293,2.33612255169,2.33133818942,2.32349899302]"
8418.0_5,"[0.470855038714,0.456409518373,0.454861625059,0.460431556305,0.456946555103,0.451021595633]","[2.34815127285,2.34206236369,2.33697746384,2.33289237995,2.32878194213,2.32158812391]","[2.34737456864,2.34148277689,2.33679834093,2.33278135269,2.32873008368,2.32153304162]"
8418.0_6,"[0.460494969867,0.463870434209,0.453745235277,0.455859227195,0.450790064663]","[2.35081143182,2.34403470948,2.33835323535,2.33292672889,2.32053652609]","[2.34992179379,2.34364851315,2.33831850601,2.33285031586,2.32025249787]"
8418.0_7,"[1.05773651858,0.889910727792,0.641086809023,0.444142357382,0.452216385822,0.483738232182]","[2.35172939419,2.34635029314,2.34375992593,2.37883087528,2.34624066676,2.3243994882]","[2.34846192476,2.34364919963,2.34037935035,2.33804501529,2.33205564074,2.31867587859]"
8418.0_8,"[0.462990488113,0.458782204699,0.455810614233,0.45822144692,0.455386728166]","[2.34839586698,2.34208262424,2.33701187302,2.33243865326,2.3268880449]","[2.34833279423,2.34204706242,2.33692883971,2.33238940422,2.32687969845]"
8418.0_9,"[1.35224612151,1.28110191218,1.2019256241,1.10120700251,0.965826172157]","[2.34884168453,2.3426704105,2.33777257544,2.33355508568,2.32949273382]","[2.34682813202,2.34088751737,2.33622100412,2.33241621706,2.32890803597]"
8418.0_10,"[0.505220375373,0.414183096842,0.478696761183,0.470496828549,0.44134939877]","[2.35988469757,2.35184292213,2.34694941153,2.34149949443,2.33414617848]","[2.3563734273,2.35019530081,2.34476626033,2.34001373458,2.33380228234]"
