SimulationId,cohesion_degree,average_speed,average_direction
938.0_1,"[3.5286026465,3.58129699647,3.62687068149,3.66610572863,3.69954777519,3.72757461956,3.75040809981,3.76810827086,3.78054345068,3.78730590908]","[1.38345483572,1.38000902267,1.3769428714,1.37422500187,1.37172266652,1.36920928245,1.36655589643,1.36362994313,1.36024428923,1.35608655177]","[1.38224910842,1.37876227707,1.37564966268,1.3728747241,1.37028798916,1.36764029868,1.36477109062,1.36149881615,1.35754633868,1.35238848122]"
938.0_2,"[3.55412530729,3.61758140324,3.67515445634,3.72769373334,3.7757550247,3.819611093,3.85939300111,3.89516781808,3.92695705445,3.95475649112,3.97855073595]","[1.38609179147,1.38293280117,1.38016881817,1.37768483343,1.37543129024,1.37339556012,1.37139493664,1.36932874741,1.36711483523,1.36465237274,1.36177915199]","[1.38535322003,1.38219736938,1.37946313952,1.37701720002,1.37478871125,1.37274745377,1.37069566353,1.36851273862,1.3660844939,1.3632511841,1.35971037335]"
938.0_3,"[3.78406237475,3.83635778586,3.88331858812,3.92514124171,3.96198885404,3.99401243378,4.02135192558,4.04413073437,4.06245087515,4.07638251702,4.08588897239]","[1.3738762556,1.37150697395,1.36960612284,1.3679213038,1.36631196318,1.36470994768,1.36306306474,1.36131682261,1.35940332121,1.35722291112,1.35457165455]","[1.37301568506,1.37073630805,1.3688852868,1.36720188392,1.36553341348,1.36379377065,1.36190291465,1.35976026175,1.35721510901,1.35399864492,1.34945308483]"
938.0_4,"[3.47711040146,3.54453005476,3.6029475267,3.65316738706,3.69583046002,3.73143204993,3.76031176701,3.78262134881,3.79826729375,3.80680279213]","[1.38450449564,1.3813371512,1.37843616473,1.37575759632,1.37315934063,1.3705298516,1.36775341937,1.36468038508,1.3610915158,1.35662777457]","[1.38374687873,1.38070034493,1.37788092039,1.37523501061,1.37261511746,1.36990371286,1.36697416013,1.36365464703,1.35967969345,1.35458087569]"
938.0_5,"[3.59932106936,3.65068528942,3.69560877254,3.73460705899,3.76802216231,3.79602594938,3.81860916614,3.83554268788,3.84629091085,3.8498303556,3.84424720731,3.82571428168,3.78516087982]","[1.3838144465,1.38057121161,1.37760990455,1.37481898812,1.37209298201,1.3693190281,1.36636059398,1.36303178731,1.35904988125,1.3539358112,1.34677547781,1.33552995218,1.31425312185]","[1.38310006901,1.37995565315,1.37705301067,1.37428007903,1.37152911751,1.36868155307,1.36558877681,1.36204087834,1.35770694418,1.35200497797,1.34377345367,1.33025280779,1.30259843923]"
938.0_6,"[3.265347943,3.31025017212,3.3529414605,3.39343531432,3.43186694863,3.46834793706,3.50224580633,3.53207759374,3.55591563168,3.5705943037,3.56835742951]","[1.37998655183,1.37701254079,1.374226611,1.37147705347,1.36861273778,1.36545036054,1.3617261461,1.3570014427,1.35043447537,1.34006335387,1.31884041753]","[1.37939613338,1.37631054404,1.37338657559,1.37046218525,1.36736641693,1.36388076199,1.35967532061,1.35417289955,1.34619242267,1.33271994814,1.30165139828]"
938.0_7,"[3.63681446669,3.67607966992,3.71354126113,3.74887626241,3.7818945443,3.81241333825,3.84019327663,3.86490500959,3.88612779837,3.90331199987,3.91568410841,3.92180571075]","[1.37300592028,1.37083176284,1.36888783134,1.36707970545,1.36533358684,1.36358419223,1.36182426854,1.36000012344,1.35792838277,1.35543601602,1.35224384893,1.34753672148]","[1.37233618194,1.37010745051,1.36806619321,1.3661159597,1.36417340896,1.36215491133,1.36002228243,1.35767052433,1.35482691546,1.35114445485,1.34593707862,1.33688481051]"
938.0_8,"[3.54676226282,3.60196011092,3.64999664171,3.69146024691,3.72683612239,3.75647022388,3.78057093543,3.79920841673,3.81229633505,3.81953254593,3.82016373356]","[1.38426699219,1.38104304572,1.37809853257,1.37535070013,1.37272172063,1.37013095457,1.36748841826,1.36468473226,1.36157200099,1.35791733859,1.35320095781]","[1.38290986689,1.3798381125,1.37699546891,1.37427824156,1.37159283218,1.36884013176,1.36589939494,1.3626034903,1.35868851044,1.35365728427,1.34615915042]"
938.0_9,"[3.6124764625,3.66247461961,3.70939469913,3.75324973236,3.79405729619,3.83181473641,3.86653216986,3.89823971643,3.92697411537,3.95274868535,3.9754167148,3.99377185887]","[1.37798489956,1.37554023772,1.37339459462,1.37146008889,1.36971128107,1.36814180596,1.36664939423,1.36518079044,1.36369366848,1.36213182922,1.36037842641,1.35781137354]","[1.3775858014,1.37503111185,1.37273278461,1.3705906852,1.36856063969,1.36660924762,1.36459639388,1.36241269059,1.35992716823,1.35692325253,1.35289970094,1.34529935874]"
938.0_10,"[3.8142803004,3.86525662789,3.91065379507,3.9510096029,3.9866145959,4.01758344224,4.04388011203,4.06531053313,4.08148274209,4.09171762147,4.09485075725]","[1.37995167867,1.37712522896,1.37461011283,1.37229301356,1.37007860284,1.36787645738,1.36558840704,1.36309217219,1.36021474375,1.35668078116,1.35198455258]","[1.37888471181,1.37620340866,1.37377859093,1.37149967186,1.36927181912,1.36700117495,1.3645802572,1.36186817172,1.35865641654,1.35459622682,1.34896441067]"
