SimulationId,cohesion_degree,average_speed,average_direction
7589.0_1,[0.703819805456],[3.01830410688],[3.01815760849]
7589.0_2,"[0.689418054873,0.687289160681]","[3.01982824526,3.00841663258]","[3.01949365082,3.00690537914]"
7589.0_3,[1.97246771087],[3.02321037772],[3.02239133099]
7589.0_4,[0.703621829223],[3.01786524968],[3.01774218726]
7589.0_5,"[0.709992519213,0.698363065556]","[3.02136179484,3.01203411384]","[3.02064006671,3.01082979831]"
7589.0_6,[0.700604868558],[3.01726555827],[3.01704118214]
7589.0_7,[1.32422966718],[3.02249088549],[3.02051217214]
7589.0_8,"[0.708734094218,0.691798521383]","[3.01973554688,3.00396279267]","[3.0196820967,3.0031867359]"
7589.0_9,[1.45665674322],[3.02252088105],[3.02003943007]
7589.0_10,[1.11108582279],[3.02576108029],[3.0242637097]
