SimulationId,cohesion_degree,average_speed,average_direction
7438.0_1,[3.59389805785],[2.59518519401],[2.58767695729]
7438.0_2,[3.73723250877],[2.60853881518],[2.60563551618]
7438.0_3,"[3.89366502111,3.90125519107]","[2.59280593593,2.58280004509]","[2.5875572932,2.57073832814]"
7438.0_4,[3.58332320381],[2.59702483349],[2.59322311815]
7438.0_5,"[3.67070983534,3.65928448058,3.59547632058]","[2.5949448779,2.57408924849,2.51493298718]","[2.59116136047,2.5662871707,2.48623227716]"
7438.0_6,"[3.33077506322,3.31990770679]","[2.57770806686,2.51334779775]","[2.56553841552,2.46720841155]"
7438.0_7,"[3.71085643841,3.71608284391]","[2.5893708945,2.57832777816]","[2.58224511627,2.56408045299]"
7438.0_8,"[3.60594185329,3.59927145645]","[2.59813771648,2.58233984451]","[2.59072339929,2.5660237648]"
7438.0_9,"[3.72626944379,3.75126315897]","[2.59969288078,2.59254720705]","[2.59175201496,2.5769056922]"
7438.0_10,[3.88672338155],[2.59439854493],[2.58974570905]
