SimulationId,cohesion_degree,average_speed,average_direction
7046.0_1,"[0.984241454514,0.966853101327,0.96414833532,0.962062580646,0.945493763885]","[2.29912889902,2.29158355783,2.28490008141,2.27801636871,2.2677046824]","[2.29905827199,2.29150185285,2.28480946575,2.27779524983,2.26704571936]"
7046.0_2,"[0.924617623545,0.918880910981,0.919591363281,0.916266350971,0.908213645524,0.898222588462]","[2.29985685094,2.29227201789,2.28569934273,2.27939832124,2.27171226474,2.25640863656]","[2.29983339832,2.29225960976,2.28568235525,2.27927548407,2.27137785685,2.25503890257]"
7046.0_3,"[0.933420156926,0.956569464191,0.960759709397,0.948830040563,0.947218897056,0.943008930609]","[2.30063830183,2.29330468927,2.28724703277,2.28171971316,2.27499148665,2.2616310302]","[2.30046538208,2.29328621416,2.2870412152,2.28121946759,2.27432957764,2.25993631103]"
7046.0_4,"[0.978708232069,0.966907392728,0.965014035613,0.959726058484,0.942190541032]","[2.29910198537,2.2914808823,2.28470568659,2.27763051828,2.26655838814]","[2.29899988035,2.29138541631,2.28459466179,2.27737634918,2.2658433853]"
7046.0_5,"[0.999478695687,0.971088545126,0.964926495,0.971349911891,0.962152803059,0.939364344011]","[2.29953201314,2.2922165169,2.28601695299,2.28028615292,2.27383677273,2.26224262389]","[2.29942878149,2.29212041425,2.2859848648,2.28023059474,2.2736170652,2.26165048101]"
7046.0_6,"[0.983353911289,0.961349974862,0.962935895667,0.959128966753,0.932387478308]","[2.29884349216,2.2909937787,2.28384828529,2.27563222574,2.25851670905]","[2.29864153829,2.29090858981,2.28378429504,2.27532845763,2.25726478661]"
7046.0_7,"[0.97992473677,0.973486590089,0.97949140943,0.976371769192,0.962005827901,0.94032217802]","[2.30060279401,2.29316977639,2.28696615299,2.28116616464,2.27446069693,2.26166456234]","[2.30006295491,2.29295002526,2.2868346008,2.2810680798,2.27428009579,2.2609147157]"
7046.0_8,"[0.97490274753,0.969906017193,0.972131811859,0.964239736631,0.94796054702]","[2.29979711094,2.29222323634,2.28564605754,2.27916145192,2.27055088725]","[2.29974227041,2.29220842519,2.28561876183,2.27902713526,2.27016288791]"
7046.0_9,"[0.926987161911,0.900383925052,0.92646274163,0.935717962462,0.917880487792,0.908312396457]","[2.2999090375,2.29143531248,2.28534563004,2.27949966599,2.27310195243,2.2621134451]","[2.2984672524,2.29135137318,2.28529462248,2.27939981322,2.27265604994,2.26115433143]"
7046.0_10,"[0.985667071011,0.980018574853,0.973814473428,0.965719836237,0.950528902022,0.916597076363]","[2.30118473489,2.29399057967,2.28762390148,2.28111204336,2.27174708577,2.23738488394]","[2.30099188619,2.29390821931,2.28759599202,2.28100078461,2.27127431388,2.2340466382]"
