SimulationId,cohesion_degree,average_speed,average_direction
7742.0_1,"[0.027998897835,0.0278014155842,0.0280446587986]","[2.7724167689,2.76968127796,2.76634552042]","[2.77220068979,2.76887257372,2.76623301608]"
7742.0_2,"[0.0278834815001,0.0280258253052,0.0278743825472]","[2.77111470499,2.76762119341,2.76522461045]","[2.77034992732,2.76731606057,2.76498514838]"
7742.0_3,"[1.04790444449,0.59060400938,0.119017667834]","[2.7746959874,2.77393571797,2.77726899428]","[2.77383376786,2.77343819292,2.77655222714]"
7742.0_4,"[0.028261379415,0.0280196692391,0.0279244616395]","[2.77182596228,2.76866942426,2.76635600306]","[2.7712427054,2.7681677674,2.76570809174]"
7742.0_5,"[0.0286508895775,0.0283435327834,0.0278552655001,0.0278562604239]","[2.77626469314,2.77297513668,2.77056009416,2.76809639952]","[2.77618353615,2.77256981322,2.76967294524,2.76729820901]"
7742.0_6,"[0.0282859689427,0.0280091077066]","[2.77798174096,2.773683358]","[2.77689086962,2.77317299109]"
7742.0_7,"[0.756600277833,0.491160259506,0.0517145828003]","[2.7793412803,2.77578179691,2.77396796003]","[2.77650715508,2.77448718939,2.773589398]"
7742.0_8,"[0.0279152902353,0.0277994738944,0.0278440496652]","[2.77276592999,2.76944879087,2.76703176872]","[2.77235409237,2.7689651308,2.76628108836]"
7742.0_9,"[1.1520293741,1.04623390068,0.914525510404]","[2.76986529929,2.76706145511,2.76439288939]","[2.76778176019,2.76505695946,2.7636573484]"
7742.0_10,"[0.0279860716305,0.0292060548927,0.0296903700543]","[2.78989135217,2.78458473906,2.77960066419]","[2.78783929825,2.78325232479,2.77930906192]"
