SimulationId,cohesion_degree,average_speed,average_direction
9782.0_1,"[5.20426248029,5.30110908032,5.38140658827,5.44911728112,5.50978073312,5.56713404427,5.62223465827,5.67460171708,5.72347483204,5.76834295423,5.80883110339,5.84405496599]","[1.16532561613,1.1567697559,1.15017916699,1.14544493405,1.14153331102,1.13788433693,1.13440401973,1.13101020373,1.12757716086,1.12395287118,1.11990772655,1.11476251458]","[1.16130802772,1.15494571322,1.14957235288,1.14502573818,1.14099428999,1.13721146155,1.13352627622,1.12981823045,1.12594107534,1.12167238568,1.11656773358,1.1090122388]"
9782.0_2,"[5.06849580942,5.13429647028,5.19421530467,5.24985092226,5.30270461404,5.35336493605,5.40218016488,5.44889079784,5.49356376637,5.53638803719,5.57736372307,5.61617521202]","[1.20207212772,1.22544106913,1.15011399102,1.20804627085,1.19696097076,1.18721139735,1.1360946997,1.19410995973,1.1977498077,1.1503115444,1.13621574978,1.18855623067]","[1.1614112938,1.1550509042,1.1497749374,1.1453616136,1.14158472533,1.13826006176,1.13525080457,1.13245143019,1.12977304135,1.12712777318,1.12440585061,1.12139200256]"
9782.0_3,"[5.38822861985,5.47893307576,5.56672721901,5.64908814422,5.724876223,5.79447190416,5.8588431597,5.91878364033,5.97465719349,6.02645370203,6.07387734289,6.11624875734,6.15166726326]","[1.14959725439,1.14501974651,1.14115394329,1.13777391308,1.13474756854,1.13196482277,1.12932909095,1.126759476,1.12417844709,1.12149604799,1.11858282195,1.11517545858,1.11023596079]","[1.14884635015,1.14449253862,1.14071465496,1.13734575667,1.13425932884,1.13134940082,1.12851521816,1.12564921147,1.12262170211,1.11925072835,1.1152253321,1.1098432038,1.10044991568]"
9782.0_4,"[5.17020921545,5.2537575683,5.33377675223,5.40755044361,5.47506550051,5.5375893423,5.59630357634,5.65178414201,5.70408263451,5.75295491295,5.79795979971]","[1.1620667632,1.15610814842,1.15106471556,1.14667833787,1.1427602028,1.13915494651,1.13573872236,1.13240117966,1.12902695447,1.12547749605,1.12154259316]","[1.1618969831,1.15605305981,1.15101186939,1.14657654312,1.14258625612,1.13890095032,1.13538990755,1.13192219838,1.12835218435,1.12448610437,1.11996406895]"
9782.0_5,"[4.91902321219,4.98662476283,5.05249134294,5.11550305124,5.17473506525,5.23014355046,5.28185334511,5.33031792242,5.37537766013,5.41658692817,5.45321280951,5.48443381105,5.5086292495,5.52298692584,5.52163630351]","[1.20994265457,1.1536902264,1.20605871341,1.19583527902,1.21822704536,1.13387698669,1.19648659611,1.19067910157,1.1774562201,1.12210943724,1.18877499605,1.18351358395,1.12669042452,1.1186632543,1.16211405042]","[1.15635174288,1.1504404915,1.14542064675,1.14103860684,1.13709591271,1.13343264271,1.12990788023,1.12638194335,1.12269822984,1.11865821542,1.11397868682,1.10820408262,1.10049015386,1.08892800081,1.06746423035]"
9782.0_6,"[4.86709067797,4.97911625676,5.08278253186,5.17888151244,5.26796972963,5.35045734735,5.42650428915,5.49590573869,5.5579838345,5.61138077584,5.6535283429,5.67911294511,5.67437941573,5.59560040815,5.39173680545,5.11230960153,4.82244437414,4.55669959667,4.31592126445,4.08969752628,3.87601117826,3.68129763189,3.51490265048,3.38565087183]","[1.16018930611,1.15415608498,1.14888333066,1.14407777355,1.13950422284,1.13494828655,1.13017306516,1.12487758676,1.1186236747,1.11068370378,1.09964335207,1.08202408422,1.04545962281,0.941544255653,0.767544436357,0.72284265025,0.688105760894,0.645078518024,0.599362305049,0.551861452625,0.508851499591,0.474034285981,0.448504802525,0.429752043043]","[1.15996109815,1.15400933761,1.1487134835,1.14385097341,1.13920435903,1.13454421023,1.12959911882,1.1240035548,1.11719354895,1.10817061774,1.09486882145,1.07199868187,1.02126186765,0.888347975642,0.737319954781,0.659947411824,0.623000890485,0.605255952693,0.579004527383,0.541423239008,0.501348951652,0.46433722622,0.432935426282,0.407686418946]"
9782.0_7,"[5.1423196482,5.25463740798,5.36001345553,5.4582891992,5.55017144757,5.63608196814,5.71586420744,5.78903649321,5.85507194686,5.91352685774,5.96401851241,6.00601317464,6.03816853146,6.05561262808]","[1.15215804334,1.14791620129,1.14407955225,1.14054207235,1.13718935296,1.13392438525,1.13066802592,1.12735503384,1.12392718571,1.12030944568,1.11636084905,1.11177931961,1.10579328597,1.09480578685]","[1.14905078059,1.14457891285,1.14073918858,1.13729180676,1.13407084524,1.1309556855,1.12783604621,1.124590656,1.12106928285,1.11705944362,1.11221164575,1.10584101841,1.09619991099,1.07560619691]"
9782.0_8,"[5.23967242121,5.30932414377,5.38143318558,5.45282638942,5.5207724746,5.58415819556,5.64303602085,5.69784225927,5.74886959905,5.79605152084,5.83887220363,5.87607241953,5.9035536692]","[1.16181378583,1.15532121501,1.14990685143,1.14525778392,1.1411349778,1.13737285326,1.13383165945,1.13038545497,1.12691025577,1.12325787424,1.11919724172,1.11418516744,1.10491498275]","[1.16120042524,1.15495325221,1.14960034878,1.14489721157,1.14064599266,1.13668578103,1.13287074335,1.12904696622,1.1250251683,1.12052965336,1.11505879455,1.10732252141,1.09009400148]"
9782.0_9,"[5.23457732083,5.34608172872,5.45064410878,5.54808524015,5.63796132306,5.72017017906,5.79495871076,5.86265775167,5.92342895313,5.97711225405,6.02310001908,6.06005821486,6.08502271267,6.08926738734]","[1.15815138589,1.15300679785,1.14845891601,1.14434446434,1.14052434257,1.13689987139,1.13338756545,1.12990089651,1.12633769649,1.12256277734,1.11837329049,1.11339599239,1.10665084252,1.0931894597]","[1.15664917603,1.15164526612,1.14723580846,1.14327298967,1.13959782835,1.13606825668,1.13255476064,1.12892101739,1.12499542303,1.12052539779,1.11508141581,1.10779249199,1.09634802945,1.07043103577]"
9782.0_10,"[5.44062244515,5.53048109151,5.61390397768,5.69163487133,5.76326615793,5.82869660083,5.88837746274,5.9429980735,5.99315294417,6.0391844022,6.08115552126,6.11883499805]","[1.1560443407,1.15051170277,1.14575752063,1.14162710903,1.13797341708,1.13468329785,1.1316565772,1.12879077593,1.12597548513,1.12308839591,1.11998713507,1.11648485636]","[1.15420977418,1.14906604818,1.14467428329,1.14079347768,1.13727214623,1.13401145377,1.13093053983,1.12794581962,1.12496097436,1.12185845675,1.1184813149,1.11456591607]"
