SimulationId,cohesion_degree,average_speed,average_direction
9134.0_1,[3.76817576578],[3.01340396077],[3.004748962]
9134.0_2,[3.86133103448],[3.02818126229],[3.02573532259]
9134.0_3,[4.0741998206],[3.0138729136],[3.00878858384]
9134.0_4,[3.71022433037],[3.01370946479],[3.00918054531]
9134.0_5,[3.82527296639],[2.98725420577],[2.9750104878]
9134.0_6,[3.47811358626],[2.99428816064],[2.97813191998]
9134.0_7,[3.88973284724],[2.98562377388],[2.96583039735]
9134.0_8,[3.72108122251],[3.01352518917],[3.00516830501]
9134.0_9,[3.91762530551],[3.00022385111],[2.98123721072]
9134.0_10,[4.05095450514],[3.01314846289],[3.00654038849]
