SimulationId,Naverage,Taverage,Bottleneck
351029_1,2,13,[]
351029_2,2,4,[]
351029_3,2,22,[]
351029_4,2,8,[]
351029_5,2,22,[]
351029_6,2,5,[]
351029_7,2,4,[]
351029_8,2,13,[]
351029_9,2,20,[]
351029_10,2,24,[]
351029_11,2,4,[]
351029_12,2,5,[]
351029_13,2,8,[]
351029_14,2,6,[]
351029_15,2,7,[]
351029_16,2,13,[]
351029_17,2,22,[]
351029_18,2,9,[]
351029_19,2,18,[]
351029_20,2,6,[]
351029_21,2,11,[]
351029_22,2,23,[]
351029_23,2,7,[]
351029_24,2,6,[]
351029_25,2,10,[]
351029_26,2,8,[]
351029_27,2,24,[]
351029_28,2,7,[]
351029_29,2,8,[]
351029_30,2,11,[]
351029_31,2,8,[]
351029_32,2,15,[]
351029_33,2,8,[]
351029_34,2,14,[]
351029_35,2,7,[]
351029_36,2,19,[]
351029_37,2,20,[]
351029_38,2,9,[]
351029_39,2,19,[]
351029_40,2,24,[]
351029_41,2,6,[]
351029_42,2,14,[]
351029_43,2,10,[]
351029_44,2,15,[]
351029_45,2,12,[]
351029_46,2,7,[]
351029_47,2,8,[]
351029_48,2,10,[]
351029_49,2,11,[]
351029_50,2,13,[]
