SimulationId,Naverage,Taverage,Bottleneck
473954_1,0,0,"[{""initial_position"": -26.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": 0.5306898660968855, ""velocity"": 5.440092820663267e-15, ""id"": 1.0, ""force_unit"": 2.0, ""distance_travelled"": 1.463362332621107, ""interaction_force_tracking"": -0.5306898660968801, ""position"": -0.6633623326211069}, {""initial_position"": 14.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": -0.5306898660968747, ""velocity"": 5.329070518200751e-15, ""id"": 2.0, ""force_unit"": 2.0, ""distance_travelled"": 0.1366376673789067, ""interaction_force_tracking"": 0.5306898660968801, ""position"": 0.6633623326210933}]"
473954_2,0,0,"[{""initial_position"": -16.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": 0.5306898660968855, ""velocity"": 5.440092820663267e-15, ""id"": 1.0, ""force_unit"": 2.0, ""distance_travelled"": 1.463362332621107, ""interaction_force_tracking"": -0.5306898660968801, ""position"": -0.6633623326211069}, {""initial_position"": 7.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": -0.5306898660968747, ""velocity"": 5.329070518200751e-15, ""id"": 2.0, ""force_unit"": 2.0, ""distance_travelled"": 0.1366376673789067, ""interaction_force_tracking"": 0.5306898660968801, ""position"": 0.6633623326210933}]"
473954_3,0,0,"[{""initial_position"": -21.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": 0.5306898660968855, ""velocity"": 5.440092820663267e-15, ""id"": 1.0, ""force_unit"": 2.0, ""distance_travelled"": 1.463362332621107, ""interaction_force_tracking"": -0.5306898660968801, ""position"": -0.6633623326211069}, {""initial_position"": 10.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": -0.5306898660968747, ""velocity"": 5.329070518200751e-15, ""id"": 2.0, ""force_unit"": 2.0, ""distance_travelled"": 0.1366376673789067, ""interaction_force_tracking"": 0.5306898660968801, ""position"": 0.6633623326210933}]"
473954_4,0,0,"[{""initial_position"": -4.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": 0.5306898660968747, ""velocity"": -5.329070518200751e-15, ""id"": 1.0, ""force_unit"": 2.0, ""distance_travelled"": 1.4633623326210934, ""interaction_force_tracking"": -0.5306898660968801, ""position"": -0.6633623326210933}, {""initial_position"": 20.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": -0.5306898660968855, ""velocity"": -5.440092820663267e-15, ""id"": 2.0, ""force_unit"": 2.0, ""distance_travelled"": 0.13663766737889316, ""interaction_force_tracking"": 0.5306898660968801, ""position"": 0.6633623326211069}]"
473954_5,0,0,"[{""initial_position"": -22.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": 0.5306898660968855, ""velocity"": 5.440092820663267e-15, ""id"": 1.0, ""force_unit"": 2.0, ""distance_travelled"": 1.463362332621107, ""interaction_force_tracking"": -0.5306898660968801, ""position"": -0.6633623326211069}, {""initial_position"": 11.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": -0.5306898660968747, ""velocity"": 5.329070518200751e-15, ""id"": 2.0, ""force_unit"": 2.0, ""distance_travelled"": 0.1366376673789067, ""interaction_force_tracking"": 0.5306898660968801, ""position"": 0.6633623326210933}]"
473954_6,0,0,"[{""initial_position"": -27.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": 0.5306898660968747, ""velocity"": -5.329070518200751e-15, ""id"": 1.0, ""force_unit"": 2.0, ""distance_travelled"": 1.4633623326210934, ""interaction_force_tracking"": -0.5306898660968801, ""position"": -0.6633623326210933}, {""initial_position"": 28.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": -0.5306898660968855, ""velocity"": -5.440092820663267e-15, ""id"": 2.0, ""force_unit"": 2.0, ""distance_travelled"": 0.13663766737889316, ""interaction_force_tracking"": 0.5306898660968801, ""position"": 0.6633623326211069}]"
473954_7,0,0,"[{""initial_position"": -5.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": 0.5306898660968747, ""velocity"": -5.329070518200751e-15, ""id"": 1.0, ""force_unit"": 2.0, ""distance_travelled"": 1.4633623326210934, ""interaction_force_tracking"": -0.5306898660968801, ""position"": -0.6633623326210933}, {""initial_position"": 15.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": -0.5306898660968855, ""velocity"": -5.440092820663267e-15, ""id"": 2.0, ""force_unit"": 2.0, ""distance_travelled"": 0.13663766737889316, ""interaction_force_tracking"": 0.5306898660968801, ""position"": 0.6633623326211069}]"
473954_8,0,0,"[{""initial_position"": -7.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": 0.5306898660968747, ""velocity"": -5.329070518200751e-15, ""id"": 1.0, ""force_unit"": 2.0, ""distance_travelled"": 1.4633623326210934, ""interaction_force_tracking"": -0.5306898660968801, ""position"": -0.6633623326210933}, {""initial_position"": 19.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": -0.5306898660968855, ""velocity"": -5.440092820663267e-15, ""id"": 2.0, ""force_unit"": 2.0, ""distance_travelled"": 0.13663766737889316, ""interaction_force_tracking"": 0.5306898660968801, ""position"": 0.6633623326211069}]"
473954_9,0,0,"[{""initial_position"": -10.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": 0.5306898660968855, ""velocity"": 5.440092820663267e-15, ""id"": 1.0, ""force_unit"": 2.0, ""distance_travelled"": 1.463362332621107, ""interaction_force_tracking"": -0.5306898660968801, ""position"": -0.6633623326211069}, {""initial_position"": 8.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": -0.5306898660968747, ""velocity"": 5.329070518200751e-15, ""id"": 2.0, ""force_unit"": 2.0, ""distance_travelled"": 0.1366376673789067, ""interaction_force_tracking"": 0.5306898660968801, ""position"": 0.6633623326210933}]"
473954_10,0,0,"[{""initial_position"": -30.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": 0.5306898660968855, ""velocity"": 5.440092820663267e-15, ""id"": 1.0, ""force_unit"": 2.0, ""distance_travelled"": 1.463362332621107, ""interaction_force_tracking"": -0.5306898660968801, ""position"": -0.6633623326211069}, {""initial_position"": 2.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": -0.5306898660968747, ""velocity"": 5.329070518200751e-15, ""id"": 2.0, ""force_unit"": 2.0, ""distance_travelled"": 0.1366376673789067, ""interaction_force_tracking"": 0.5306898660968801, ""position"": 0.6633623326210933}]"
