SimulationId,Naverage,Taverage,Bottleneck
646026_1,2,23,[]
646026_2,2,6,[]
646026_3,2,8,[]
646026_4,2,16,[]
646026_5,2,23,[]
646026_6,2,19,[]
646026_7,2,9,[]
646026_8,2,22,[]
646026_9,2,13,[]
646026_10,2,14,[]
646026_11,2,7,[]
646026_12,2,16,[]
646026_13,2,23,[]
646026_14,2,22,[]
646026_15,2,15,[]
646026_16,2,13,[]
646026_17,2,18,[]
646026_18,2,19,[]
646026_19,2,15,[]
646026_20,2,4,[]
646026_21,2,22,[]
646026_22,2,10,[]
646026_23,2,7,[]
646026_24,2,24,[]
646026_25,2,16,[]
646026_26,2,20,[]
646026_27,2,7,[]
646026_28,2,14,[]
646026_29,2,14,[]
646026_30,2,11,[]
646026_31,2,6,[]
646026_32,2,10,[]
646026_33,2,20,[]
646026_34,2,22,[]
646026_35,2,13,[]
646026_36,2,11,[]
646026_37,2,14,[]
646026_38,2,16,[]
646026_39,2,11,[]
646026_40,2,9,[]
646026_41,2,9,[]
646026_42,2,14,[]
646026_43,2,20,[]
646026_44,2,23,[]
646026_45,2,4,[]
646026_46,2,24,[]
646026_47,2,12,[]
646026_48,2,18,[]
646026_49,2,24,[]
646026_50,2,16,[]
