SimulationId,Naverage,Taverage,Bottleneck
722027_1,2,23,[]
722027_2,2,26,[]
722027_3,2,20,[]
722027_4,2,23,[]
722027_5,2,14,[]
722027_6,2,11,[]
722027_7,2,18,[]
722027_8,2,23,[]
722027_9,2,10,[]
722027_10,2,22,[]
722027_11,2,18,[]
722027_12,2,13,[]
722027_13,2,19,[]
722027_14,2,25,[]
722027_15,2,10,[]
722027_16,2,20,[]
722027_17,2,10,[]
722027_18,2,22,[]
722027_19,2,8,[]
722027_20,2,20,[]
722027_21,2,19,[]
722027_22,2,24,[]
722027_23,2,8,[]
722027_24,2,15,[]
722027_25,2,18,[]
722027_26,2,15,[]
722027_27,2,8,[]
722027_28,2,24,[]
722027_29,2,20,[]
722027_30,2,18,[]
722027_31,2,16,[]
722027_32,2,19,[]
722027_33,2,22,[]
722027_34,2,23,[]
722027_35,2,22,[]
722027_36,2,23,[]
722027_37,2,16,[]
722027_38,2,20,[]
722027_39,2,23,[]
722027_40,2,23,[]
722027_41,2,12,[]
722027_42,2,18,[]
722027_43,2,22,[]
722027_44,2,16,[]
722027_45,2,16,[]
722027_46,2,19,[]
722027_47,2,19,[]
722027_48,2,13,[]
722027_49,2,25,[]
722027_50,2,22,[]
