SimulationId,Naverage,Taverage,Bottleneck
727551_1,2,20,[]
727551_2,2,8,[]
727551_3,2,14,[]
727551_4,2,24,[]
727551_5,2,20,[]
727551_6,2,10,[]
727551_7,2,16,[]
727551_8,2,5,[]
727551_9,2,8,[]
727551_10,2,16,[]
727551_11,2,19,[]
727551_12,2,15,[]
727551_13,2,15,[]
727551_14,2,13,[]
727551_15,2,8,[]
727551_16,2,10,[]
727551_17,2,8,[]
727551_18,2,10,[]
727551_19,2,7,[]
727551_20,2,22,[]
727551_21,2,10,[]
727551_22,2,23,[]
727551_23,2,15,[]
727551_24,2,10,[]
727551_25,2,9,[]
727551_26,2,10,[]
727551_27,2,13,[]
727551_28,2,15,[]
727551_29,2,15,[]
727551_30,2,5,[]
727551_31,2,7,[]
727551_32,2,9,[]
727551_33,2,12,[]
727551_34,2,13,[]
727551_35,2,6,[]
727551_36,2,13,[]
727551_37,2,10,[]
727551_38,2,12,[]
727551_39,2,16,[]
727551_40,2,20,[]
727551_41,2,18,[]
727551_42,2,12,[]
727551_43,2,12,[]
727551_44,2,23,[]
727551_45,2,10,[]
727551_46,2,20,[]
727551_47,2,19,[]
727551_48,2,10,[]
727551_49,2,12,[]
727551_50,2,22,[]
