SimulationId,Naverage,Taverage,Bottleneck
393176_1,2,23,[]
393176_2,2,11,[]
393176_3,2,5,[]
393176_4,2,7,[]
393176_5,2,24,[]
393176_6,2,24,[]
393176_7,2,19,[]
393176_8,2,22,[]
393176_9,2,12,[]
393176_10,2,18,[]
393176_11,2,6,[]
393176_12,2,12,[]
393176_13,2,15,[]
393176_14,2,8,[]
393176_15,2,18,[]
393176_16,2,8,[]
393176_17,2,13,[]
393176_18,2,11,[]
393176_19,2,15,[]
393176_20,2,7,[]
393176_21,2,8,[]
393176_22,2,20,[]
393176_23,2,10,[]
393176_24,2,24,[]
393176_25,2,19,[]
393176_26,2,23,[]
393176_27,2,3,[]
393176_28,2,15,[]
393176_29,2,12,[]
393176_30,2,6,[]
393176_31,2,18,[]
393176_32,2,9,[]
393176_33,2,18,[]
393176_34,2,6,[]
393176_35,2,16,[]
393176_36,2,9,[]
393176_37,2,11,[]
393176_38,2,8,[]
393176_39,2,22,[]
393176_40,2,14,[]
393176_41,2,10,[]
393176_42,2,8,[]
393176_43,2,16,[]
393176_44,2,7,[]
393176_45,2,20,[]
393176_46,2,16,[]
393176_47,2,8,[]
393176_48,2,10,[]
393176_49,2,18,[]
393176_50,2,8,[]
