SimulationId,Naverage,Taverage,Bottleneck
774374_1,2,16,[]
774374_2,2,19,[]
774374_3,0,0,"[{""id"": 1.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": 0.8, ""interaction_force_tracking"": -2.7529151630814472, ""velocity"": 0.0, ""position"": -0.40380707406073235, ""force_unit"": 6.0, ""initial_position"": -14.0, ""distance_travelled"": 13.596192925939267, ""initial_desired_velocity"": 0.8, ""acceleration"": -1.9529151630814472}, {""id"": 2.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": -0.8, ""interaction_force_tracking"": 0.9176383876938158, ""velocity"": 0.0, ""position"": 0.3752919856526039, ""force_unit"": 2.0, ""initial_position"": 15.0, ""distance_travelled"": 14.624708014347396, ""initial_desired_velocity"": 0.8, ""acceleration"": 0.11763838769381574}]"
774374_4,2,18,[]
774374_5,2,15,[]
774374_6,2,25,[]
774374_7,2,7,[]
774374_8,2,25,[]
774374_9,2,15,[]
774374_10,2,20,[]
774374_11,2,20,[]
774374_12,2,15,[]
774374_13,2,22,[]
774374_14,2,20,[]
774374_15,2,18,[]
774374_16,2,24,[]
774374_17,2,16,[]
774374_18,2,15,[]
774374_19,2,24,[]
774374_20,2,12,[]
774374_21,2,15,[]
774374_22,2,19,[]
774374_23,2,21,[]
774374_24,2,23,[]
774374_25,2,24,[]
774374_26,2,17,[]
774374_27,2,24,[]
774374_28,2,24,[]
774374_29,2,19,[]
774374_30,2,13,[]
774374_31,2,25,[]
774374_32,2,20,[]
774374_33,2,23,[]
774374_34,2,10,[]
774374_35,2,7,[]
774374_36,2,18,[]
774374_37,2,24,[]
774374_38,2,7,[]
774374_39,2,20,[]
774374_40,2,18,[]
774374_41,2,24,[]
774374_42,2,8,[]
774374_43,2,9,[]
774374_44,2,14,[]
774374_45,2,11,[]
774374_46,2,22,[]
774374_47,2,22,[]
774374_48,0,0,"[{""id"": 1.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": 0.8, ""interaction_force_tracking"": -2.7529095624750273, ""velocity"": 0.0, ""position"": -0.40381461151503295, ""force_unit"": 6.0, ""initial_position"": -9.0, ""distance_travelled"": 8.596185388484967, ""initial_desired_velocity"": 0.8, ""acceleration"": -1.9529095624750272}, {""id"": 2.0, ""time_travelled"": 50.00999999999862, ""desired_force_tracking"": -0.8, ""interaction_force_tracking"": 0.9176365208250091, ""velocity"": 0.0, ""position"": 0.3752864826279117, ""force_unit"": 2.0, ""initial_position"": 10.0, ""distance_travelled"": 9.624713517372088, ""initial_desired_velocity"": 0.8, ""acceleration"": 0.11763652082500908}]"
774374_49,2,15,[]
774374_50,2,23,[]
