SimulationId,Naverage,Taverage,Bottleneck
726257_1,2,18,[]
726257_2,2,12,[]
726257_3,2,24,[]
726257_4,2,9,[]
726257_5,2,23,[]
726257_6,2,13,[]
726257_7,2,10,[]
726257_8,2,20,[]
726257_9,2,16,[]
726257_10,2,24,[]
726257_11,2,9,[]
726257_12,2,24,[]
726257_13,2,12,[]
726257_14,2,22,[]
726257_15,2,23,[]
726257_16,2,9,[]
726257_17,2,9,[]
726257_18,2,23,[]
726257_19,2,5,[]
726257_20,2,9,[]
726257_21,2,13,[]
726257_22,2,22,[]
726257_23,2,7,[]
726257_24,2,24,[]
726257_25,2,11,[]
726257_26,2,16,[]
726257_27,2,16,[]
726257_28,2,19,[]
726257_29,2,10,[]
726257_30,2,11,[]
726257_31,2,16,[]
726257_32,2,22,[]
726257_33,2,16,[]
726257_34,2,22,[]
726257_35,2,22,[]
726257_36,2,19,[]
726257_37,2,11,[]
726257_38,2,9,[]
726257_39,2,14,[]
726257_40,2,15,[]
726257_41,2,19,[]
726257_42,2,15,[]
726257_43,2,7,[]
726257_44,2,12,[]
726257_45,2,20,[]
726257_46,2,11,[]
726257_47,2,5,[]
726257_48,2,20,[]
726257_49,2,5,[]
726257_50,2,23,[]
