SimulationId,Naverage,Taverage,Bottleneck
764278_1,0,0,"[{""initial_position"": -12.0, ""velocity"": -2.4424906541753444e-15, ""distance_travelled"": 4.4508129524488895, ""desired_force_tracking"": 1.803251809795557, ""force_unit"": 6.0, ""time_travelled"": 50.00999999999862, ""id"": 1.0, ""position"": -0.45081295244888925, ""interaction_force_tracking"": -1.8032518097955594}, {""initial_position"": 2.0, ""velocity"": -5.440092820663267e-15, ""distance_travelled"": 0.04864507925184358, ""desired_force_tracking"": -0.6010839365985252, ""force_unit"": 2.0, ""time_travelled"": 50.00999999999862, ""id"": 2.0, ""position"": 0.7513549207481565, ""interaction_force_tracking"": 0.6010839365985198}]"
764278_2,2,5,[]
764278_3,2,5,[]
764278_4,2,5,[]
764278_5,2,6,[]
764278_6,2,5,[]
764278_7,2,5,[]
764278_8,2,6,[]
764278_9,2,4,[]
764278_10,2,6,[]
764278_11,2,4,[]
764278_12,2,5,[]
764278_13,2,5,[]
764278_14,2,6,[]
764278_15,2,6,[]
764278_16,2,6,[]
764278_17,2,4,[]
764278_18,2,5,[]
764278_19,2,5,[]
764278_20,0,0,"[{""initial_position"": -13.0, ""velocity"": -2.4424906541753444e-15, ""distance_travelled"": 4.4508129524488895, ""desired_force_tracking"": 1.803251809795557, ""force_unit"": 6.0, ""time_travelled"": 50.00999999999862, ""id"": 1.0, ""position"": -0.45081295244888925, ""interaction_force_tracking"": -1.8032518097955594}, {""initial_position"": 2.0, ""velocity"": -5.440092820663267e-15, ""distance_travelled"": 0.04864507925184358, ""desired_force_tracking"": -0.6010839365985252, ""force_unit"": 2.0, ""time_travelled"": 50.00999999999862, ""id"": 2.0, ""position"": 0.7513549207481565, ""interaction_force_tracking"": 0.6010839365985198}]"
764278_21,2,5,[]
764278_22,2,4,[]
764278_23,0,0,"[{""initial_position"": -20.0, ""velocity"": -2.4424906541753444e-15, ""distance_travelled"": 4.4508129524488895, ""desired_force_tracking"": 1.803251809795557, ""force_unit"": 6.0, ""time_travelled"": 50.00999999999862, ""id"": 1.0, ""position"": -0.45081295244888925, ""interaction_force_tracking"": -1.8032518097955594}, {""initial_position"": 2.0, ""velocity"": -5.440092820663267e-15, ""distance_travelled"": 0.04864507925184358, ""desired_force_tracking"": -0.6010839365985252, ""force_unit"": 2.0, ""time_travelled"": 50.00999999999862, ""id"": 2.0, ""position"": 0.7513549207481565, ""interaction_force_tracking"": 0.6010839365985198}]"
764278_24,2,6,[]
764278_25,2,6,[]
764278_26,2,6,[]
764278_27,0,0,"[{""initial_position"": -8.0, ""velocity"": -2.4424906541753444e-15, ""distance_travelled"": 4.4508129524488895, ""desired_force_tracking"": 1.803251809795557, ""force_unit"": 6.0, ""time_travelled"": 50.00999999999862, ""id"": 1.0, ""position"": -0.45081295244888925, ""interaction_force_tracking"": -1.8032518097955594}, {""initial_position"": 4.0, ""velocity"": -5.440092820663267e-15, ""distance_travelled"": 0.04864507925184358, ""desired_force_tracking"": -0.6010839365985252, ""force_unit"": 2.0, ""time_travelled"": 50.00999999999862, ""id"": 2.0, ""position"": 0.7513549207481565, ""interaction_force_tracking"": 0.6010839365985198}]"
764278_28,2,4,[]
764278_29,2,5,[]
764278_30,2,6,[]
764278_31,2,5,[]
764278_32,2,6,[]
764278_33,2,4,[]
764278_34,2,6,[]
764278_35,2,6,[]
764278_36,2,6,[]
764278_37,2,6,[]
764278_38,2,5,[]
764278_39,2,5,[]
764278_40,2,5,[]
764278_41,2,4,[]
764278_42,2,5,[]
764278_43,2,5,[]
764278_44,2,6,[]
764278_45,2,5,[]
764278_46,2,5,[]
764278_47,2,6,[]
764278_48,2,5,[]
764278_49,2,6,[]
764278_50,0,0,"[{""initial_position"": -17.0, ""velocity"": -2.4424906541753444e-15, ""distance_travelled"": 4.4508129524488895, ""desired_force_tracking"": 1.803251809795557, ""force_unit"": 6.0, ""time_travelled"": 50.00999999999862, ""id"": 1.0, ""position"": -0.45081295244888925, ""interaction_force_tracking"": -1.8032518097955594}, {""initial_position"": 4.0, ""velocity"": -5.440092820663267e-15, ""distance_travelled"": 0.04864507925184358, ""desired_force_tracking"": -0.6010839365985252, ""force_unit"": 2.0, ""time_travelled"": 50.00999999999862, ""id"": 2.0, ""position"": 0.7513549207481565, ""interaction_force_tracking"": 0.6010839365985198}]"
