SimulationId,Naverage,Taverage,Bottleneck
375043_1,2,9,[]
375043_2,2,20,[]
375043_3,2,20,[]
375043_4,2,24,[]
375043_5,2,9,[]
375043_6,2,18,[]
375043_7,2,24,[]
375043_8,2,6,[]
375043_9,2,10,[]
375043_10,2,22,[]
375043_11,2,24,[]
375043_12,2,20,[]
375043_13,2,14,[]
375043_14,2,7,[]
375043_15,2,18,[]
375043_16,2,15,[]
375043_17,2,6,[]
375043_18,2,7,[]
375043_19,2,15,[]
375043_20,2,23,[]
375043_21,2,24,[]
375043_22,2,19,[]
375043_23,2,7,[]
375043_24,2,10,[]
375043_25,2,11,[]
375043_26,2,16,[]
375043_27,2,7,[]
375043_28,2,5,[]
375043_29,2,16,[]
375043_30,2,22,[]
375043_31,2,23,[]
375043_32,2,6,[]
375043_33,2,24,[]
375043_34,2,18,[]
375043_35,2,8,[]
375043_36,2,8,[]
375043_37,2,5,[]
375043_38,2,8,[]
375043_39,2,10,[]
375043_40,2,4,[]
375043_41,2,9,[]
375043_42,2,24,[]
375043_43,2,14,[]
375043_44,2,15,[]
375043_45,2,16,[]
375043_46,2,6,[]
375043_47,2,13,[]
375043_48,2,23,[]
375043_49,2,13,[]
375043_50,2,11,[]
