SimulationId,Naverage,Taverage,Bottleneck
22485_1,2,8,[]
22485_2,2,7,[]
22485_3,2,6,[]
22485_4,2,10,[]
22485_5,2,22,[]
22485_6,2,13,[]
22485_7,2,7,[]
22485_8,2,6,[]
22485_9,2,5,[]
22485_10,2,15,[]
22485_11,2,14,[]
22485_12,2,18,[]
22485_13,2,18,[]
22485_14,2,11,[]
22485_15,2,23,[]
22485_16,2,19,[]
22485_17,2,22,[]
22485_18,2,15,[]
22485_19,2,4,[]
22485_20,2,23,[]
22485_21,2,7,[]
22485_22,2,3,[]
22485_23,2,6,[]
22485_24,2,18,[]
22485_25,2,4,[]
22485_26,2,18,[]
22485_27,2,5,[]
22485_28,2,23,[]
22485_29,2,16,[]
22485_30,2,5,[]
22485_31,2,13,[]
22485_32,2,24,[]
22485_33,2,11,[]
22485_34,2,18,[]
22485_35,2,24,[]
22485_36,2,14,[]
22485_37,2,9,[]
22485_38,2,11,[]
22485_39,2,3,[]
22485_40,2,5,[]
22485_41,2,24,[]
22485_42,2,3,[]
22485_43,2,14,[]
22485_44,2,8,[]
22485_45,2,19,[]
22485_46,2,22,[]
22485_47,2,20,[]
22485_48,2,22,[]
22485_49,2,10,[]
22485_50,2,4,[]
