SimulationId,Naverage,Taverage,Bottleneck
473491_1,2,18,[]
473491_2,2,22,[]
473491_3,2,13,[]
473491_4,2,11,[]
473491_5,2,7,[]
473491_6,2,24,[]
473491_7,2,12,[]
473491_8,2,10,[]
473491_9,2,16,[]
473491_10,2,9,[]
473491_11,2,12,[]
473491_12,2,12,[]
473491_13,2,8,[]
473491_14,2,23,[]
473491_15,2,8,[]
473491_16,2,12,[]
473491_17,2,20,[]
473491_18,2,10,[]
473491_19,2,24,[]
473491_20,2,14,[]
473491_21,2,18,[]
473491_22,2,7,[]
473491_23,2,6,[]
473491_24,2,14,[]
473491_25,2,19,[]
473491_26,2,24,[]
473491_27,2,15,[]
473491_28,2,22,[]
473491_29,2,22,[]
473491_30,2,24,[]
473491_31,2,24,[]
473491_32,2,5,[]
473491_33,2,13,[]
473491_34,2,10,[]
473491_35,2,20,[]
473491_36,2,4,[]
473491_37,2,13,[]
473491_38,2,15,[]
473491_39,2,8,[]
473491_40,2,11,[]
473491_41,2,11,[]
473491_42,2,10,[]
473491_43,2,13,[]
473491_44,2,23,[]
473491_45,2,11,[]
473491_46,2,22,[]
473491_47,2,8,[]
473491_48,2,9,[]
473491_49,2,19,[]
473491_50,2,11,[]
