SimulationId,Naverage,Taverage,Bottleneck
417672_1,2,7,[]
417672_2,2,4,[]
417672_3,2,15,[]
417672_4,2,7,[]
417672_5,2,19,[]
417672_6,2,4,[]
417672_7,2,18,[]
417672_8,2,6,[]
417672_9,2,5,[]
417672_10,2,5,[]
417672_11,2,11,[]
417672_12,2,6,[]
417672_13,2,11,[]
417672_14,2,9,[]
417672_15,2,20,[]
417672_16,2,3,[]
417672_17,2,13,[]
417672_18,2,15,[]
417672_19,2,9,[]
417672_20,2,19,[]
417672_21,2,9,[]
417672_22,2,16,[]
417672_23,2,24,[]
417672_24,2,6,[]
417672_25,2,7,[]
417672_26,2,15,[]
417672_27,2,24,[]
417672_28,2,3,[]
417672_29,2,13,[]
417672_30,2,15,[]
417672_31,2,20,[]
417672_32,2,9,[]
417672_33,2,3,[]
417672_34,2,7,[]
417672_35,2,9,[]
417672_36,2,16,[]
417672_37,2,15,[]
417672_38,2,23,[]
417672_39,2,18,[]
417672_40,2,23,[]
417672_41,2,8,[]
417672_42,2,3,[]
417672_43,2,13,[]
417672_44,2,4,[]
417672_45,2,24,[]
417672_46,2,18,[]
417672_47,2,23,[]
417672_48,2,19,[]
417672_49,2,10,[]
417672_50,2,18,[]
