SimulationId,Naverage,Taverage,Bottleneck
144134_1,2,3,[]
144134_2,2,9,[]
144134_3,2,8,[]
144134_4,2,24,[]
144134_5,2,16,[]
144134_6,2,4,[]
144134_7,2,23,[]
144134_8,2,20,[]
144134_9,2,16,[]
144134_10,2,8,[]
144134_11,2,24,[]
144134_12,2,7,[]
144134_13,2,9,[]
144134_14,2,23,[]
144134_15,2,22,[]
144134_16,2,13,[]
144134_17,2,14,[]
144134_18,2,8,[]
144134_19,2,8,[]
144134_20,2,24,[]
144134_21,2,9,[]
144134_22,2,8,[]
144134_23,2,20,[]
144134_24,2,16,[]
144134_25,2,19,[]
144134_26,2,23,[]
144134_27,2,10,[]
144134_28,2,14,[]
144134_29,2,7,[]
144134_30,2,20,[]
144134_31,2,22,[]
144134_32,2,14,[]
144134_33,2,11,[]
144134_34,2,8,[]
144134_35,2,13,[]
144134_36,2,14,[]
144134_37,2,24,[]
144134_38,2,15,[]
144134_39,2,24,[]
144134_40,2,20,[]
144134_41,2,22,[]
144134_42,2,9,[]
144134_43,2,11,[]
144134_44,2,15,[]
144134_45,2,7,[]
144134_46,2,9,[]
144134_47,2,11,[]
144134_48,2,15,[]
144134_49,2,24,[]
144134_50,2,9,[]
