SimulationId,Naverage,Taverage,Bottleneck
183572_1,2,24,[]
183572_2,2,17,[]
183572_3,2,17,[]
183572_4,2,24,[]
183572_5,2,22,[]
183572_6,2,19,[]
183572_7,2,22,[]
183572_8,2,23,[]
183572_9,2,9,[]
183572_10,2,24,[]
183572_11,2,25,[]
183572_12,2,18,[]
183572_13,2,21,[]
183572_14,2,23,[]
183572_15,2,19,[]
183572_16,2,10,[]
183572_17,2,19,[]
183572_18,2,23,[]
183572_19,2,13,[]
183572_20,2,11,[]
183572_21,2,19,[]
183572_22,2,13,[]
183572_23,2,19,[]
183572_24,2,12,[]
183572_25,2,20,[]
183572_26,2,10,[]
183572_27,2,14,[]
183572_28,2,16,[]
183572_29,2,17,[]
183572_30,0,0,"[{""initial_position"": -14.0, ""time_travelled"": 50.00999999999862, ""velocity"": 0.0, ""initial_desired_velocity"": 0.8, ""position"": -0.5570255155947381, ""distance_travelled"": 13.442974484405262, ""force_unit"": 8.0, ""acceleration"": -2.8314413867827906, ""interaction_force_tracking"": -3.631441386782791, ""desired_force_tracking"": 0.8, ""id"": 1.0}, {""initial_position"": 15.0, ""time_travelled"": 50.00999999999862, ""velocity"": 0.0, ""initial_desired_velocity"": 0.8, ""position"": 0.23278638037354654, ""distance_travelled"": 14.767213619626453, ""force_unit"": 2.0, ""acceleration"": 0.10786034669569766, ""interaction_force_tracking"": 0.9078603466956977, ""desired_force_tracking"": -0.8, ""id"": 2.0}]"
183572_31,0,0,"[{""initial_position"": -13.0, ""time_travelled"": 50.00999999999862, ""velocity"": 0.0, ""initial_desired_velocity"": 0.8, ""position"": -0.5570255602175805, ""distance_travelled"": 12.44297443978242, ""force_unit"": 8.0, ""acceleration"": -2.8314413614820024, ""interaction_force_tracking"": -3.6314413614820023, ""desired_force_tracking"": 0.8, ""id"": 1.0}, {""initial_position"": 14.0, ""time_travelled"": 50.00999999999862, ""velocity"": 0.0, ""initial_desired_velocity"": 0.8, ""position"": 0.23278634271785192, ""distance_travelled"": 13.767213657282149, ""force_unit"": 2.0, ""acceleration"": 0.10786034037050052, ""interaction_force_tracking"": 0.9078603403705006, ""desired_force_tracking"": -0.8, ""id"": 2.0}]"
183572_32,2,24,[]
183572_33,2,10,[]
183572_34,2,10,[]
183572_35,2,24,[]
183572_36,2,23,[]
183572_37,2,8,[]
183572_38,2,10,[]
183572_39,2,15,[]
183572_40,2,13,[]
183572_41,2,15,[]
183572_42,2,14,[]
183572_43,2,22,[]
183572_44,2,9,[]
183572_45,2,22,[]
183572_46,2,25,[]
183572_47,2,17,[]
183572_48,2,25,[]
183572_49,2,12,[]
183572_50,2,23,[]
