SimulationId,Naverage,Taverage,Bottleneck
47233_1,2,8,[]
47233_2,2,8,[]
47233_3,2,16,[]
47233_4,2,12,[]
47233_5,2,18,[]
47233_6,2,15,[]
47233_7,2,23,[]
47233_8,2,23,[]
47233_9,2,9,[]
47233_10,2,15,[]
47233_11,2,10,[]
47233_12,2,7,[]
47233_13,2,11,[]
47233_14,2,23,[]
47233_15,2,7,[]
47233_16,2,15,[]
47233_17,2,9,[]
47233_18,2,12,[]
47233_19,2,7,[]
47233_20,2,8,[]
47233_21,2,15,[]
47233_22,2,5,[]
47233_23,2,15,[]
47233_24,2,22,[]
47233_25,2,24,[]
47233_26,2,24,[]
47233_27,2,9,[]
47233_28,2,10,[]
47233_29,2,7,[]
47233_30,2,20,[]
47233_31,2,20,[]
47233_32,2,19,[]
47233_33,2,22,[]
47233_34,2,22,[]
47233_35,2,5,[]
47233_36,2,8,[]
47233_37,2,23,[]
47233_38,2,24,[]
47233_39,2,15,[]
47233_40,2,10,[]
47233_41,2,22,[]
47233_42,2,16,[]
47233_43,2,22,[]
47233_44,2,24,[]
47233_45,2,23,[]
47233_46,2,7,[]
47233_47,2,3,[]
47233_48,2,11,[]
47233_49,2,8,[]
47233_50,2,16,[]
