SimulationId,Naverage,Taverage,Bottleneck
464300_1,0,0,"[{""initial_position"": -5.0, ""time_travelled"": 50.00999999999862, ""velocity"": 0.0, ""initial_desired_velocity"": 1.6, ""position"": -0.4071914097079037, ""distance_travelled"": 4.592808590292096, ""force_unit"": 8.0, ""acceleration"": -2.5086234062754618, ""interaction_force_tracking"": -4.108623406275462, ""desired_force_tracking"": 1.6, ""id"": 1.0}, {""initial_position"": 3.0, ""time_travelled"": 50.00999999999862, ""velocity"": 0.0, ""initial_desired_velocity"": 0.8, ""position"": 0.25916209721380334, ""distance_travelled"": 2.740837902786197, ""force_unit"": 2.0, ""acceleration"": 0.22715585156886542, ""interaction_force_tracking"": 1.0271558515688655, ""desired_force_tracking"": -0.8, ""id"": 2.0}]"
464300_2,2,10,[]
464300_3,2,19,[]
464300_4,2,22,[]
464300_5,2,7,[]
464300_6,2,22,[]
464300_7,0,0,"[{""initial_position"": -5.0, ""time_travelled"": 50.00999999999862, ""velocity"": 0.0, ""initial_desired_velocity"": 1.6, ""position"": -0.4071914097079037, ""distance_travelled"": 4.592808590292096, ""force_unit"": 8.0, ""acceleration"": -2.5086234062754618, ""interaction_force_tracking"": -4.108623406275462, ""desired_force_tracking"": 1.6, ""id"": 1.0}, {""initial_position"": 3.0, ""time_travelled"": 50.00999999999862, ""velocity"": 0.0, ""initial_desired_velocity"": 0.8, ""position"": 0.25916209721380334, ""distance_travelled"": 2.740837902786197, ""force_unit"": 2.0, ""acceleration"": 0.22715585156886542, ""interaction_force_tracking"": 1.0271558515688655, ""desired_force_tracking"": -0.8, ""id"": 2.0}]"
464300_8,2,13,[]
464300_9,2,15,[]
464300_10,2,23,[]
464300_11,2,14,[]
464300_12,2,16,[]
464300_13,2,14,[]
464300_14,2,10,[]
464300_15,2,16,[]
464300_16,2,11,[]
464300_17,2,9,[]
464300_18,2,12,[]
464300_19,2,9,[]
464300_20,2,23,[]
464300_21,2,22,[]
464300_22,2,13,[]
464300_23,0,0,"[{""initial_position"": -19.0, ""time_travelled"": 50.00999999999862, ""velocity"": 0.0, ""initial_desired_velocity"": 1.6, ""position"": -0.3830193630649933, ""distance_travelled"": 18.616980636935008, ""force_unit"": 8.0, ""acceleration"": -2.592030981006269, ""interaction_force_tracking"": -4.192030981006269, ""desired_force_tracking"": 1.6, ""id"": 1.0}, {""initial_position"": 10.0, ""time_travelled"": 50.00999999999862, ""velocity"": 0.0, ""initial_desired_velocity"": 0.8, ""position"": 0.2632368411161906, ""distance_travelled"": 9.736763158883809, ""force_unit"": 2.0, ""acceleration"": 0.2480077452515672, ""interaction_force_tracking"": 1.0480077452515673, ""desired_force_tracking"": -0.8, ""id"": 2.0}]"
464300_24,2,14,[]
464300_25,2,14,[]
464300_26,2,8,[]
464300_27,2,10,[]
464300_28,2,14,[]
464300_29,2,19,[]
464300_30,2,9,[]
464300_31,2,16,[]
464300_32,2,18,[]
464300_33,2,24,[]
464300_34,2,12,[]
464300_35,2,10,[]
464300_36,2,24,[]
464300_37,2,20,[]
464300_38,2,19,[]
464300_39,2,23,[]
464300_40,2,14,[]
464300_41,2,7,[]
464300_42,2,13,[]
464300_43,2,19,[]
464300_44,2,13,[]
464300_45,2,22,[]
464300_46,2,10,[]
464300_47,2,16,[]
464300_48,2,11,[]
464300_49,2,18,[]
464300_50,2,23,[]
