SimulationId,Naverage,Taverage,Bottleneck
825574_1,2,23,[]
825574_2,2,19,[]
825574_3,2,19,[]
825574_4,0,0,"[{""velocity"": 0.0, ""desired_force_tracking"": 0.8, ""id"": 1.0, ""position"": -0.2641217583240744, ""interaction_force_tracking"": -1.1792795060644667, ""acceleration"": -0.3792795060644667, ""distance_travelled"": 10.735878241675925, ""time_travelled"": 50.00999999999862, ""initial_desired_velocity"": 0.8, ""force_unit"": 2.0, ""initial_position"": -11.0}, {""velocity"": 0.0, ""desired_force_tracking"": -0.8, ""id"": 2.0, ""position"": 0.2641217583240744, ""interaction_force_tracking"": 1.1792795060644667, ""acceleration"": 0.3792795060644667, ""distance_travelled"": 10.735878241675925, ""time_travelled"": 50.00999999999862, ""initial_desired_velocity"": 0.8, ""force_unit"": 2.0, ""initial_position"": 11.0}]"
825574_5,2,7,[]
825574_6,2,24,[]
825574_7,2,15,[]
825574_8,2,20,[]
825574_9,0,0,"[{""velocity"": 0.0, ""desired_force_tracking"": 0.8, ""id"": 1.0, ""position"": -0.26412525131845066, ""interaction_force_tracking"": -1.179271267659878, ""acceleration"": -0.37927126765987795, ""distance_travelled"": 8.73587474868155, ""time_travelled"": 50.00999999999862, ""initial_desired_velocity"": 0.8, ""force_unit"": 2.0, ""initial_position"": -9.0}, {""velocity"": 0.0, ""desired_force_tracking"": -0.8, ""id"": 2.0, ""position"": 0.26412525131845066, ""interaction_force_tracking"": 1.179271267659878, ""acceleration"": 0.37927126765987795, ""distance_travelled"": 8.73587474868155, ""time_travelled"": 50.00999999999862, ""initial_desired_velocity"": 0.8, ""force_unit"": 2.0, ""initial_position"": 9.0}]"
825574_10,2,16,[]
825574_11,2,22,[]
825574_12,0,0,"[{""velocity"": 0.0, ""desired_force_tracking"": 0.8, ""id"": 1.0, ""position"": -0.26412525131845066, ""interaction_force_tracking"": -1.179271267659878, ""acceleration"": -0.37927126765987795, ""distance_travelled"": 8.73587474868155, ""time_travelled"": 50.00999999999862, ""initial_desired_velocity"": 0.8, ""force_unit"": 2.0, ""initial_position"": -9.0}, {""velocity"": 0.0, ""desired_force_tracking"": -0.8, ""id"": 2.0, ""position"": 0.26412525131845066, ""interaction_force_tracking"": 1.179271267659878, ""acceleration"": 0.37927126765987795, ""distance_travelled"": 8.73587474868155, ""time_travelled"": 50.00999999999862, ""initial_desired_velocity"": 0.8, ""force_unit"": 2.0, ""initial_position"": 9.0}]"
825574_13,2,21,[]
825574_14,2,15,[]
825574_15,2,20,[]
825574_16,2,12,[]
825574_17,2,22,[]
825574_18,2,16,[]
825574_19,2,14,[]
825574_20,2,22,[]
825574_21,2,10,[]
825574_22,2,9,[]
825574_23,2,23,[]
825574_24,2,24,[]
825574_25,2,25,[]
825574_26,2,20,[]
825574_27,2,24,[]
825574_28,2,4,[]
825574_29,2,8,[]
825574_30,2,24,[]
825574_31,2,24,[]
825574_32,2,25,[]
825574_33,2,13,[]
825574_34,2,23,[]
825574_35,2,22,[]
825574_36,2,24,[]
825574_37,2,22,[]
825574_38,2,9,[]
825574_39,2,14,[]
825574_40,2,16,[]
825574_41,2,25,[]
825574_42,2,24,[]
825574_43,2,19,[]
825574_44,2,18,[]
825574_45,2,18,[]
825574_46,2,21,[]
825574_47,2,19,[]
825574_48,2,16,[]
825574_49,2,19,[]
825574_50,2,23,[]
