rep_s,rep_ra,att_s,att_ra,c_d,rep_s_att_s,rep_ra_att_ra
2.89511572406627,0.41057278234511607,0.9345012420089921,0.7338773925323041,0.07011734091535946,3.0980330404295096,0.5594569154506872
2.6633810485946,0.363486423296854,0.537008034531027,0.7683866208884871,0.1009449086833068,4.959667039098494,0.4730514735883271
2.78689678187948,0.387373304087669,0.796328441239893,0.7662793836090709,0.04395892065867236,3.499682590188852,0.5055248938881715
2.7116390299052,0.46819343292154403,0.7235981264384459,0.6563856539316469,0.5418293246080736,3.7474378813719462,0.7132901673233393
2.8366216343129103,0.334502287395298,0.5703563631977889,0.7055344775319101,0.10319537807491735,4.973419807940711,0.4741118939579662
2.54019896360114,0.49046425563283297,0.948063138290308,0.797149028116837,0.07665562051137617,2.6793563223879944,0.6152729769883711
2.98278041079175,0.48672816529870006,0.9902272899635141,0.605314449779689,0.703145304220511,3.0122179433185017,0.8040914362375625
2.8270395610015804,0.37260734732262796,0.9606779533205551,0.775457720365375,0.04242934437212814,2.9427546986271533,0.4804998874046485
2.75349528552033,0.444766653329134,0.5347546465927729,0.701877792552114,0.48892464173259254,5.1490815518189885,0.6336810454023737
2.60010699310806,0.47215729169547604,0.7415550233563409,0.7761010669171808,0.20798642423722133,3.5062900408114763,0.6083708834095195
2.91446173179429,0.493081781920046,0.64167657867074,0.7250913411378861,0.6636670306389506,4.541948122575581,0.6800271275426523
2.56982190988492,0.47927845586091294,0.511044866405427,0.629184189252555,0.7943927647002147,5.0285641805981935,0.7617458671844188
2.72030981117859,0.422756700776517,0.954605733626522,0.6840768717229371,0.09394073592720242,2.8496684184414067,0.6179958981974483
2.8713322969852,0.348888251744211,0.689048572909087,0.661242349166423,0.11229097276898639,4.167097081215555,0.5276253890635217
2.94305736455135,0.342781896563247,0.63621916086413,0.687275235168636,0.1124398808077971,4.625854651334314,0.4987549078196292
2.77346564154141,0.303953019669279,0.5867492777761071,0.6537925808224829,0.08004172158032404,4.726832646566487,0.46490741648811695
2.72720688721165,0.470509012881666,0.775780941243283,0.64703239412047,0.5416332982317547,3.515434244673465,0.7271799946295465
2.79227190674283,0.42296770936809497,0.5932787753408771,0.728644732199609,0.2962960892978925,4.706509018696125,0.5804855105330329
2.5823254701681404,0.46796764312312,0.5932629809249189,0.6644688123371449,0.5988599181931961,4.352750050478792,0.7042732998665974
2.79287819808815,0.40008917613886297,0.508044112008065,0.623036316083744,0.453491886835751,5.497314371087159,0.6421602815285746
2.91035596863367,0.489079188508913,0.9711013892665509,0.7561582576483491,0.21532024115912576,2.996964066575778,0.6467947464198149
2.99191942694597,0.33641737541183797,0.837274585384876,0.632528284844011,0.0852110913260295,3.5734028945482117,0.5318613941427182
2.8506022352958102,0.45832474082708397,0.510363289853558,0.7661987481173129,0.4841512938743856,5.585437455961522,0.5981799656463413
2.6995828973595093,0.44451148873195095,0.5055089613888409,0.6999115517828609,0.5096312939021718,5.3403264898462846,0.6350966598560375
2.86642815452069,0.38014003722928497,0.8001609350321809,0.7051290273200721,0.09863221413997207,3.5823145432679837,0.539107060553234
2.6957369921729,0.318083148496225,0.576950882212259,0.7892314158380028,0.057377303035759615,4.6723855969096935,0.403029000256516
2.5406676380662203,0.4045029964298011,0.870967092690989,0.7264601119328292,0.04323078738000791,2.917065018170124,0.5568137737852876
2.8862129335757296,0.343212675163522,0.685412502032705,0.779978192364797,0.07582463714094202,4.2109137563382415,0.4400285527508709
2.78259331919253,0.363407739903778,0.524683912983164,0.7365542137995359,0.14536725584695764,5.303370753968243,0.4933889903760496
2.5545817816164305,0.41169898901134705,0.968710388056934,0.6522962533403189,0.08570867534153388,2.6370954757081533,0.6311533860620743
2.54078725795262,0.45166301704011896,0.8439738077577199,0.7948661006987099,0.05686798720115354,3.0105048694615477,0.5682252855456967
2.86142455309164,0.307436107844114,0.784579362371005,0.707219361374155,0.05190732835644945,3.647081086156017,0.4347111018662634
2.5564581231446897,0.430976519966498,0.780495486687869,0.7161564573179929,0.13415181887263852,3.275429732455396,0.6017910130706713
2.99411397904623,0.478680159151554,0.631832577637397,0.6640778253320611,0.7603823341936489,4.7387774626026395,0.7208193691939616
2.55257588881068,0.338336985046044,0.8386133830063051,0.6033684686757621,0.06476711138334895,3.043805334539348,0.560746877921225
2.70540885999799,0.404825824126601,0.8959210939938199,0.6232282668817789,0.17131199602987784,3.019695459940417,0.6495626813464046
2.87401115521789,0.388860925706103,0.8391187699744479,0.629349841969088,0.17492039854757738,3.425034998687261,0.6178772119644113
2.89925446861889,0.47288169781677397,0.502700115088373,0.690123010566458,0.7559019792872631,5.767363844961943,0.6852136366654827
2.5995674891164504,0.435666775889695,0.5150224958779289,0.73149466146715,0.3704985608482884,5.047483381643588,0.5955843546634823
2.88481933576986,0.353420584509149,0.7330150518100709,0.769393967231736,0.07912249803138965,3.9355526583611486,0.4593493055069682
2.51429901423398,0.419691698579118,0.8913417890435079,0.629200675943866,0.16727114952039487,2.8208023511744638,0.6670235977568477
2.53108517045621,0.467702617356554,0.723464803071693,0.600366375548765,0.6323165212772054,3.498560205983356,0.7790286671685274
2.8757550283335096,0.360683260066435,0.6590763675048951,0.784025601111352,0.06631806632398153,4.3633107938924125,0.4600401562846525
2.9039509972790296,0.347947332309559,0.689674552413635,0.7259299887809899,0.07720336337538222,4.210610623686423,0.4793125200597453
2.98703562584706,0.32108024456538303,0.531515359180048,0.725136747118086,0.10842849241109805,5.61984818360671,0.44278578604856733
2.62779486516956,0.35791520797647497,0.750730960979126,0.600383125664666,0.13161374959676186,3.5003150286253164,0.5961446827477671
2.81169285078067,0.49817186226136995,0.908877401729114,0.6935334671288729,0.4668338661631069,3.0935886902144367,0.7183097656753733
2.99696740554646,0.49408051799982794,0.9305459456518291,0.760194516740739,0.29743866388086665,3.2206549494416894,0.649939597194348
2.99182914732955,0.333245020918548,0.842207536683418,0.748884181957692,0.035468779601851734,3.552365678311621,0.4449887298292202
2.65787570015527,0.40548905306495703,0.631308582727797,0.625050037074834,0.35060379746883313,4.210105442683762,0.6487305479775691
2.79553035623394,0.42374530364759294,0.6402989336056629,0.604725027084351,0.513032647979871,4.3659769047118315,0.7007239400867168
2.7846854898380093,0.462392640858889,0.523772481246851,0.7441483416128901,0.516972870872038,5.316593730180343,0.6213715935409934
2.76385405356996,0.328589945007116,0.5894448008621109,0.7748859447427091,0.07438807894229224,4.688910733503117,0.4240494323538416
2.5552954870508997,0.414007347496226,0.652396625373513,0.7781657339539381,0.10248192540452833,3.916782196088049,0.5320297841857071
2.6370650898898,0.48335576178506,0.8125581862404939,0.709215015312657,0.36559171089501336,3.2453861576250294,0.6815362779254934
2.5572768481215498,0.40549597134813703,0.914359090966173,0.626613535592332,0.13075861016467685,2.7967970936006776,0.6471229048137707
2.7074080457678105,0.48455522721633293,0.7516893343999979,0.788453976484016,0.26202524999945687,3.6017646145383666,0.6145637433108389
2.58125133474823,0.48893881142139395,0.7223303755745291,0.7412941806484009,0.3808932337432948,3.5735051744087984,0.6595745982974333
2.94196571432985,0.37495198547840103,0.95220490230713,0.763586254278198,0.07341387827668339,3.089635127063157,0.4910407742119915
2.97797103528865,0.41483621322549896,0.9617909218650308,0.7185206273105,0.09186000569181808,3.0962769221339683,0.5773476744547691
2.5150508335791497,0.491229086555541,0.60393571248278,0.735597888985649,0.516352125872589,4.164434693288421,0.667795671943703
2.52298308524769,0.427251525828615,0.625217650900595,0.613603013101965,0.4449474488117685,4.0353676541496535,0.6962995889943858
2.7599407864036,0.384285530634224,0.978665670263581,0.6280465034767979,0.09365707814564331,2.8201058545971818,0.6118743253992508
2.62165698374156,0.426865978585556,0.919176065013744,0.7921571156010029,0.049387015649605494,2.8521815172617213,0.538865296011002
2.8856463956181,0.451768139656633,0.621281904168427,0.794636176526547,0.2941570180066599,4.6446651290777226,0.5685219890583983
