SimulationId,cohesion_degree,average_speed,average_direction
2.4_0.6_2.2_1.8_1,"[1.92533341949,1.89953160935,1.86838091636,1.82889693315,1.77877876545,1.7148805684,1.63341295203,1.52445974846]","[2.05192176872,2.05556624098,2.00453130986,2.0234607729,2.00698311956,1.99369437245,1.97000365621,1.98134325539]","[2.05185828858,2.05541250007,2.00418011592,2.02264301288,2.00515140632,1.98953090189,1.95993301916,1.95439586413]"
2.4_0.6_2.2_1.8_2,"[2.46418020546,2.44867951744,2.42478519168,2.3904429246]","[2.3836781484,2.37760062089,2.37098325893,2.36259578511]","[2.38299589346,2.37643358761,2.36903416004,2.35914580672]"
2.4_0.6_2.2_1.8_3,"[2.38349364426,2.38300619722,2.37993382025,2.37568826661]","[2.36995671908,2.37828142363,2.37269027805,2.38408307253]","[2.36764703996,2.37508048508,2.36781937403,2.37582361968]"
2.4_0.6_2.2_1.8_4,"[2.23184084293,2.22051543462,2.19824277589,2.15805818397]","[2.4087496472,2.39707346797,2.38136208842,2.35645819143]","[2.40682127845,2.3940430946,2.37566362599,2.34239541702]"
2.4_0.6_2.2_1.8_5,"[2.38549694441,2.35958950486,2.32068502688,2.26052250749,2.15099862295]","[2.37576144435,2.36780048123,2.35605164927,2.33425071133,2.26946734713]","[2.37457819577,2.3661127616,2.35321632155,2.32794203509,2.24121757747]"
2.4_0.6_2.2_1.8_6,"[2.42138040662,2.43803338331,2.44852398077,2.45072343681]","[2.40762026957,2.40606524948,2.4039670563,2.39999675414]","[2.40620321609,2.40433746506,2.4017985516,2.39677767307]"
2.4_0.6_2.2_1.8_7,"[2.40576885751,2.40480449619,2.39665776876,2.3807101874]","[2.38221572832,2.37696659863,2.37169886866,2.36405932301]","[2.38123556167,2.37565789696,2.36978905938,2.36100972748]"
2.4_0.6_2.2_1.8_8,"[2.44837788873,2.42426551416,2.38909365819,2.33722443262,2.25437927424]","[2.37309828444,2.36582999823,2.35560205421,2.33912202235,2.30621012786]","[2.37226387353,2.36439847519,2.35283067795,2.3325790541,2.28186449871]"
2.4_0.6_2.2_1.8_9,"[2.38218036829,2.35993977128,2.32337667644,2.26526015321]","[2.3782395568,2.3683735471,2.35512488696,2.33456636291]","[2.37665739801,2.36599635761,2.35082870731,2.32431088647]"
2.4_0.6_2.2_1.8_10,"[2.43023350373,2.41909170862,2.39830039528,2.36272515071]","[2.37193256503,2.36362341773,2.35634049088,2.34161714624]","[2.37047853517,2.36130371918,2.35215130911,2.33246964721]"
