SimulationId,cohesion_degree,average_speed,average_direction
1.8_1.2_2.6_0.6_1,"[1.20061651227,1.19579014897,1.18945667372,1.18333532341,1.17827641277,1.1739130979,1.16978112401,1.16410666732,1.15730939331,1.15048381317,1.14096048216,1.12882103682,1.11584683231,1.09888417525,1.07569372806,1.04370506065,1.0016080799]","[1.32632770966,1.32513232708,1.34150634274,1.34612318051,1.35903383892,1.361099505,1.36027531531,1.3528015398,1.34483504499,1.34192784224,1.33725236333,1.3314864059,1.3292086956,1.32668405554,1.31587683458,1.29390268028,1.28026907975]","[1.3261360264,1.32501625498,1.34145611022,1.34609421037,1.35901588771,1.36108412346,1.360255843,1.35277418744,1.3447967031,1.3418741286,1.33717414145,1.33137099664,1.32902861465,1.3263797383,1.31531796256,1.29274820481,1.27913861042]"
1.8_1.2_2.6_0.6_2,"[1.26297078998,1.27261309592,1.2755193185,1.27395193161,1.27123716655,1.26904252757,1.26835604616,1.26867303763,1.26866994583,1.26843448903,1.26065702813]","[1.76123960291,1.76617052693,1.75679545897,1.75750405439,1.75318157099,1.75680639303,1.75022531643,1.74816182947,1.74778548706,1.74538664609,1.71920108502]","[1.76117092564,1.76607384692,1.75668545475,1.75743059333,1.75309002955,1.75670924589,1.75009716535,1.74806024007,1.74759550038,1.74507425689,1.71792177628]"
1.8_1.2_2.6_0.6_3,"[1.2846303049,1.27891629089,1.2709192456,1.26522840068,1.26098861966,1.25556474759,1.24749400286,1.23627112614,1.22050641142,1.21003960865]","[1.77160624781,1.76643501916,1.76297014746,1.76039664954,1.75803444974,1.75541259397,1.75215387414,1.74764123806,1.74033656351,1.76065767556]","[1.7715834864,1.76639536049,1.76294420816,1.76038168514,1.75801259322,1.75536730271,1.7520679034,1.74747830348,1.73996270031,1.75975890847]"
1.8_1.2_2.6_0.6_4,"[1.26736843962,1.27597581468,1.28901639344,1.28891859047,1.27971216902,1.2702846205,1.26335056197,1.27737481388,1.29031186377,1.29411872708]","[1.77409008127,1.76968443016,1.77070320687,1.77120916503,1.76803606882,1.76183648509,1.75457884373,1.7498841434,1.75658594441,1.73532530103]","[1.77381453231,1.76956516845,1.77052071499,1.77086045005,1.76758747649,1.7613614982,1.75404625555,1.74942448158,1.75594273409,1.73323065496]"
1.8_1.2_2.6_0.6_5,"[1.25536492998,1.25439484452,1.25264296151,1.24874783361,1.24314755171,1.23635274153,1.22794944236,1.21650374376,1.19925064527,1.16933201005]","[1.79904123691,1.79307792326,1.78821063448,1.78385961732,1.7796811274,1.77545248836,1.77077305486,1.76472814253,1.7550640045,1.73391641263]","[1.79900009798,1.79303541364,1.788158898,1.78379616928,1.77960432976,1.77535563396,1.77063767817,1.76450659959,1.75460468866,1.73247005183]"
1.8_1.2_2.6_0.6_6,"[1.30138990508,1.32899957485,1.35577509051,1.32795826742,1.25686218508,1.25192385893,1.25227195506,1.25431999437,1.25785392981,1.26096463986]","[1.81298969732,1.82027368191,1.83409244574,1.80193863458,1.76995467198,1.75282300588,1.77316293818,1.76621789579,1.74878526642,1.76339344677]","[1.8097076466,1.814389063,1.82625024011,1.80002427161,1.76956054761,1.75218598546,1.77272906006,1.76584613046,1.74819635721,1.76258161542]"
1.8_1.2_2.6_0.6_7,"[1.26381953434,1.26945666542,1.27094307574,1.27089431484,1.26766050024,1.26683194314,1.2671961438,1.26720267743,1.26766399478,1.26618733229,1.26079812218]","[1.77547707196,1.77003949723,1.76945188483,1.76545567599,1.76226534993,1.7589163108,1.75638590532,1.75360806796,1.74990178679,1.74275763019,1.72191139561]","[1.77536672578,1.76990605387,1.76928508893,1.7653738276,1.76221670205,1.7588062466,1.75636384915,1.7535983712,1.74988786329,1.74272903097,1.72168363783]"
1.8_1.2_2.6_0.6_8,"[1.32251082192,1.32377331062,1.3216689007,1.31950651115,1.31669464363,1.31405183025,1.31147912131,1.30800385882,1.30399712986,1.30115704729]","[1.77712570477,1.77626470439,1.77512262591,1.77231359349,1.76851624353,1.7700284009,1.77130107433,1.77283285611,1.77307487285,1.75909980268]","[1.77709172013,1.7761839697,1.77499769549,1.77217764589,1.76837861712,1.76984320288,1.77104398785,1.77247062152,1.7725586283,1.75813534603]"
1.8_1.2_2.6_0.6_9,"[1.29314657648,1.2917903774,1.29061323784,1.28750795401,1.28267860507,1.27700001346,1.28704999501,1.29395393904,1.29804926507,1.29382084702]","[1.78356581612,1.77687539717,1.77119399966,1.76644474925,1.76204269803,1.75742434766,1.76814577917,1.75711743854,1.76801611504,1.75890348798]","[1.78341355156,1.77673496104,1.77102839163,1.76624310374,1.76181552326,1.75716659547,1.76796723516,1.75662510571,1.76727668905,1.75736398529]"
1.8_1.2_2.6_0.6_10,"[1.26816512433,1.27868621336,1.28581107355,1.29005017685,1.28969387099,1.28814584726,1.28653329171,1.28546683047,1.28468649638,1.28355085304]","[1.79226961665,1.77592730812,1.78559332882,1.77368592976,1.76896384525,1.76853545456,1.76570643495,1.76581129018,1.75773166198,1.74818158534]","[1.79198576963,1.77582611498,1.78542908247,1.77357746931,1.76881226787,1.76842322693,1.76559568629,1.76565591848,1.75749609772,1.74779311714]"
