SimulationId,cohesion_degree,average_speed,average_direction
1.2_1.0_3.0_1.0_1,"[1.73873367148,1.7211263423,1.70616628971,1.69557362463,1.69246202649,1.68868473225,1.68575291422,1.68395704448,1.68324813485,1.6828271282,1.68212031397,1.68074815745,1.67869655263,1.67605532459,1.67290915662,1.66933293283,1.66530418905,1.6607777834,1.65569238071,1.64997149935,1.64349724539,1.63615172531,1.62776218112,1.61807635941,1.60682604011,1.59357068502,1.57775247813,1.55852465406,1.53423911389,1.50235662201]","[0.881296742,0.897297716124,0.893846998563,0.908746193848,0.916564045312,0.916215085606,0.913066969786,0.913271264797,0.912906572737,0.902851678306,0.90568680752,0.902130691881,0.901466396931,0.89785621136,0.897715446806,0.892396403152,0.900494851679,0.898762736781,0.895509157654,0.896603257426,0.893762914736,0.897951382467,0.896090398173,0.897009343158,0.8929977452,0.895080249792,0.889115814334,0.884794980296,0.883706092003,0.872582228512]","[0.872713305957,0.890555739578,0.889446936357,0.906130410937,0.915319437453,0.915606191088,0.91275595513,0.913133455794,0.9128596276,0.902842922015,0.905686758855,0.902126485693,0.901453971414,0.897834620373,0.897684396811,0.892354970646,0.900439612465,0.898691216992,0.895416724069,0.896481076823,0.893601402704,0.89773002155,0.895785658793,0.89657572008,0.892368998488,0.894119675084,0.887605751623,0.882257810906,0.879068617569,0.863368322874]"
1.2_1.0_3.0_1.0_2,"[1.89987980421,1.90458995761,1.90490351029,1.90300057263,1.90071063556,1.89886148732,1.8974509291,1.89612671614,1.89457348582,1.89262960064,1.89024365809,1.88739195315,1.88401987589,1.88001601025,1.87520153247,1.8693132713,1.8619612472,1.8525362145,1.84001099939,1.84639167327]","[1.16397759712,1.16111392387,1.15881714416,1.15679331518,1.15500574444,1.15350742205,1.15221438159,1.15105583496,1.1499683929,1.1489002238,1.14781218988,1.1466723555,1.14544761985,1.14409510698,1.14255264258,1.14072428086,1.13845207219,1.13545316876,1.13116117215,1.13007168547]","[1.16387964495,1.16107693187,1.1587943256,1.156766684,1.1549713676,1.15346425195,1.15216083173,1.15098956995,1.14988664643,1.14879983189,1.14768922357,1.14652147771,1.14526123329,1.14386212017,1.14225636586,1.14033843037,1.13793250818,1.13471878598,1.1300404441,1.12914573578]"
1.2_1.0_3.0_1.0_3,"[1.91852242093,1.9236517048,1.92403389989,1.92196033783,1.91933997036,1.91696199654,1.91479841598,1.91252409905,1.90985038599,1.9066192222,1.90276014233,1.89821692012,1.89289716469,1.88665037072,1.87925814822,1.87041827334,1.87518265448,1.87552885136,1.87111531543,1.86535413594]","[1.14629436309,1.14619278367,1.14614282093,1.14596069296,1.14568150509,1.14536967937,1.14504616729,1.14469126035,1.14426606075,1.14372581891,1.14302205205,1.14209848838,1.14088512019,1.1392915047,1.13719806551,1.13444267336,1.14305793113,1.14561055075,1.14767753377,1.15567445853]","[1.1460853853,1.14594770295,1.14585518293,1.14564407277,1.14534735679,1.14502054801,1.14467896182,1.14430047078,1.14384505558,1.14326660173,1.1425137885,1.1415249901,1.14022101074,1.13849591231,1.13620327266,1.13313231037,1.14143090721,1.14338160296,1.14446561194,1.15017948279]"
1.2_1.0_3.0_1.0_4,"[1.90587243932,1.91453534897,1.91976648396,1.92157005149,1.92167121102,1.92136172287,1.92094607153,1.92010842962,1.91842377902,1.91563200027,1.91165312963,1.90647716334,1.90005656968,1.89227668333,1.88289277231,1.87147279793,1.85728310434,1.83881190907]","[1.20130801973,1.19242076922,1.18504971887,1.17868707671,1.17314763097,1.1684556541,1.16462281521,1.16153690659,1.1589736681,1.15665985266,1.15432906107,1.15174810342,1.1487500388,1.14524516135,1.14090367449,1.13531749455,1.12784719586,1.11719120239]","[1.20099346439,1.19200513811,1.18451138073,1.17807866289,1.17252935935,1.16785889528,1.16404928752,1.16097474072,1.15840968187,1.15608300539,1.15372889088,1.15111112513,1.14805357833,1.14444562058,1.13991467863,1.13395298649,1.12566959842,1.11299928242]"
1.2_1.0_3.0_1.0_5,"[1.91337909853,1.91338264174,1.91188544571,1.909713928,1.9073292235,1.90480275488,1.90200706758,1.89878136648,1.89499756957,1.8905518982,1.88532910278,1.87916805546,1.87183313233,1.8629803189,1.85209845866,1.83839336242,1.82054386955,1.79613294697,1.76009501849,1.69947920242,1.57382697586]","[1.18152186961,1.17882642695,1.17664136518,1.17478931054,1.17316203076,1.17168429857,1.17029532914,1.16894092945,1.16756909944,1.16612524721,1.16454538602,1.16274612426,1.16060902847,1.15795365077,1.15448604166,1.14969041191,1.14257465858,1.13098091705,1.10930695538,1.05855498128,0.894207211917]","[1.18136059632,1.17866807327,1.17648607325,1.17463869024,1.17301615197,1.17154182042,1.17015439129,1.16879963033,1.16742553988,1.16597727257,1.16439012106,1.162579297,1.16042387726,1.15773885737,1.15422136731,1.14933660529,1.1420474483,1.13007357625,1.10741083817,1.05341571469,0.879338374174]"
1.2_1.0_3.0_1.0_6,"[1.90523605204,1.93090646971,1.95914243727,1.98987636078,2.00066866482,1.96049127404,1.91859308068,1.89666086404,1.89291778583,1.89693078944,1.90034667736,1.90078773066,1.90154982675,1.89958626585,1.89753601682,1.89286778549,1.88886247408,1.88324931443,1.87639795565]","[1.19006510038,1.19069124604,1.19370102332,1.19958929871,1.1721846467,1.15624620986,1.14954012907,1.14613631208,1.14467391163,1.14422459841,1.14417892293,1.14756533608,1.14537602826,1.14751858512,1.14808476473,1.14858973617,1.14692559131,1.14618014062,1.14689561034]","[1.188753658,1.18839424685,1.18983389431,1.19350820401,1.16919105593,1.15414182737,1.1484776488,1.14577548069,1.14448417789,1.14400510454,1.14388796877,1.14714869419,1.14492480659,1.14698755521,1.14746441756,1.14785219973,1.14602307143,1.14500142502,1.14524043327]"
1.2_1.0_3.0_1.0_7,"[1.88571597791,1.89137559569,1.89342394501,1.89358295372,1.8931686157,1.89270433302,1.89217892207,1.89140510298,1.89023198174,1.88859482891,1.88647884618,1.88386827817,1.88071313037,1.87691413779,1.87231318674,1.86667507825,1.85964735424,1.8506789356,1.83885401471,1.83596215467]","[1.16479438049,1.16335031294,1.16201076753,1.16045326012,1.15884779199,1.15738515146,1.15612021605,1.15500796659,1.15397881767,1.15298049936,1.15198261142,1.15096432677,1.14990152085,1.14875831837,1.14748038804,1.14598417464,1.14413378057,1.14168890718,1.13817789093,1.13493015054]","[1.16465539488,1.1632174618,1.16188138337,1.16033204683,1.15873709803,1.15728378019,1.15602540339,1.15491657374,1.15388770867,1.15288658231,1.15188267301,1.15085471098,1.14977767743,1.14861414631,1.14730713791,1.14576839524,1.1438531448,1.14130292537,1.13760456106,1.1345019131]"
1.2_1.0_3.0_1.0_8,"[1.97196855957,1.97199313046,1.97054816175,1.96847057538,1.96622198142,1.96388732131,1.96136151508,1.95850912467,1.95523179376,1.95146621684,1.94715586181,1.94222471526,1.93656078243,1.93000454357,1.92233349147,1.91323301759,1.90223973418,1.88862522708,1.87111395935,1.85955055322]","[1.17171391299,1.16920032099,1.16709078418,1.16524157707,1.16357049074,1.16201772745,1.16052995565,1.1590561735,1.15754675121,1.15595172783,1.15421742697,1.15228147425,1.15006611766,1.14746900073,1.14434938446,1.14050579964,1.13563654397,1.12926088167,1.12052027628,1.13085126652]","[1.17170548071,1.16918710227,1.16707254584,1.16521866013,1.16354243509,1.1619829907,1.16048605478,1.15899971331,1.15747315576,1.15585460106,1.15408744903,1.15210460486,1.14982057284,1.14711986737,1.14383844517,1.13973103028,1.13440732407,1.12718826651,1.11669112219,1.12537307425]"
1.2_1.0_3.0_1.0_9,"[1.94048653317,1.94155710323,1.94062565246,1.93917748786,1.93772458725,1.93619700175,1.93433269455,1.93190558382,1.92879383111,1.92493490729,1.9202638262,1.9146754629,1.90800900563,1.90003668742,1.89043870151,1.87874551917,1.86421081885,1.8454989535,1.8196303131]","[1.17464363735,1.17156443042,1.16902115593,1.16687959999,1.16508157561,1.16359410976,1.16223258331,1.16087137651,1.15942660369,1.15783403004,1.15602986386,1.15393371502,1.15143286884,1.14836409246,1.14448552978,1.13942490505,1.13257288641,1.1228240983,1.10761213701]","[1.17443145201,1.17133344294,1.16878693952,1.16665006265,1.16485696388,1.16337110197,1.16200753116,1.16064136425,1.15918911862,1.15758581445,1.15576531491,1.15364261213,1.15109641967,1.14794707509,1.14391956466,1.13857026005,1.13112154091,1.12000729749,1.10096025563]"
1.2_1.0_3.0_1.0_10,"[1.90527240364,1.911818368,1.91706715628,1.91990211903,1.92078875655,1.92051868037,1.91961985544,1.91828271198,1.91649844342,1.91419822566,1.91131853034,1.9078036839,1.90358080653,1.89853084726,1.89246004036,1.88506142664,1.87584480937,1.86400601644,1.8527086741]","[1.18088190745,1.1782398472,1.1757867123,1.17343486764,1.17113927975,1.16890824578,1.16676925612,1.16473497015,1.16279155171,1.16090558815,1.15903590679,1.15714015777,1.15517335186,1.15307978924,1.15077925673,1.14814371901,1.14495456509,1.14081490027,1.14007432102]","[1.180593325,1.17803311309,1.17561082906,1.17326680267,1.17097216232,1.16874036595,1.16659888923,1.16455906634,1.16260559359,1.1607035188,1.1588097399,1.15687906947,1.15486212889,1.15269633785,1.15029030092,1.14749647177,1.14405844688,1.13949360172,1.13907189797]"
