SimulationId,cohesion_degree,average_speed,average_direction
2.8_1.2_2.2_0.2_1,"[0.821147368773,0.811667493238,0.798293464131,0.779562796013,0.754755155432,0.719862752388,0.663905075938,0.603355124292]","[2.14834666585,2.14275796443,2.14219079716,2.13192724582,2.12505140869,2.10802884669,2.08642401309,1.93260718447]","[2.14831718984,2.14271891555,2.14211596027,2.13179443974,2.12480652683,2.10749401031,2.08475176445,1.92813879858]"
2.8_1.2_2.2_0.2_2,"[0.929067669925,0.915048069867,0.883965025099]","[2.85909346866,2.87780578687,2.83245513111]","[2.85885496779,2.877449012,2.83090417454]"
2.8_1.2_2.2_0.2_3,"[0.965072423456,0.976433134696,0.983079249112,0.963567352017]","[2.84097421712,2.8235017664,2.84661944474,2.78267174202]","[2.84085880993,2.82341355841,2.84659876572,2.77810867637]"
2.8_1.2_2.2_0.2_4,"[0.806473487169,0.817256859312]","[2.95202145865,2.90850321086]","[2.95074082827,2.90679832741]"
2.8_1.2_2.2_0.2_5,"[0.963019011819,0.96394258719,0.959691730139]","[2.83018879746,2.82626934328,2.82351040934]","[2.83013191391,2.82586762203,2.82231507644]"
2.8_1.2_2.2_0.2_6,"[0.911302720385,0.898848283382,0.903698430014,0.87652213942]","[2.86489970541,2.79252846495,2.73349070869,2.79189456033]","[2.86407124467,2.7908893745,2.73208905153,2.78633188955]"
2.8_1.2_2.2_0.2_7,"[0.862339219026,0.822556268566,0.779357833347,0.736101460234]","[2.86329048933,2.88069022051,2.85273427171,2.77134597236]","[2.86281286392,2.88012403553,2.85195159108,2.77096877374]"
2.8_1.2_2.2_0.2_8,"[0.980191983866,0.980090899188,0.966733252112]","[2.83356821055,2.85020712538,2.78705050027]","[2.83348729101,2.85016451489,2.78692331929]"
2.8_1.2_2.2_0.2_9,"[0.952578668014,0.934172735775,0.908178268542]","[2.83511140487,2.74280990824,2.78061269259]","[2.83489267435,2.74270765943,2.78017937792]"
2.8_1.2_2.2_0.2_10,"[0.900058293254,0.908127927629,0.906851004143]","[2.91196396714,2.86493313922,2.81128295284]","[2.91158667766,2.86452341977,2.80988165181]"
