SimulationId,cohesion_degree,average_speed,average_direction
1.4_0.4_1.4_0.6_1,"[1.01383482027,1.00528620429,1.00081146806,1.00019673223,1.00009269962,0.999821403227,0.999740168223,1.00016989142,0.99944626893,1.00019789912,0.999941308373,0.999620283653,0.99933682768,0.999318249435,0.996774266662,0.984186593639,0.952416036089,0.896197915679]","[1.28877596929,1.24879468735,1.2617856229,1.25656433112,1.25617270458,1.26469467968,1.24436052335,1.25369724038,1.2531857721,1.26481233633,1.26709171238,1.2658444962,1.25543971715,1.25395628063,1.25880270794,1.25868863919,1.25378719232,1.23559122429]","[1.28729034684,1.24829965288,1.26139499102,1.25625240804,1.25600073782,1.2645541401,1.24424679619,1.25362097963,1.25311132964,1.26473930671,1.26703099134,1.26581749498,1.25542622375,1.25393205124,1.25876273574,1.25829581679,1.25229517387,1.23148665431]"
1.4_0.4_1.4_0.6_2,"[1.13206394571,1.1112811125,1.09480294087,1.08085541502,1.07038803503,1.06268801829,1.05552045953,1.05047813469,1.0463351456,1.04180041048,1.03854378682,1.03494139852,1.03152118023,1.02583490352,1.00485094924,0.96475224818]","[1.39120426279,1.39376704378,1.388910542,1.38649363564,1.38480441373,1.38404029192,1.38315663405,1.38301027855,1.38054275248,1.38081491351,1.3801852635,1.37812249483,1.37892689231,1.37862353055,1.36924939518,1.35676225254]","[1.391180633,1.39370924065,1.38889675289,1.38648251307,1.38478198605,1.38403026264,1.38314278072,1.3829691914,1.38053078925,1.38080045225,1.38017451655,1.37809635534,1.37883217977,1.37829932639,1.36734303812,1.34799782321]"
1.4_0.4_1.4_0.6_3,"[1.13033596198,1.12312443699,1.10074901624,1.07145686459,1.05205538795,1.0379857885,1.02637769669,1.01668875783,1.0115603825,1.01131398064,1.0109298733,1.00997668478,1.00884804495,1.00762564762,1.01071747097]","[1.43190792329,1.43154938915,1.39739922378,1.40108768603,1.39993930669,1.39404577201,1.39219217025,1.39059000309,1.38459426661,1.3830290031,1.39332365446,1.39060927128,1.39518700376,1.41766873924,1.41397231367]","[1.43077374229,1.4306256336,1.3970358695,1.40085194271,1.39976829554,1.3939248108,1.39209491932,1.39050520672,1.38454742676,1.38299327872,1.39330559157,1.39051101115,1.39494369129,1.41722098021,1.41364541945]"
1.4_0.4_1.4_0.6_4,"[1.07873948835,1.08468296641,1.05568447793,1.03892840877,1.03931307086,1.04266205795,1.04549417578,1.04749876824,1.04921932182,1.04975432502,1.04930302667,1.04889754983,1.04615539933,1.0331027746,1.00480087695]","[1.36091560217,1.37383803163,1.39190776964,1.38238311173,1.38247645519,1.38619414987,1.38338323155,1.3877521119,1.38508601787,1.38473226017,1.38523742108,1.3819365802,1.38010935881,1.36823744029,1.36914283952]","[1.35980897908,1.37289702043,1.39131027586,1.38222267528,1.38242574675,1.38617748425,1.38336705312,1.38772027137,1.38507512261,1.3847172074,1.38512663088,1.38182542686,1.37994145769,1.36717356028,1.36419722854]"
1.4_0.4_1.4_0.6_5,"[1.04689477489,1.03483450728,1.02538307549,1.01745669123,1.01461468793,1.01331653408,1.01123143034,1.0118694353,1.01155209386,1.01070851875,1.00939142608,1.00708307444,1.00298658918,1.00804780161,1.00900324156]","[1.39084150922,1.38612810899,1.38607133996,1.39000278798,1.38766599542,1.38420064294,1.37875367463,1.38420066029,1.38083133775,1.3765081396,1.37899127527,1.37182925724,1.37249878396,1.34300007573,1.35211892019]","[1.39071476094,1.38602000033,1.38598593485,1.38993987114,1.38762258562,1.3841736781,1.37871300709,1.38418982628,1.3808203216,1.37646619479,1.37894003,1.37170545623,1.37238199387,1.34243372449,1.35034735041]"
1.4_0.4_1.4_0.6_6,"[1.0364944796,1.04554382787,1.05532042831,1.0643821514,1.07107279749,1.08156088354,1.08899319816,1.0907967337,1.08315668247,1.06956282231,1.05846279146,1.04841048543,1.0393260646,1.02445112746,0.99925294396]","[1.40352880139,1.4045440081,1.40614270294,1.40816994929,1.41024303304,1.40847553524,1.40744157533,1.40465015199,1.38293935932,1.39279500695,1.39057045505,1.39391177084,1.39001213884,1.37677098324,1.33398708906]","[1.40294200005,1.40374493785,1.40513400176,1.4070374545,1.40915082431,1.4076058392,1.40685028211,1.40431422765,1.38271874877,1.39273160973,1.39050126061,1.3938276763,1.38981074268,1.3761443121,1.33167498328]"
1.4_0.4_1.4_0.6_7,"[1.12781921728,1.12688511628,1.12362492129,1.10816346355,1.09405022513,1.08352074711,1.07559333764,1.06908804372,1.06380751611,1.05969017431,1.05643020046,1.05332370746,1.04272943792,1.01861162958,0.97957132772,0.920709207783]","[1.3951760639,1.39414990312,1.39305313916,1.39119193264,1.38998448136,1.38890712497,1.38798055228,1.38705339904,1.38608294555,1.38503350146,1.38390045784,1.38222345053,1.37938818763,1.37467132195,1.36666903408,1.35167701114]","[1.3943142366,1.39349943322,1.39260362426,1.3911403059,1.38994961311,1.38887030076,1.38792902932,1.38701804719,1.38607347639,1.38502403731,1.38389915773,1.38221531758,1.37918526971,1.3737494757,1.36398265597,1.34429612385]"
1.4_0.4_1.4_0.6_8,"[1.09692822828,1.09108159367,1.08632373275,1.08237736845,1.07859507744,1.07586592507,1.07357322756,1.07081351665,1.06731833523,1.06393477831,1.05987392128,1.05517993044,1.04952594065,1.04174104999,1.03863152703,1.01459232647]","[1.39939899201,1.39437407662,1.39625374753,1.39325306688,1.39234916773,1.39197187587,1.39039104309,1.38831580394,1.38708775829,1.390421503,1.38940895429,1.3853492675,1.38520376648,1.38658147459,1.38297836532,1.31271534408]","[1.39937106007,1.39435518726,1.39623635699,1.39323527829,1.39232669071,1.39195379218,1.39036883017,1.38827712301,1.38702418007,1.39037451193,1.38931468039,1.38526345243,1.38504030731,1.38621251525,1.38284991771,1.30578230942]"
1.4_0.4_1.4_0.6_9,"[1.04422798471,1.04781344773,1.0500247929,1.05122435558,1.05238289703,1.05209122805,1.05203192127,1.05109377591,1.05040796555,1.04890340195,1.04641191224,1.04330493162,1.03936634813,1.03199501595,1.02024455779]","[1.39483587957,1.39098723702,1.39112545285,1.38996047478,1.39089017117,1.38502063608,1.38502485768,1.3877876641,1.38888131772,1.38731715892,1.38749031442,1.38762091704,1.39095198759,1.38139624522,1.30921123847]","[1.39482950464,1.39097955619,1.3911228185,1.38995659116,1.39088246696,1.38499816443,1.38499283792,1.38776609696,1.38886370681,1.38728159076,1.38745769664,1.38747714251,1.39074955575,1.38079809305,1.30873261045]"
1.4_0.4_1.4_0.6_10,"[1.10432555209,1.10870850429,1.11351905946,1.10046154565,1.08920670902,1.08032326801,1.07354260627,1.06770038702,1.06378997494,1.0601043507,1.05672280483,1.05364762891,1.04943726475,1.03525325158,1.00135101523]","[1.3761068465,1.38275133351,1.37908501563,1.38834364487,1.39350238674,1.3908431823,1.39009046085,1.3893512003,1.38906298839,1.38827079302,1.39012855336,1.38603066103,1.382891768,1.37514371995,1.37448356548]","[1.37498873299,1.38187949763,1.37854134736,1.38831229903,1.39347856078,1.39081596512,1.39005955914,1.38934075629,1.3890435853,1.3882311031,1.39005783213,1.38601053029,1.38276493725,1.37426733737,1.37115846745]"
