SimulationId,cohesion_degree,average_speed,average_direction
1.0_0.2_3.0_1.6_1,"[2.12893830475,2.14662579574,2.16059060321,2.17142490803,2.1795953135,2.18547812294,2.1893840814,2.19071532851,2.19014130387,2.18861288798,2.18618443574,2.18287215601,2.17867113305,2.17353712633,2.16749150872,2.16046950339,2.15242711155,2.14327833768,2.13275254596,2.1204019996,2.10621456806,2.08989093903,2.07109242952,2.04925361248,2.02366259878,1.99302049998]","[0.903835008265,0.904251631281,0.904719487055,0.905222269845,0.905745915586,0.90627696662,0.906802054428,0.924250131865,0.926429524031,0.927676846515,0.921915241925,0.926304116377,0.922391027743,0.924203174261,0.920986651234,0.923903303659,0.91824659723,0.917807226304,0.920919386141,0.926459775064,0.933084126503,0.929561386062,0.929134655974,0.936964458151,0.928266769301,0.927015060695]","[0.903303296871,0.90364883325,0.904048108408,0.90449259926,0.904972222583,0.905475101702,0.905987795629,0.923418142,0.925606119509,0.926860873786,0.921113049436,0.92549903861,0.921589089432,0.923389564321,0.920159979762,0.923042380434,0.917352524322,0.91685374612,0.919887528361,0.925326703785,0.931801286068,0.928096882059,0.927422170529,0.934871425516,0.925710683352,0.92372508237]"
1.0_0.2_3.0_1.6_2,"[2.28411957966,2.32264188655,2.35464720161,2.38113811035,2.40293531315,2.42071103136,2.43501675853,2.44630545702,2.45494899887,2.46125172899,2.46546090799,2.4677746245,2.46834760375,2.46729519466,2.46469568613,2.46059098112,2.4549855343,2.44784334052,2.43908267007,2.42856828763,2.41610138309,2.41282929992,2.41219252313]","[0.997215403465,0.996401631151,0.995664776213,0.994986976144,0.994353492484,0.993752391083,0.99317392991,0.992609944342,0.992053303763,0.991497436676,0.990935895408,0.990361921175,0.989767961575,0.989145078198,0.98848215549,0.987764773566,0.986973519248,0.986081345403,0.985049274115,0.98381911163,0.982300523763,0.99044416915,0.988255321166]","[0.996562507375,0.996008050477,0.995436562656,0.994859808851,0.994283060251,0.993707865802,0.993133550037,0.992558004968,0.991978075091,0.99138969043,0.990787822392,0.990166288344,0.989517394735,0.988831373248,0.98809551827,0.987292861272,0.986400090329,0.985384183912,0.984196751305,0.982764051742,0.980968253863,0.989691576672,0.986775996684]"
1.0_0.2_3.0_1.6_3,"[2.3287195758,2.34532680324,2.35905989145,2.37077451617,2.38049033104,2.38874817827,2.39578027305,2.40193109811,2.40705918453,2.41123116376,2.41481742304,2.41775146719,2.42002817442,2.42181153031,2.42337300946,2.4245919545,2.42546621044,2.42630548191,2.42716898203,2.42817605366,2.42864157917,2.42699416774,2.42379445335]","[0.983767964341,0.983022390544,0.98261358052,0.98302864512,0.982851544443,0.982589756598,0.984079872242,0.984906139384,0.985108599475,0.986997057622,0.984195339332,0.985335472521,0.98465199859,0.987011896886,0.985026055308,0.987169605546,0.991922500577,0.992465362036,0.993690051826,0.994211441033,0.993344964852,0.992096876432,0.990798947717]","[0.982887529231,0.982287956856,0.981966067143,0.982424634653,0.982271050438,0.982014435997,0.983486753382,0.984287603363,0.984455724313,0.986292946767,0.983436987857,0.984501440209,0.983724172984,0.985974528881,0.983843684636,0.985824472404,0.990386886708,0.990672354318,0.991567311364,0.991638974253,0.990112374992,0.987840708587,0.98480614764]"
1.0_0.2_3.0_1.6_4,"[2.20315279264,2.21579105379,2.22696034782,2.23684585041,2.24558884711,2.25329487893,2.26004028018,2.26587683458,2.2708347503,2.27492421577,2.27813568447,2.28043887492,2.28178028031,2.28207873338,2.28121821345,2.27903652198,2.27530753877,2.26971322979,2.2617988867,2.2508999364,2.23601521208,2.21552355477]","[1.01337053142,1.01231210241,1.01127782274,1.01025596883,1.00923590986,1.00820710325,1.00715848143,1.00607810895,1.0049528211,1.00376776207,1.00250579211,1.00114673449,0.999666420188,0.998035470673,0.996217745927,0.994168390866,0.991831485708,0.989137573141,0.986002108616,0.982327674976,0.978014399714,0.972952748098]","[1.01275372368,1.01174627369,1.01074517826,1.00974613026,1.00874079928,1.00771892956,1.00666882379,1.00557733267,1.00442951584,1.00320804631,1.00189236288,1.00045751794,0.998872608418,0.997098598367,0.995085218692,0.992766420779,0.990053481444,0.98682410708,0.982904170761,0.978033602145,0.971785007294,0.963220323539]"
1.0_0.2_3.0_1.6_5,"[2.35231095097,2.37244333777,2.38867430714,2.40160437213,2.41169903882,2.41931891102,2.4247416862,2.42817822934,2.4297841943,2.42966817469,2.42789700957,2.42449858116,2.41946217204,2.41273614617,2.40422230839,2.39376565795,2.38113714301,2.36600495198,2.34788574844,2.3260605239,2.29947161352,2.26632605728,2.22332693964]","[0.99572349894,0.995180338127,0.994659417195,0.994148616132,0.993638367363,0.993120322324,0.992586451194,0.992028354242,0.991436645158,0.990800302522,0.99010589247,0.989336549046,0.988470555531,0.987479288221,0.986324138586,0.984951772421,0.98328662662,0.981218729755,0.978583530337,0.975157018447,0.97066631422,0.964390753964,0.955455929499]","[0.995577343482,0.995035691486,0.994506129508,0.993981046475,0.993453285601,0.992915655436,0.992360507414,0.991779308051,0.991162147763,0.990497124346,0.989769520149,0.988960654161,0.988046222906,0.986993825025,0.985759149743,0.984279908832,0.982465812729,0.980181301188,0.977214296503,0.973244414989,0.967781971609,0.959556301294,0.945942216255]"
1.0_0.2_3.0_1.6_6,"[2.21536009106,2.24700242221,2.27500909269,2.29999890895,2.32245785674,2.34276681254,2.36122283631,2.37805569351,2.39344069848,2.40750865316,2.42035347043,2.4320379637,2.44259822597,2.45204700077,2.46037646649,2.46756092975,2.47356009263,2.47832390243,2.48180067046,2.48395146066,2.48477617728,2.48435987863]","[0.99938487631,0.99907592302,0.99883697476,0.998653909811,0.998516540862,0.998417063169,0.998349014425,0.998306537801,0.998283829708,0.99827470075,0.998272203325,0.998268292066,0.998253487937,0.998216515067,0.998143871349,0.99801927843,0.997822931433,0.99753042921,0.997111203714,0.996526165009,0.995724079453,0.994635466835]","[0.99935319946,0.999039250759,0.998778537585,0.998563113886,0.998386791834,0.998244404654,0.998131277644,0.998042808397,0.99797410147,0.997919623226,0.997872851095,0.997825892863,0.997769046996,0.997690263408,0.99757444253,0.997402472516,0.997149837552,0.996784508099,0.996263584591,0.995527636283,0.994490205932,0.993013385841]"
1.0_0.2_3.0_1.6_7,"[2.26626229151,2.29384735061,2.31778021372,2.33853261553,2.35649168533,2.37197070523,2.3852216059,2.39644615169,2.40580492172,2.41342403993,2.41939987691,2.42380197185,2.4266743498,2.42803529016,2.42787544932,2.42615403515,2.42279243192,2.41766419721,2.41057953054,2.40126080646,2.39238717294,2.38626719481,2.37757045915]","[0.995156644615,0.995058981241,0.994849557555,0.994566575898,0.994234480175,0.99386898626,0.993480086977,0.993073896304,0.992653794678,0.992221132362,0.991775636668,0.991315603505,0.990837910804,0.990337857682,0.989808799086,0.989241500763,0.988623067718,0.987935170451,0.987151042142,0.986230196383,0.98409785927,0.982074641451,0.978932755803]","[0.994921440371,0.994845796909,0.994645443031,0.994363729358,0.994027901891,0.993655114246,0.993256014405,0.992836916632,0.992401122116,0.991949707708,0.991481963828,0.990995580017,0.990486622495,0.989949305943,0.989375519204,0.988754008044,0.988069026633,0.987298102417,0.98640822838,0.985349092714,0.983145947156,0.980843736795,0.977289305526]"
1.0_0.2_3.0_1.6_8,"[2.41064289967,2.43146604822,2.44835261289,2.46189033574,2.47254094333,2.480667927,2.48655664526,2.49042898162,2.49245400866,2.49275560494,2.49141762747,2.48848698963,2.48397478666,2.47785541317,2.47006339822,2.46048741056,2.44896052683,2.43524539798,2.41901248379,2.39980953454,2.37702271419,2.34983915373,2.31726470527]","[0.99467582721,0.99420507968,0.993744187896,0.993283966453,0.992816650019,0.992335073425,0.991832083112,0.991300052841,0.990730422853,0.990113201114,0.989436369152,0.988685127969,0.987840902549,0.986879996376,0.985771750613,0.984476022149,0.982939776622,0.981092680809,0.978842019035,0.976068707572,0.97263016675,0.968384466999,0.963387622804]","[0.994671417349,0.994199693552,0.993731321918,0.993259504864,0.992777715928,0.992279304153,0.991757139295,0.99120324455,0.990608373585,0.98996148627,0.989249065381,0.988454193642,0.987555272352,0.986524201082,0.985323737962,0.983903597006,0.982194570883,0.980099523341,0.977479346853,0.974130633271,0.969748733853,0.963858251316,0.955745214014]"
1.0_0.2_3.0_1.6_9,"[2.32123933325,2.34457411743,2.36379916223,2.37955400699,2.39232906773,2.40249969822,2.41035099582,2.41609595948,2.41988871403,2.42183393419,2.42199320625,2.42038877603,2.41700489898,2.41178679932,2.40463703931,2.39540889304,2.38389615054,2.3698188032,2.35280475061,2.33237026873,2.30790906082,2.27870959427]","[1.00171122536,1.00059631695,0.999544205359,0.998541370022,0.997575678615,0.996635597106,0.99570959451,0.994785627608,0.993850630907,0.992889953094,0.991886684466,0.99082081529,0.989668156036,0.988398941298,0.986976040623,0.985352737404,0.983470172863,0.981254919075,0.978617986925,0.975458124594,0.971673446583,0.967175038651]","[1.00147969318,1.00035535094,0.999290462224,0.998272998945,0.997291231035,0.996333399493,0.99538734735,0.994440089024,0.993477289265,0.992482609103,0.991436856796,0.990316853584,0.989093882023,0.987731520748,0.986182571448,0.984384631592,0.98225362407,0.979674179512,0.976484907446,0.972454104608,0.967231003689,0.960195688191]"
1.0_0.2_3.0_1.6_10,"[2.29035413796,2.31557788269,2.33842554802,2.35781542506,2.37451936117,2.38866831038,2.40056717183,2.41047178237,2.41854754526,2.42495075799,2.42979022581,2.43312248666,2.43498142505,2.43536613791,2.43439650787,2.43190313518,2.42793697305,2.42205388003,2.4144310164,2.40453648082,2.39209952087,2.3767323308]","[0.996064375992,0.995478040264,0.993840053608,0.994166300182,0.993493820326,0.99294003781,0.99245092481,0.992017095312,0.991526995691,0.990974389036,0.990334476085,0.989546475752,0.98858804978,0.986840259508,0.987756544401,0.986791498791,0.985643926137,0.984266775389,0.982541066408,0.981267452824,0.977741931019,0.975819751391]","[0.995938516189,0.995363404647,0.993724984533,0.994040791865,0.993352667971,0.992777404697,0.992261526853,0.991795359625,0.991267082258,0.99066922649,0.989975276271,0.98912197751,0.988083056333,0.986228053248,0.987024971415,0.985899277785,0.984542184029,0.982887421862,0.98078284826,0.978967020674,0.974662360084,0.971437418256]"
