SimulationId,cohesion_degree,average_speed,average_direction
2.4_1.4_3.8_1.4_1,"[2.30064603263,2.28555006138,2.26683861803,2.24439653303,2.21573973479,2.18153872627,2.14431675265,2.10721525613,2.07267093676,2.04028301782,2.00496035161,1.95576920032]","[1.56967908178,1.60432257604,1.65389159834,1.70300983705,1.73860488977,1.74822145042,1.74276804919,1.73350190579,1.71546211187,1.69090495731,1.66805883792,1.6487781771]","[1.56289907452,1.59415619944,1.64161552272,1.6935452749,1.73448949512,1.7472626663,1.74240525396,1.73323136308,1.71521675959,1.69010220856,1.66553038335,1.641175966]"
2.4_1.4_3.8_1.4_2,"[2.60255914919,2.61785659912,2.6128290613,2.58677887974,2.54460100789]","[2.37007953927,2.35755117893,2.34667148124,2.33487282829,2.31870856127]","[2.36954896589,2.35709932895,2.34566588341,2.33275189211,2.31449323369]"
2.4_1.4_3.8_1.4_3,"[2.60269255976,2.58802192693,2.59876246671,2.58640268398,2.58069544175]","[2.33576839927,2.32569633359,2.34548143126,2.34050137361,2.33588606457]","[2.33449792682,2.32336021253,2.34221013682,2.33552320125,2.32717408749]"
2.4_1.4_3.8_1.4_4,"[2.58816617879,2.58224168907,2.56931707472,2.54763615612,2.49807055437,2.26494521221,1.6470787841]","[2.38436995364,2.37110367684,2.33844216709,2.28806869416,2.19986655577,1.68718217123,0.87031968165]","[2.38342902664,2.36988847488,2.33643040961,2.28377740902,2.18502095699,1.62986926709,0.789107930617]"
2.4_1.4_3.8_1.4_5,"[2.61454516254,2.59713361049,2.56223348816,2.51276800267,2.43664546378,2.25599735422,1.70863165397]","[2.38504335382,2.37169147001,2.35584415743,2.33226678419,2.28343632408,2.04910052733,1.18488206285]","[2.38473123863,2.37098697275,2.35469907554,2.33019219012,2.27709493899,2.00674323079,1.13579998886]"
2.4_1.4_3.8_1.4_6,"[2.69386854309,2.6709185264,2.6528741483,2.63059625202,2.2084481126]","[2.39926580176,2.36071579627,2.38546181091,2.3503907344,2.34895989116]","[2.39820183715,2.35967468966,2.38425972974,2.34832022694,2.34589084657]"
2.4_1.4_3.8_1.4_7,"[2.63324582982,2.61716527709,2.59834574906,2.57695954467,2.54825635944]","[2.37694383866,2.36576231636,2.35567304236,2.34462460394,2.33005440179]","[2.37643367111,2.36493328305,2.35442416742,2.3427599141,2.32684682948]"
2.4_1.4_3.8_1.4_8,"[2.65783013071,2.65217637562,2.62619736192,2.58428949156,2.522732483]","[2.37951389734,2.36659439862,2.35218562433,2.33212772896,2.29671184367]","[2.37931694388,2.36597115033,2.35093496386,2.32963859294,2.28979022243]"
2.4_1.4_3.8_1.4_9,"[2.63787985616,2.62410936838,2.59138746647,2.54458215382,2.47337227554]","[2.37296740737,2.36109676171,2.34558131716,2.32184376204,2.27464252254]","[2.37243031243,2.35998729502,2.34380171303,2.3183455323,2.26268660521]"
2.4_1.4_3.8_1.4_10,"[2.60952712047,2.62546722606,2.62221207723,2.59853904658,2.17439891142]","[2.37975329157,2.36835540852,2.35713630155,2.34292499656,2.28220510084]","[2.37929428824,2.36745801457,2.35511597262,2.33876124058,2.27929660698]"
