SimulationId,Naverage,Taverage,Bottleneck
332454_1,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -4.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 14.0, ""force_unit"": 2.0}]"
332454_2,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -5.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 19.0, ""force_unit"": 2.0}]"
332454_3,2,6,[]
332454_4,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -29.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 25.0, ""force_unit"": 2.0}]"
332454_5,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -17.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 15.0, ""force_unit"": 2.0}]"
332454_6,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -5.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 4.0, ""force_unit"": 2.0}]"
332454_7,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -13.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 9.0, ""force_unit"": 2.0}]"
332454_8,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -21.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 27.0, ""force_unit"": 2.0}]"
332454_9,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -29.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 23.0, ""force_unit"": 2.0}]"
332454_10,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -16.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 5.0, ""force_unit"": 2.0}]"
332454_11,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -25.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 25.0, ""force_unit"": 2.0}]"
332454_12,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -13.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 8.0, ""force_unit"": 2.0}]"
332454_13,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -12.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 9.0, ""force_unit"": 2.0}]"
332454_14,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -10.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 27.0, ""force_unit"": 2.0}]"
332454_15,2,5,[]
332454_16,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -12.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 6.0, ""force_unit"": 2.0}]"
332454_17,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -28.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 14.0, ""force_unit"": 2.0}]"
332454_18,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -22.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 28.0, ""force_unit"": 2.0}]"
332454_19,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -30.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 12.0, ""force_unit"": 2.0}]"
332454_20,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -29.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 17.0, ""force_unit"": 2.0}]"
332454_21,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -27.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 23.0, ""force_unit"": 2.0}]"
332454_22,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -8.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 2.0, ""force_unit"": 2.0}]"
332454_23,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -24.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 24.0, ""force_unit"": 2.0}]"
332454_24,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -22.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 4.0, ""force_unit"": 2.0}]"
332454_25,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -20.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 11.0, ""force_unit"": 2.0}]"
332454_26,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -15.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 19.0, ""force_unit"": 2.0}]"
332454_27,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -23.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 22.0, ""force_unit"": 2.0}]"
332454_28,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -10.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 13.0, ""force_unit"": 2.0}]"
332454_29,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -23.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 15.0, ""force_unit"": 2.0}]"
332454_30,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -30.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 13.0, ""force_unit"": 2.0}]"
332454_31,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -26.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 8.0, ""force_unit"": 2.0}]"
332454_32,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -5.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 18.0, ""force_unit"": 2.0}]"
332454_33,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -4.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 7.0, ""force_unit"": 2.0}]"
332454_34,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -11.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 13.0, ""force_unit"": 2.0}]"
332454_35,0,0,"[{""velocity"": -1.0880185641326534e-14, ""desired_force_tracking"": 1.8987379201189603, ""position"": -1.18671120007435, ""interaction_force_tracking"": -1.8987379201189711, ""distance_travelled"": 2.7867112000743504, ""id"": 1.0, ""time_travelled"": 50.00999999999862, ""initial_position"": -5.0, ""force_unit"": 10.0}, {""velocity"": -2.7200464103316335e-15, ""desired_force_tracking"": -0.37974758402379694, ""position"": 0.47468448002974617, ""interaction_force_tracking"": 0.3797475840237942, ""distance_travelled"": 0.3253155199702539, ""id"": 2.0, ""time_travelled"": 50.00999999999862, ""initial_position"": 7.0, ""force_unit"": 2.0}]"
