SimulationId,Naverage,Taverage,Bottleneck
971777_1,0,0,"[{""interaction_force_tracking"": -1.0613797321937586, ""initial_position"": -10.0, ""time_travelled"": 50.00999999999862, ""position"": -0.6633623326210958, ""desired_force_tracking"": 1.0613797321937533, ""id"": 1.0, ""velocity"": -5.329070518200751e-15, ""distance_travelled"": 2.263362332621096, ""force_unit"": 4.0}, {""interaction_force_tracking"": 0.5306898660968793, ""initial_position"": 16.0, ""time_travelled"": 50.00999999999862, ""position"": 0.663362332621106, ""desired_force_tracking"": -0.5306898660968848, ""id"": 2.0, ""velocity"": -5.551115123125783e-15, ""distance_travelled"": 0.13663766737889405, ""force_unit"": 2.0}]"
971777_2,0,0,"[{""interaction_force_tracking"": -1.061379732193762, ""initial_position"": -15.0, ""time_travelled"": 50.00999999999862, ""position"": -0.6633623326211046, ""desired_force_tracking"": 1.0613797321937672, ""id"": 1.0, ""velocity"": 5.329070518200751e-15, ""distance_travelled"": 2.2633623326211048, ""force_unit"": 4.0}, {""interaction_force_tracking"": 0.530689866096881, ""initial_position"": 2.0, ""time_travelled"": 50.00999999999862, ""position"": 0.6633623326210942, ""desired_force_tracking"": -0.5306898660968754, ""id"": 2.0, ""velocity"": 5.551115123125783e-15, ""distance_travelled"": 0.1366376673789058, ""force_unit"": 2.0}]"
971777_3,0,0,"[{""interaction_force_tracking"": -1.0613797321937586, ""initial_position"": -4.0, ""time_travelled"": 50.00999999999862, ""position"": -0.6633623326210958, ""desired_force_tracking"": 1.0613797321937533, ""id"": 1.0, ""velocity"": -5.329070518200751e-15, ""distance_travelled"": 2.263362332621096, ""force_unit"": 4.0}, {""interaction_force_tracking"": 0.5306898660968793, ""initial_position"": 12.0, ""time_travelled"": 50.00999999999862, ""position"": 0.663362332621106, ""desired_force_tracking"": -0.5306898660968848, ""id"": 2.0, ""velocity"": -5.551115123125783e-15, ""distance_travelled"": 0.13663766737889405, ""force_unit"": 2.0}]"
971777_4,0,0,"[{""interaction_force_tracking"": -1.0613797321937586, ""initial_position"": -23.0, ""time_travelled"": 50.00999999999862, ""position"": -0.6633623326210958, ""desired_force_tracking"": 1.0613797321937533, ""id"": 1.0, ""velocity"": -5.329070518200751e-15, ""distance_travelled"": 2.263362332621096, ""force_unit"": 4.0}, {""interaction_force_tracking"": 0.5306898660968793, ""initial_position"": 22.0, ""time_travelled"": 50.00999999999862, ""position"": 0.663362332621106, ""desired_force_tracking"": -0.5306898660968848, ""id"": 2.0, ""velocity"": -5.551115123125783e-15, ""distance_travelled"": 0.13663766737889405, ""force_unit"": 2.0}]"
971777_5,0,0,"[{""interaction_force_tracking"": -1.0613797321937586, ""initial_position"": -18.0, ""time_travelled"": 50.00999999999862, ""position"": -0.6633623326210958, ""desired_force_tracking"": 1.0613797321937533, ""id"": 1.0, ""velocity"": -5.329070518200751e-15, ""distance_travelled"": 2.263362332621096, ""force_unit"": 4.0}, {""interaction_force_tracking"": 0.5306898660968793, ""initial_position"": 18.0, ""time_travelled"": 50.00999999999862, ""position"": 0.663362332621106, ""desired_force_tracking"": -0.5306898660968848, ""id"": 2.0, ""velocity"": -5.551115123125783e-15, ""distance_travelled"": 0.13663766737889405, ""force_unit"": 2.0}]"
971777_6,0,0,"[{""interaction_force_tracking"": -1.0613797321937586, ""initial_position"": -21.0, ""time_travelled"": 50.00999999999862, ""position"": -0.6633623326210958, ""desired_force_tracking"": 1.0613797321937533, ""id"": 1.0, ""velocity"": -5.329070518200751e-15, ""distance_travelled"": 2.263362332621096, ""force_unit"": 4.0}, {""interaction_force_tracking"": 0.5306898660968793, ""initial_position"": 16.0, ""time_travelled"": 50.00999999999862, ""position"": 0.663362332621106, ""desired_force_tracking"": -0.5306898660968848, ""id"": 2.0, ""velocity"": -5.551115123125783e-15, ""distance_travelled"": 0.13663766737889405, ""force_unit"": 2.0}]"
971777_7,0,0,"[{""interaction_force_tracking"": -1.0613797321937586, ""initial_position"": -24.0, ""time_travelled"": 50.00999999999862, ""position"": -0.6633623326210958, ""desired_force_tracking"": 1.0613797321937533, ""id"": 1.0, ""velocity"": -5.329070518200751e-15, ""distance_travelled"": 2.263362332621096, ""force_unit"": 4.0}, {""interaction_force_tracking"": 0.5306898660968793, ""initial_position"": 28.0, ""time_travelled"": 50.00999999999862, ""position"": 0.663362332621106, ""desired_force_tracking"": -0.5306898660968848, ""id"": 2.0, ""velocity"": -5.551115123125783e-15, ""distance_travelled"": 0.13663766737889405, ""force_unit"": 2.0}]"
971777_8,0,0,"[{""interaction_force_tracking"": -1.0613797321937586, ""initial_position"": -6.0, ""time_travelled"": 50.00999999999862, ""position"": -0.6633623326210958, ""desired_force_tracking"": 1.0613797321937533, ""id"": 1.0, ""velocity"": -5.329070518200751e-15, ""distance_travelled"": 2.263362332621096, ""force_unit"": 4.0}, {""interaction_force_tracking"": 0.5306898660968793, ""initial_position"": 15.0, ""time_travelled"": 50.00999999999862, ""position"": 0.663362332621106, ""desired_force_tracking"": -0.5306898660968848, ""id"": 2.0, ""velocity"": -5.551115123125783e-15, ""distance_travelled"": 0.13663766737889405, ""force_unit"": 2.0}]"
971777_9,0,0,"[{""interaction_force_tracking"": -1.0613797321937586, ""initial_position"": -25.0, ""time_travelled"": 50.00999999999862, ""position"": -0.6633623326210958, ""desired_force_tracking"": 1.0613797321937533, ""id"": 1.0, ""velocity"": -5.329070518200751e-15, ""distance_travelled"": 2.263362332621096, ""force_unit"": 4.0}, {""interaction_force_tracking"": 0.5306898660968793, ""initial_position"": 29.0, ""time_travelled"": 50.00999999999862, ""position"": 0.663362332621106, ""desired_force_tracking"": -0.5306898660968848, ""id"": 2.0, ""velocity"": -5.551115123125783e-15, ""distance_travelled"": 0.13663766737889405, ""force_unit"": 2.0}]"
971777_10,0,0,"[{""interaction_force_tracking"": -1.061379732193762, ""initial_position"": -13.0, ""time_travelled"": 50.00999999999862, ""position"": -0.6633623326211046, ""desired_force_tracking"": 1.0613797321937672, ""id"": 1.0, ""velocity"": 5.329070518200751e-15, ""distance_travelled"": 2.2633623326211048, ""force_unit"": 4.0}, {""interaction_force_tracking"": 0.530689866096881, ""initial_position"": 2.0, ""time_travelled"": 50.00999999999862, ""position"": 0.6633623326210942, ""desired_force_tracking"": -0.5306898660968754, ""id"": 2.0, ""velocity"": 5.551115123125783e-15, ""distance_travelled"": 0.1366376673789058, ""force_unit"": 2.0}]"
971777_11,0,0,"[{""interaction_force_tracking"": -1.0613797321937586, ""initial_position"": -16.0, ""time_travelled"": 50.00999999999862, ""position"": -0.6633623326210958, ""desired_force_tracking"": 1.0613797321937533, ""id"": 1.0, ""velocity"": -5.329070518200751e-15, ""distance_travelled"": 2.263362332621096, ""force_unit"": 4.0}, {""interaction_force_tracking"": 0.5306898660968793, ""initial_position"": 16.0, ""time_travelled"": 50.00999999999862, ""position"": 0.663362332621106, ""desired_force_tracking"": -0.5306898660968848, ""id"": 2.0, ""velocity"": -5.551115123125783e-15, ""distance_travelled"": 0.13663766737889405, ""force_unit"": 2.0}]"
