SimulationId,cohesion_degree,average_speed,average_direction
1.0_0.2_1.0_0.2_1.0_0.8_1,"[1.2117679955718998,1.127143751928823,1.0309622972114016,0.9178079862681429,0.7788886267662958,0.6049884960060032,0.4408006995169666,0.4071262765448271,0.40811152328511974,0.4082440676545119,0.4081805265358403,0.4079489979864689,0.40763221546676076,0.40724575279189246,0.4067832390585172,0.40622691609239336,0.40554879163641583,0.40470566543325237,0.4036275385144753,0.4021929051505083,0.4001701888232569,0.39705103739947945,0.39140774973786285]","[1.0066393669570919,1.0070258026118757,1.0079113949756306,1.0098347504522087,1.0134867968612296,1.0188738825360246,1.0097511470337865,1.0053107424579775,1.004859867859738,1.0045343844145371,1.0042532097033665,1.003997837874905,1.0037589088866041,1.0035297993615975,1.003304059946506,1.0030737108898968,1.0028272684591408,1.0025461451286664,1.0021967223137112,1.0017104395130718,1.0009250936427532,0.9993666325149843,0.995053340927617]","[1.0034653257137855,1.0032405159125288,1.0031241404644438,1.003278771820585,1.0035746360005884,1.0042131200799005,1.0049928370613757,1.005047937878016,1.0047593450102617,1.0044740165159232,1.0042120650242499,1.003966975475475,1.0037340524818927,1.0035089200662441,1.0032861286274741,1.0030581115899446,1.0028134850783343,1.0025335254154424,1.002184163090536,1.0016956581248533,1.000902195019265,0.9993147831833882,0.9948474301156013]"
1.0_0.2_1.0_0.2_1.0_0.8_2,"[0.40845227180660953,0.3967663118520274,0.3929549139355954,0.3907175250517155,0.38911010933009416,0.3879012365053583,0.38693073658634225,0.38610729370590935,0.385375309922114,0.38470050290359464,0.38406167977040295,0.3834457332569626,0.3828444630975619,0.38225249979982456,0.38166593668513443,0.38108146997057885,0.380495986746957,0.37990669295102897,0.379312141241269,0.3787151292634722,0.3781299403223727,0.3775999307620705,0.3772365936805154,0.3772567689632072]","[1.0099721252364795,1.0090747211357254,1.008362394927973,1.0077045714680453,1.0071216159406071,1.0066053504240202,1.0061467039964118,1.0057370123604412,1.0053685062509017,1.0050343369032477,1.0047284222036592,1.0044452242849478,1.0041794822438403,1.00392588095003,1.0036786004559852,1.0034306352412505,1.003172662888911,1.0028909991465058,1.002563594974363,1.002151513299896,1.0015789264481438,1.0006801559127219,0.9990349028916784,0.9953023312720368]","[1.0097507683536804,1.0090694269364335,1.0083543903064973,1.007701055941623,1.0071201841735722,1.006604794896141,1.0061465056948182,1.0057369112764822,1.0053683729617164,1.0050341158531362,1.0047280980618567,1.0044447999485488,1.0041789632300575,1.0039252623395711,1.0036778525849062,1.0034296826212274,1.0031713452905673,1.0028889882700196,1.0025601946664953,1.0021451226912277,1.0015653842749395,1.0006466439590667,0.9989317063056136,0.9948705906174288]"
1.0_0.2_1.0_0.2_1.0_0.8_3,"[2.2539312637639695,2.244647922932504,2.2355168099643925,2.226532842672016,2.217706769556693,2.209047957793696,2.2005642085973545,2.1922621481772917,2.1841475003514224,2.176225282669815,2.1684999514389385,2.1609755135775894,2.1536556192436995,2.1465436468479995,2.139642791858452,2.1329561733122495,2.126486978767031,2.1202386833716753,2.114215411001319,2.108422578162853,2.1028681390084243,2.0975652424878555]","[1.005418108049995,1.0048347071593322,1.00435160272859,1.0039496392807812,1.0036107954892288,1.003321508540905,1.003071678156472,1.0028536575255247,1.0026615423441956,1.002490679759325,1.0023373224657566,1.0021983765357787,1.0020712080264906,1.0019534828795298,1.0018430184858376,1.001737623751631,1.0016348956699683,1.0015319183736862,1.0014247602313184,1.001307545914186,1.0011705808678761,1.0009961709298483]","[1.005033485115997,1.0044600106996797,1.0039810496042922,1.0035824422603705,1.0032466823829123,1.0029603350118768,1.002713369319336,1.002498184504287,1.002308908844218,1.002140913166641,1.0019904674952982,1.0018544905394786,1.001730357473009,1.001615740697836,1.0015084620517876,1.0014063333231755,1.0013069530426884,1.0012074054173374,1.0011037568003673,1.0009901268786159,1.0008568170312466,1.000686193142793]"
1.0_0.2_1.0_0.2_1.0_0.8_4,"[0.7875602043560037,0.6489143771675596,0.5349731905329597,0.4538468432801122,0.4194183273672435,0.40929868040987155,0.40883606235085257,0.4085552100074869,0.40829456242263956,0.40807594327068586,0.4078614272932161,0.40761451975169904,0.4073091513790715,0.4069291678035121,0.4064614479663664,0.4058884608152377,0.405181737228418,0.40429395665211365,0.4031448788554844,0.4015909274378737,0.399349253932954,0.39576652758429554,0.3888188667440698]","[1.0161208768745618,1.015221193143502,1.0139870273067833,1.0106053503923174,1.008478550741686,1.0060751870855993,1.0053993936343324,1.0049658681667406,1.0045942625082127,1.0042683358841928,1.0039800515339636,1.0037208399184727,1.0034819796670695,1.0032552148419247,1.0030322839348615,1.0028035572599474,1.002555674250729,1.0022670647905518,1.0018980316331347,1.0013651497451685,1.0004620102301374,0.9985400345939107,0.9924631232719259]","[1.0058224651605887,1.0060698977933424,1.0063352980527314,1.006436341185627,1.0062024868815096,1.0057637115794227,1.0053169876318444,1.0049121085133967,1.0045553373258567,1.004240298588443,1.0039596162975304,1.0037053697304825,1.0034697502943017,1.0032451834086848,1.0030237688495922,1.0027960195154395,1.0025485677359083,1.0022596665690595,1.001889109014117,1.0013520616178972,1.0004375918271822,0.9984776381442092,0.9921877037524635]"
1.0_0.2_1.0_0.2_1.0_0.8_5,"[1.3568956229740967,1.2497556750517869,1.1436413374543841,1.0378557390486522,0.9246749511289176,0.7928333443384858,0.6436607385251482,0.5138810947475724,0.44129298700812375,0.4060189505571099,0.385080424631295,0.3827482083599027,0.38223321570354385,0.3816545374880945,0.38108165376404635,0.3805123833365595,0.3799439162201458,0.379370991540002,0.3787870363445595,0.3781850197835824,0.37755960573871955,0.37691268871895706,0.3762681134168505,0.37571011250788755,0.37546525088377175]","[1.009561877184183,1.0106695126101761,1.0114125233044804,1.011728271136962,1.0131605448231837,1.0158830604074596,1.0165751270450667,1.0116017942380255,1.00857766656406,1.0079249811413233,1.0060721838628233,1.00560233535879,1.0052811863459195,1.0049805290523084,1.0046956029771976,1.0044205623676485,1.0041482450262396,1.0038693247943133,1.0035703606376853,1.0032299431272527,1.0028105011545783,1.0022390748377625,1.001356365333383,0.9997585494240842,0.9961781344845697]","[1.0056366498133833,1.0061189249233524,1.0063926726761854,1.0063675545274036,1.0061473961999414,1.0059377621754717,1.0058550415368153,1.0058130722740641,1.005744429557893,1.005856753318804,1.0058555815489565,1.0055943809846104,1.0052794589678293,1.004979101628451,1.004694259821537,1.0044192423112972,1.0041468513388103,1.0038676859087912,1.0035681633182412,1.003226571512191,1.002804608187636,1.0022272826108847,1.0013285545084547,0.9996761244954714,0.9958363011166271]"
1.0_0.2_1.0_0.2_1.0_0.8_6,"[1.2484327762919072,1.1690293242952332,1.0829632940485128,0.987404359020829,0.8822979658485126,0.7787938109598737,0.6983704008263567,0.6309769497347656,0.5603247414524101,0.47907618592684387,0.4174452513672531,0.4078781557373651,0.40713498969658996,0.4064457866670563,0.4057521580552687,0.40499221706935984,0.40410095029634174,0.40299032019573156,0.4015241302613738,0.3994527406680188,0.39623030114094576,0.39029957132133586]","[1.0088122661913197,1.009320028424473,1.0104801810129984,1.0127304118199023,1.0152091441893003,1.009784985988697,1.0063211360925783,1.0058632978588664,1.006061340867397,1.0063288746818038,1.0061747313446292,1.0055799180687142,1.0051402105562715,1.0048100457604623,1.00449738795573,1.0041765713977822,1.003827848411415,1.0034177146701624,1.0028778666414346,1.0020461487793635,1.0004439412677586,0.9960180758201276]","[1.0050857939875637,1.0048049968544128,1.0045782437249795,1.0044481183933116,1.0044275625393628,1.0045020367377946,1.0046100288933928,1.0047988868195425,1.005091246352671,1.0054558805720466,1.0056447126166232,1.0054209674328685,1.005113813079349,1.0048061659814969,1.0044962180658392,1.004175023891716,1.0038251364977275,1.0034131059943943,1.0028697864349367,1.0020303318688497,1.0004054741649038,0.9958709216209062]"
1.0_0.2_1.0_0.2_1.0_0.8_7,"[2.125597981554419,2.0629880949780426,1.9972825723574719,1.9278701373440665,1.854335047733418,1.7770723665122492,1.698387202937959,1.6215196738899487,1.5447516414084976,1.472485736157245,1.431516565319734,1.4161710446877174,1.4022099662980911,1.3878309440070082,1.3745030900891357,1.3621601423999021,1.350419638783832,1.3392150602044517,1.3285629289592344,1.3184802502694133,1.3089744180557499,1.3000435446451064]","[1.003846705701239,1.0041551108183386,1.0046127608804514,1.0052737593666774,1.0062114893249974,1.0074001850526468,1.0079894238664795,1.0066463833197645,1.0062676573967742,1.0060493980682754,1.0052615393052395,1.0052714183134541,1.0051191801467734,1.0045721773625775,1.0042517032664662,1.0040373781154603,1.0038361803980655,1.0036355178027916,1.0034289645228895,1.0032068843319384,1.002952441054799,1.0026330880696261]","[1.0010164680138027,1.0010930706169945,1.0012190573149695,1.0013995870893788,1.0016452045720554,1.0019705921138617,1.002378519699612,1.0027867941556026,1.00305745280598,1.003283963471829,1.003534466082379,1.0036912832674618,1.0036713667164585,1.0035329360984802,1.003350193280194,1.003160733460575,1.0029721037605772,1.0027830310083772,1.0025887468490393,1.0023802785233114,1.0021415844867412,1.0018430773736458]"
1.0_0.2_1.0_0.2_1.0_0.8_8,"[0.6599450840121335,0.6001689033183254,0.5305052006692612,0.4539384717503797,0.414612985611473,0.41089074883005094,0.41022050065585314,0.4097692549686607,0.40937409152580917,0.40901364373250815,0.4086638653006499,0.40830624961950635,0.40792680609187126,0.40751266009814524,0.40704957280359394,0.4065197137973633,0.4058988736036933,0.4051521033080161,0.40422596034153324,0.4030332820904431,0.4014198834398711,0.39908057727986584,0.39529690435545073]","[1.0059168622083459,1.0064543796405785,1.0077056043577426,1.007624702123412,1.0062937636154536,1.0054645723832387,1.0050007269588137,1.0046723375089373,1.0043861036512889,1.0041250892939537,1.003884389465047,1.0036602357548687,1.0034487842305269,1.0032458731136666,1.0030466868252261,1.0028451342912958,1.0026327020830301,1.0023962280415943,1.002113219543992,1.0017409589818835,1.001187613557061,1.000220504590216,0.9980830574323019]","[1.0041202507728195,1.0041625213703935,1.0046646617062844,1.0054018109416105,1.0055892917761575,1.0053044525816266,1.0049741117958333,1.0046670619688798,1.0043844036035954,1.0041241767753974,1.0038836688306447,1.0036595347257156,1.0034480290912131,1.0032450071432246,1.0030456404790906,1.0028438034209852,1.002630916356866,1.0023936889227083,1.0021093604449933,1.001734588004258,1.001175843942219,1.0001947467542962,0.9980076455433464]"
1.0_0.2_1.0_0.2_1.0_0.8_9,"[1.7587499978990373,1.7199954366541768,1.6949720250282485,1.6729469240677435,1.6524526448874064,1.6331588707244322,1.6148915713799041,1.5975533748364639,1.5810832565552146,1.5654405999119827,1.550598940088849,1.5365425280345884,1.5232637553853752,1.5107609624024927,1.4990365332693327,1.4880952446867057,1.4779428164256903,1.46858458697934,1.4600242143431912,1.45226227999038,1.4452946887477693,1.4391112590047082]","[1.0083954413933192,1.0036647654455866,1.0028762384333623,1.0024959131528193,1.002211026925588,1.0019917824328495,1.001817099404377,1.0016736279724356,1.0015526577874057,1.001448086259645,1.001355467049411,1.001271451192853,1.0011933913484408,1.0011190388335298,1.001046290231896,1.0009729409406372,1.0008963919624159,1.0008132267170597,1.0007185036190096,1.0006044376302998,1.0004576976720971,1.0002532655574563]","[1.0021531234068994,1.0019118006192462,1.0015999824753847,1.0013125100787106,1.0010684671004335,1.0008707605284968,1.0007092796512032,1.0005747103838467,1.000460360284753,1.0003612741067056,1.0002736836318122,1.0001946448304566,1.0001217574515997,1.0000529309372699,0.999986170887165,0.9999193557970996,0.9998499593645338,0.9997746427402575,0.9996885737039504,0.9995841784760089,0.9994487022646945,0.9992597141712171]"
1.0_0.2_1.0_0.2_1.0_0.8_10,"[1.9681411640647575,1.942055894072722,1.9176969949311904,1.8950546959724002,1.8736666517874845,1.8529863214800026,1.8328333558571,1.8133372678837045,1.7945616821675376,1.776289572947288,1.7580643144776247,1.7394485680332248,1.7203275251928223,1.7008518257499563,1.6811626956133914,1.661304994522153,1.6412692943781422,1.621025171430387,1.6005310760691258,1.5797347258414143,1.5585712616056315,1.536962459333405]","[1.0054225094880866,1.0055342861974896,1.0056206351446313,1.0055307952017023,1.0052938979261863,1.0050393699935898,1.0048448006009454,1.0047283591608334,1.004583341044739,1.0043944025103504,1.004191590353988,1.0040101712920384,1.0038523736210485,1.0037044338353134,1.0035630629160914,1.003427729530315,1.0032958134176382,1.0031629446618024,1.0030229278782326,1.002866279261595,1.0026763744956049,1.0024196782519597]","[1.004716219720716,1.0048598248113958,1.0049891997781433,1.004918208342001,1.0046350900491983,1.0042951481638807,1.0040035962612999,1.0038243753967175,1.0037033217469675,1.003619595608591,1.0035388811709935,1.0034312896790132,1.003297539463472,1.0031571967415656,1.003022628810571,1.0028964695574458,1.0027769708963483,1.0026603264754361,1.0025406355754285,1.0024083653911124,1.002246543468657,1.002021324825715]"
