SimulationId,cohesion_degree,average_speed,average_direction
2.6_0.2_1.0_0.2_1.0_0.2_1,"[0.9839704059638844,0.9145181857406047]","[2.6036964428624736,2.603254844548707]","[2.6003893444620982,2.5999495400287813]"
2.6_0.2_1.0_0.2_1.0_0.2_2,"[0.9793915497940736,0.9588973436729319,0.9444222352546239]","[2.603703386292648,2.60326101804713,2.602904397621322]","[2.6025931013050547,2.6021515257592256,2.6017954175032014]"
2.6_0.2_1.0_0.2_1.0_0.2_3,"[2.194643096928959,2.1826141904338563]","[2.6037268360093373,2.6032819017610236]","[2.602429026289151,2.6019846522920176]"
2.6_0.2_1.0_0.2_1.0_0.2_4,"[0.9506541300756443,0.8888333478188415]","[2.6036990531670225,2.603257115981754]","[2.600106254183223,2.599666197716077]"
2.6_0.2_1.0_0.2_1.0_0.2_5,"[1.2752563804341148,1.2140653460380824,1.1612584388527614]","[2.6037167051811103,2.603272347387324,2.6029141771513222]","[2.6003348728741082,2.5998924649415316,2.5995356951545676]"
2.6_0.2_1.0_0.2_1.0_0.2_6,"[1.198985238909471,1.1657683246863375]","[2.6037001920351766,2.603258320851988]","[2.6003509967712692,2.5999105891274508]"
2.6_0.2_1.0_0.2_1.0_0.2_7,"[1.8333934261557485,1.7868303564832702,1.3226555469766885]","[2.6036979356776397,2.6032561392444196,2.6029214551027366]","[2.599307454445707,2.59886773291458,2.600628024894049]"
2.6_0.2_1.0_0.2_1.0_0.2_8,"[0.892897055654249,0.8487684367291018,0.8072379570813272]","[2.6037270476804997,2.6032820489688557,2.6029231636844203]","[2.602275614490803,2.6018312106366257,2.601472813770051]"
2.6_0.2_1.0_0.2_1.0_0.2_9,"[1.5581030405555132,1.5105375975792643,0.9167304630631457]","[2.603669364316089,2.6032307849368963,2.6028960087912205]","[2.5992270290849597,2.598790980276771,2.6010857240901863]"
2.6_0.2_1.0_0.2_1.0_0.2_10,"[1.9058844959254913,1.8814257686482492]","[2.6036955495060865,2.603253688355381]","[2.601723902728515,2.601283216972967]"
