SimulationId,cohesion_degree,average_speed,average_direction
1.0_1.0_1.0_0.2_1.0_0.2_1,"[1.374036003242893,1.3432888408310373,1.3133531817953599,1.2841147657485943,1.2554948701052246,1.227438572076766,1.1999076918041165,1.172876303258335,1.1463277343916032,1.1202524838943977,1.0946467390331691,1.0695113184601315,1.0448509487827924,1.0206738479476543,0.9969916567872691,0.9738198630629931,0.9511790597919993,0.9290978167665325,0.9076190157353394,0.88681436705069,0.8668200273936819,0.8479290049573208]","[1.0141207930394427,1.0121509825074555,1.0106218271759873,1.0094063417075927,1.008419903216747,1.0076049755136558,1.006921466937165,1.0063407282746895,1.0058417926997874,1.0054089799847978,1.005030335929592,1.0046965913164096,1.0044004508644233,1.004136096662506,1.0038988342452182,1.0036848356457972,1.0034909497386497,1.0033145601500155,1.0031534773678892,1.0030058558177284,1.0028701294170121,1.002744960979954]","[1.0130535244020316,1.0111260365950434,1.0096287630341196,1.0084378711305462,1.0074707372859675,1.0066711635567054,1.005999993802705,1.0054292553330844,1.004938483525774,1.004512378622994,1.0041392793417756,1.0038101449267582,1.003517860226266,1.0032567506875436,1.0030222369230746,1.00281058413546,1.0026187173532866,1.0024440832146688,1.0022845453022469,1.0021383041982026,1.002003836484438,1.0018798505222948]"
1.0_1.0_1.0_0.2_1.0_0.2_2,"[1.1173424974232629,1.104361399418438,1.091925017621874,1.07997710796185,1.0684822302271095,1.0574188033614653,1.0467750395962432,1.036546407441052,1.02673395072228,1.0173431116071745,1.0083828624838045,0.9998650317140394,0.9918037513718051,0.984214979665602,0.9771160657654935,0.9705253347063254,0.9644616772830276,0.958944135671658,0.9539914805873755,0.9496217804452686,0.9458519672798429,0.942697407965374,0.9401714923557215]","[1.0141440127541403,1.0121774885976964,1.0106501832136268,1.0094355884614648,1.0084493863108772,1.007634244145249,1.0069502109100672,1.006368736904743,1.0058689269144203,1.0054351527880478,1.0050554984008766,1.0047207224001127,1.0044235498310319,1.004158177496238,1.0039199214471426,1.0037049610933038,1.0035101503437676,1.0033328761290914,1.0031709509844808,1.003022530496172,1.0028860491501825,1.0027601699740096,1.002643744635096]","[1.0138101931750108,1.0118594123485125,1.0103437438944396,1.0091380102300584,1.0081587018432265,1.007349009029978,1.0066693365015102,1.0060913864239653,1.0055944474757668,1.0051630290282787,1.0047853197637724,1.004452159426411,1.0041563366006336,1.0038920983993342,1.003654801078556,1.0034406564503615,1.0032465447588255,1.0030698745377458,1.0029084762530065,1.0027605206321568,1.0026244553306376,1.0024989555303814,1.0023828858888761]"
1.0_1.0_1.0_0.2_1.0_0.2_3,"[2.33196690782737,2.3202477582618997,2.3090092940373217,2.298223257251519,2.2878716734496343,2.277943975546224,2.2684350565005054,2.259343912329486,2.2506726659728384,2.2424258414799803,2.234609805675614,2.2272323234774074,2.22030219106504,2.2138289226354293,2.20782247413802,2.2022929926892045,2.197250584210297,2.1927050947486277,2.188665903246677,2.1851417254523726,2.182140430603513,2.17966887663367]","[1.0142933209980445,1.0123097192268662,1.0107680024426327,1.0095412804145227,1.008544812126016,1.007720901141062,1.0070293063688633,1.0064412522868442,1.005935668350727,1.0054967894528595,1.0051125914420154,1.0047737468240303,1.004472911196562,1.0042042247780827,1.0039629570520485,1.0037452487379175,1.0035479213085965,1.003368334265033,1.0032042767500626,1.0030538842328187,1.002915573751076,1.00278799306158]","[1.0137953822343353,1.011825745853471,1.010294811859718,1.009076548511102,1.008086803749988,1.0072682964106145,1.0065810856809203,1.0059966180211326,1.0054939901179685,1.0050575648745557,1.0046754174611356,1.0043382983433677,1.0040389249395305,1.0037714869553724,1.0035312938624377,1.0033145190296324,1.0031180109392284,1.0029391518673176,1.002775750787299,1.002625961517808,1.0024882204063978,1.0023612028814686]"
1.0_1.0_1.0_0.2_1.0_0.2_4,"[1.4104384170311441,1.3746558860322646,1.339766188484678,1.3056686304481695,1.2722993817854111,1.2396211473604972,1.2076171294598175,1.1762874971048687,1.145647441555706,1.1157263388215717,1.0865677775320892,1.0582303492487486,1.030789188962731,1.004338319506131,0.9789939010551929,0.9548985037794104,0.9322264656369128,0.9111901696650376,0.8920464834250674,0.8751013470729146,0.8607083080190048,0.8492540348245248]","[1.0141375551607466,1.0121648869751028,1.0106335605328731,1.0094163892538053,1.0084286142073124,1.0076126065244904,1.00692821031895,1.00634673094842,1.0058471687772705,1.0054138194166569,1.0050347105566875,1.004700559188846,1.0044040593789987,1.0041393848766411,1.003901834605082,1.0036875752897838,1.003493451487603,1.0033168432624997,1.0031555581162914,1.0030077479252801,1.0028718443844098,1.002746508319322]","[1.0129322421402065,1.0110028968222675,1.0095042610140366,1.0083123377043424,1.007344401742554,1.0065441900990977,1.0058725034245648,1.005301339419953,1.0048102126128207,1.0043838082210272,1.0040104539290207,1.0036811007578421,1.0033886273590245,1.0031273544836554,1.0028926991939795,1.0026809240569672,1.0024889522505842,1.00231422932552,1.0021546186824433,1.0020083221309095,1.001873820519787,1.0017498368632596]"
1.0_1.0_1.0_0.2_1.0_0.2_5,"[1.7022562029671306,1.6677740147217315,1.6344293741843665,1.602087720284113,1.570651982717202,1.540052383452869,1.5102395253334917,1.4811796128648587,1.4528510820559621,1.425242189781871,1.3983492841264518,1.3721755867622993,1.34673039386741,1.3220286615558827,1.298090999294255,1.2749441643863417,1.2526222514874543,1.2311689349314208,1.2106414058829627,1.1911171581686888,1.1727057109690695,1.1555690225448085,1.1399569870690645,1.1262667820965893]","[1.0143267742503268,1.012319013510138,1.0107601213814132,1.009521115488424,1.0085158698830503,1.0076857433412834,1.0069898321524653,1.0063988847199157,1.0058914814301976,1.0054515969097098,1.0050670103045891,1.0047282438427083,1.004427837338444,1.0041598412315287,1.0039194550696091,1.0037027649296897,1.0035065495247952,1.0033281348870273,1.003165283988929,1.0030161118798346,1.0028790197142774,1.0027526429448108,1.002635810256325,1.0025275107311735]","[1.012996710529206,1.0110427532458757,1.0095257689368147,1.008319881741178,1.0073411226321993,1.0065323873423142,1.0058538940895443,1.0052772279051911,1.0047816046050337,1.004351489003978,1.0039750434022228,1.003643092878028,1.003348418919105,1.0030852664288537,1.0028489925994297,1.0026358121966874,1.0024426097184003,1.0022667988194087,1.0021062157358647,1.001959037584366,1.001823719206771,1.0016989442419426,1.0015835878799941,1.0014766916570434]"
1.0_1.0_1.0_0.2_1.0_0.2_6,"[1.5307476353454923,1.501624405465284,1.4735394633442704,1.44642904880474,1.4202597194565434,1.395019388313867,1.3707120329047768,1.3473544042196233,1.3249738753993476,1.303606960186039,1.2832982227700993,1.2640993967511656,1.2460685797795974,1.2292693956473912,1.2137700296947116,1.1996420541432227,1.1869589731430463,1.175794437814786,1.166220113341628,1.158303225294295,1.152103869228506,1.1476722286471124]","[1.0141177275906827,1.012153463602001,1.0106280582376423,1.009415101863918,1.0084303452594754,1.007616501395626,1.0069336490180336,1.0063532581186643,1.005854446885341,1.0054215967000226,1.005042798586535,1.0047088168472171,1.0044123812121204,1.0041476924969666,1.0039100702578307,1.0036956969823616,1.0035014292642637,1.0033246563288472,1.0031631926011042,1.0030151951247577,1.0028790993759098,1.0027535688636822]","[1.013015516425248,1.0110809629506197,1.0095780707987958,1.008382614570376,1.0074117149562531,1.0066089970489576,1.0059351766223208,1.0053621852322432,1.0048694849665367,1.0044417189698946,1.0040671808674262,1.0037367939147548,1.0034434140065795,1.0031813431741983,1.0029459830635898,1.0027335835900153,1.0025410576893738,1.0023658429533056,1.002205797390937,1.0020591213417815,1.001924303405937,1.001800112689472]"
1.0_1.0_1.0_0.2_1.0_0.2_7,"[2.2323780975770005,2.200198111620495,2.169099659625876,2.1389882660944717,2.109801519782395,2.0814999447843983,2.054061297913291,2.0274768890281187,2.001749154423689,1.9768900445182997,1.9529199650999658,1.9298671107711578,1.9077670875273316,1.8866627581538933,1.8666042700048906,1.8476492457922091,1.8298631372584246,1.8133197586119643,1.7981020253044981,1.784302907975063,1.7720265385780354,1.761389222226774]","[1.014133439193143,1.0121592679959985,1.0106269239719554,1.0094090728542144,1.0084208621112254,1.007604599491637,1.0069200839418784,1.00633858745897,1.0058390851777286,1.0054058533408035,1.0050269046302893,1.0046929443414787,1.0043966573913692,1.004132210353219,1.0038948965050016,1.0036808781124613,1.0034869961845974,1.0033106279293589,1.0031495785049915,1.0030019978083184,1.0028663157957607,1.0027411916967472]","[1.0126457087046945,1.0107213621140667,1.0092268909947335,1.0080384770974293,1.0070735304223182,1.0062758900069313,1.0056064343032078,1.0050372211189005,1.004547812093522,1.0041229298918914,1.0037509323537301,1.0034227950788013,1.0031314169830057,1.002871135716837,1.0026373826116315,1.0024264324673282,1.002235219180673,1.0020611980472791,1.0019022419862644,1.0017565636234005,1.0016226606304688,1.0014993033384134]"
1.0_1.0_1.0_0.2_1.0_0.2_8,"[1.1967938122399329,1.1757815110137255,1.1551491987130968,1.1348589093646897,1.1148825658183543,1.0951992399395913,1.0757932762618037,1.056652978709154,1.0377696702241188,1.019137005611252,1.0007504617937428,0.9826069572628819,0.9647045706273847,0.947042341355818,0.9296201475010601,0.9124386691537886,0.8954994688632653,0.8788052653122482,0.8623605812275956,0.8461732228746739,0.830257888686368,0.8146462709649551]","[1.0143020752828975,1.0123171806298332,1.0107742976272818,1.0095465514054496,1.0085491964823476,1.00772452412785,1.0070322786228316,1.0064436699255341,1.0059376140938454,1.0054983340872479,1.0051137953234117,1.004774661281622,1.0044735797890927,1.0042046843894297,1.0039632388320454,1.003745378901529,1.0035479218087127,1.0033682233538452,1.0032040694425515,1.00305359268403,1.0029152075570742,1.0027875594938567]","[1.0137393884150867,1.011767294334264,1.0102344316277851,1.0090146463035834,1.0080236949361705,1.0072042276039217,1.006516251246218,1.005931172202347,1.005428056042502,1.0049912413193198,1.004608783997639,1.0042714192943039,1.00397185245293,1.00370426341611,1.003463953801846,1.0032470906537576,1.003050517369878,1.0028716121757104,1.0027081809004463,1.0025583751051557,1.0024206299393312,1.0022936208870943]"
1.0_1.0_1.0_0.2_1.0_0.2_9,"[1.9055323820077152,1.8761828811482801,1.8479258562863095,1.8206558231559822,1.7943045658015666,1.7688289308888077,1.7442036532454712,1.7204169132868625,1.6974674745547265,1.6753628000028638,1.6541178214680659,1.6337541854650879,1.6142998899189656,1.5957892974109698,1.5782635855957639,1.5617717985114814,1.5463728232644929,1.5321388685175676,1.5191613615546156,1.5075603773459334,1.4974976218397678,1.4891870220237404]","[1.0139469740261307,1.011996400616979,1.0104835473215765,1.0092818535984773,1.0083071592691222,1.0075023233729912,1.0068275681154764,1.0062544882492548,1.0057623064158883,1.0053354906998393,1.004962204320276,1.004633272162689,1.0043414752642463,1.0040810582925526,1.003847378606291,1.0036366515342077,1.0034457623971764,1.0032721257004358,1.0031135782314784,1.0029682969046005,1.0028347349200366,1.002711571650733]","[1.0126172366115707,1.0107188409325012,1.009244815187934,1.008072842541497,1.007121364233528,1.0063349373360737,1.0056749498305713,1.0051138287028796,1.0046314086479433,1.0042126182263034,1.0038459732798415,1.0035225725767585,1.0032354123972236,1.0029789083162184,1.002748554716588,1.0025406779063422,1.002352254207119,1.0021807740927557,1.0020241397944394,1.001880588438592,1.0017486383259984,1.0016270788038255]"
1.0_1.0_1.0_0.2_1.0_0.2_10,"[2.1021719271217685,2.0858943422928142,2.070209624342435,2.055063569218626,2.040418997970046,2.026250654385873,2.012541909712222,1.999282537860332,1.9864671529228572,1.9740940745334945,1.9621644819064763,1.9506817725652907,1.939651076656995,1.929078903782123,1.9189729253153438,1.9093419329739956,1.90019608875701,1.891547760139866,1.8834137349234639,1.8758212502640255,1.8688268016661678,1.8625902357956499]","[1.0141592356618818,1.0121771865858298,1.0106389853374782,1.009416719215029,1.0084251440085594,1.0076062971585196,1.006919787003213,1.0063367481801475,1.005836054777884,1.0054019072981888,1.0050222607006316,1.0046877756576973,1.0043911021778005,1.0041263792649793,1.0038888782711068,1.003674743947011,1.003480803289812,1.0033044223207697,1.0031433973259916,1.0029958712576992,1.002860268760049,1.0027352451525369]","[1.0134549290720056,1.0114970127702057,1.0099772932216708,1.0087694875903908,1.0077894108818612,1.006979822788814,1.0063008435743026,1.0057239820536066,1.0052283925625405,1.00479848963163,1.0044223942824642,1.0040908977283662,1.003796753738961,1.0035341845991017,1.0032985291058458,1.003085987121667,1.0028934311299715,1.0027182651852098,1.0025583180193418,1.0024117613028916,1.0022770472046065,1.0021528631486627]"
