SimulationId,cohesion_degree,average_speed,average_direction
1.0_0.2_1.0_0.2_1.6_0.2_1,"[1.431333313377517,1.3960132514467094,1.361220759382892,1.3269145830547722,1.2930635223270135,1.2596295577775805,1.2265835604142807,1.1939079466982019,1.1615873559664467,1.1296018462379742,1.0979122560045171,1.0664356530281918,1.0350106272750028,1.0033580476487853,0.9710929895433675,0.9386499840792683,0.9037279728810713,0.8604014131565363,0.789724607572243,0.7716130895888242,0.7708736769355407,0.4751142209784184]","[1.024203285730707,1.0180416751695283,1.0100943420362039,1.0035665053052416,1.0019978562217715,1.0062989785626626,1.0138356371202026,1.0208696606324352,1.0246572754839651,1.0239587692370828,1.018977862818522,1.0113874149190036,1.0043545766055586,1.0018124537144208,1.0090681460654713,1.0970404195990793,1.0628160872559247,1.0718285802442309,1.119200044033993,1.1684548980201683,1.1142832996575431,1.211311694440042]","[1.0014396031070927,1.0011370630645913,1.0008898233274708,1.0006839919020127,1.0005159303594175,1.0004011140601532,1.0003076009859089,1.0002311272217501,1.0001697582731752,1.000122621025049,1.0000901615283078,1.0000749175097357,1.0000836453316357,1.0001345808668307,1.0003032739955897,1.000670288617481,1.0006894155376467,1.0008131135372034,1.0012894948632056,1.0018169865415751,1.0017443904532046,1.00208129692255]"
1.0_0.2_1.0_0.2_1.6_0.2_2,"[1.1636505929839986,1.1468944886326538,1.130449466725473,1.114269472656506,1.0983109973698655,1.0825285298947953,1.066868756277931,1.0512617112008416,1.0356062375915616,1.0197445731937977,1.0034132086264886,0.9861323187482138,0.9668994733953774,0.9430196730765793,0.903654946373593,0.8981094935063434,0.8941783674668482,0.8901456195655457,0.8860010189975756,0.8817442024749544,0.8773534085734791,0.8728200426361227,0.868128076915524]","[1.0174910126055459,1.0229556052703526,1.0243114499485024,1.021183044785165,1.0144801991830987,1.006675448254628,1.0014100207139893,1.001716225701467,1.0073958862849852,1.0152207542656535,1.021619595476372,1.0243052482994222,1.0225974196169771,1.0183525955876638,1.1419521783581037,1.021976628312601,1.063001357055235,1.0603520109801043,1.0679230492275908,1.0624565442255263,1.060668805356753,1.0575244910245085,1.0557836825032934]","[1.0009939663306036,1.0008286232924457,1.000695931985501,1.0005875219080105,1.000497665601982,1.0004223613622567,1.000358795357983,1.000305032989132,1.0002598682438468,1.0002228156205224,1.0001942911344188,1.0001766281403293,1.0001749285034665,1.00022432493809,1.0004413541148005,1.0005679552948639,1.000551976536652,1.0005346808561524,1.0005192053105663,1.0005052080885317,1.0004933892276182,1.000483316253654,1.0004746363025234]"
1.0_0.2_1.0_0.2_1.6_0.2_3,"[2.3142400249520696,2.3000791038540878,2.286248249683651,2.272703619334134,2.259390582921054,2.246227537210765,2.2330682210906803,2.2195905491153067,2.2048395059076578,2.1910849245769035,2.1839574337638497,2.1772811628870334,2.17102411839084,2.165192385567175,2.1597905285147987,2.154818287917712,2.1502762508664057,2.146164321123555,2.1424861273951623,2.1392459466088067,2.136442792626814,2.1340742153320806]","[1.0229622321119902,1.025726893588242,1.0239655253918527,1.0182849720318905,1.0105480871086414,1.0040497182854788,1.0022296615855213,1.0061344541517605,1.0146797238835776,1.0846147910781148,1.0835616566941748,1.0362221755548955,1.0268526093970298,1.0216307032856016,1.0192402272688912,1.0177905038575008,1.0170110390475637,1.0163081593664303,1.0159696569859018,1.015999238231727,1.0163043148934185,1.0177038645205165]","[1.0024208114806623,1.0021171314146535,1.0018748932679828,1.0016808637770005,1.001526666944587,1.0014078732234908,1.001324486652376,1.0012850956522281,1.0013309744125365,1.001735308454389,1.0016379251283634,1.0015405474641101,1.0014379432975034,1.0013455557747921,1.0012618551361212,1.0011859645397057,1.0011169037565248,1.0010540901945721,1.0010035213828736,1.0009578999208983,1.0009157667494024,1.0008764021112575]"
1.0_0.2_1.0_0.2_1.6_0.2_4,"[1.4828012946588085,1.4435409664063399,1.4046670478933396,1.3661273091264445,1.3278753335720848,1.289865189314185,1.2520455240286608,1.2143517196754265,1.1766847807023486,1.1388985814856156,1.1007532383649379,1.061825871372766,1.0212740806724199,0.9764760778256193,0.9149238943706429,0.890274428020456,0.8671054036126234,0.8426011663365861,0.815095930031602,0.7810707958568214,0.7295669927539661,0.6757650009007241]","[1.001457670426655,1.0012885473649347,1.001157665008077,1.00105670807506,1.0009806518913562,1.0009270676660131,1.000896140353208,1.0008950115818707,1.0009638749879248,1.001115775343942,1.0014855332644448,1.0027334220527622,1.1009069828561848,1.0394752707353583,1.1662565017742856,1.0449953793698037,1.0670542462093553,1.0369195553159325,1.0358599895176257,1.0296931747951752,1.0266886077932451,1.5433794597199721]","[1.0000344326294466,0.9998753280249539,0.9997479374414244,0.9996442730035009,0.9995589479035069,0.9994882897995179,0.9994298375972678,0.99938539741292,0.9993835935190323,0.9994085706883734,0.9994966993653088,0.9996616890547492,1.0001027759086452,1.000376513205499,1.000593329047304,1.0007069893025744,1.0006890862049838,1.0006915399778458,1.00072728660031,1.0008152954366407,1.001006438072432,1.0015851376098817]"
1.0_0.2_1.0_0.2_1.6_0.2_5,"[1.7287033777228928,1.6923753819381908,1.6566940109768846,1.621631631257173,1.5871686526210511,1.5532925003513616,1.5199968464728153,1.4872803006995767,1.455144456415157,1.423591503959632,1.3926219191739264,1.3622325395054466,1.332414716846793,1.3031511872960313,1.274408808068423,1.2461244420102817,1.2181904538912254,1.1903321023259135,1.163393270815961,1.1417616135643256,1.120591986775875,1.1005203228159242,1.082916279362668,1.0698275423583445,1.0631572767715671]","[1.0195951209370422,1.011622783922845,1.0045530218291305,1.001952647614394,1.00529513136298,1.0124397694396414,1.0196636756648023,1.024017554963373,1.0240250876928791,1.0196544246097898,1.0123167531671335,1.0049096574590084,1.0011633630673245,1.0033374141141984,1.0101076454936078,1.0179048598914675,1.0235911666891315,1.0260311532742843,1.0217232129877707,1.0146638098567207,1.0191023133942163,1.003610891755025,1.0029178811638253,1.013508764830887,1.1330600504898993]","[1.001328210834117,1.001043666105483,1.0008115252723067,1.0006185560166665,1.0004556477124384,1.0003163913474584,1.0001961869407112,1.0000916886653473,1.0000004367648148,0.9999206209882925,0.9998509333559469,0.9997904966650439,0.9997388684490016,0.999696143138201,0.9996632146478477,0.9996571826969103,0.9997090106350157,0.9998403194520835,1.0003316306217964,1.0003957255558753,1.0003940224417396,1.0004147152015865,1.0004710127324423,1.000585823039391,1.0008850020319608]"
1.0_0.2_1.0_0.2_1.6_0.2_6,"[1.604296414346442,1.5726206396558209,1.5416511023949582,1.511396144087032,1.4818705239503867,1.4530924132754208,1.4250786572216172,1.397839515949773,1.371370711214002,1.345639709038109,1.3205594569125612,1.2959325239369022,1.2713101029706053,1.2455253912031383,1.2142574345738897,1.1931905114372858,1.1865028861784246,1.180729276903918,1.175671409669225,1.1714329365715679,1.1680412739830488,1.1655328749752436]","[1.0034083705428312,1.0035778304886016,1.0090319991109251,1.016684117088434,1.0227090164187853,1.0250239104551615,1.022754534004984,1.0166181003542765,1.0087702705765513,1.0027014472207783,1.0017680550313453,1.0065377189333553,1.0143384763203946,1.0222184924023778,1.0401918583072225,1.0067597042979948,1.0277458257337753,1.0163805693752594,1.0143051331022443,1.0090614698889488,1.0057045900045127,1.0025786988164882]","[1.0015447477094455,1.0012415505786683,1.0009958633563827,1.000793214205394,1.0006235381896689,1.0004795603362147,1.0003560610271203,1.0002493013250366,1.0001568351713197,1.000077525589877,1.0000119742283688,0.999963740362702,0.9999426747087432,0.9999753898520914,1.0001514329821721,1.000411114616958,1.0003801099860345,1.000354288706823,1.0003271725303813,1.0003026290041954,1.0002761411601648,1.0002226272414525]"
1.0_0.2_1.0_0.2_1.6_0.2_7,"[2.2723237320014134,2.2363193284450924,2.201188986764548,2.1669105967559084,2.133476711985777,2.1008924282466173,2.0691721091760304,2.038337613589932,2.0084170928048777,1.9794445737560877,1.9514601009018133,1.9245101663876973,1.8986481116599556,1.8739342505327794,1.8504356119854841,1.8282253893849447,1.8073823386985395,1.7879904415552474,1.7701390980356635,1.7539239241458486,1.7394479074785925,1.7268222638981339]","[1.0153583384227076,1.0071345588492655,1.0025898370457644,1.0037664005954394,1.0098858920712899,1.017497726102046,1.0231490944050348,1.0248153905154678,1.021921048101365,1.015356103340525,1.0075043325873208,1.001978822883812,1.0019069064155108,1.00728483498201,1.0149872508078277,1.0214143911022506,1.0241863019813366,1.0224116975478919,1.0166260983987037,1.008846613746269,1.0024697232385933,1.0009938908715221]","[1.0012936943959627,1.0009758089640046,1.0007176549629637,1.000504758816206,1.0003264941816914,1.0001753193162712,1.0000455827120953,0.999933010722307,0.9998343149841796,0.999746947862905,0.9996689341571476,0.9995987507839932,0.9995352386262143,0.9994775336422947,0.9994250118616952,0.9993772440170045,0.9993339579547597,0.9992950071027422,0.9992603433034649,0.9992299921825035,0.9992040313968266,0.9991825845875217]"
1.0_0.2_1.0_0.2_1.6_0.2_8,"[1.1461292189093513,1.1173245297515677,1.0864266838215462,1.0520126090650563,1.0111807237810893,0.9709730416470617,0.9501473531552366,0.9271338226374866,0.9002416789997307,0.8647920611726236,0.8018521621655683,0.7663007415716601,0.7604595119673443,0.7552709357696529,0.7505010278949387,0.7461269388458331,0.7421694535095806,0.738624101754762,0.735499089155603,0.7327919791614427,0.7305085363642604,0.7286517185950144]","[1.0249706585918843,1.0186757622005174,1.011108599482631,1.0049513482252694,1.004796007794606,1.0899693603997822,1.0343440328123652,1.0308067577325706,1.0365861423557916,1.0432863176311982,1.0736491021382328,1.0750755593475447,1.0906068736104033,1.1023014191380338,1.123047790422072,1.136040701266014,1.147309183034952,1.1537864282188564,1.1507429645225988,1.1401774139222982,1.127941357136852,1.1192305890694414]","[1.0024977529781984,1.0022326440656915,1.00204032910382,1.0019210951461648,1.0019132150923586,1.0025147367603595,1.0023496279999702,1.002201709804586,1.0021012404875598,1.0020634364301513,1.0021887146997102,1.0025372667400643,1.0024003455347477,1.002274363431931,1.0021570531146777,1.0020502916223764,1.0019525667467646,1.0018626533575037,1.0017794324222378,1.0017021077741577,1.0016295244068534,1.0015603573222183]"
1.0_0.2_1.0_0.2_1.6_0.2_9,"[1.987096769440703,1.9454448030906302,1.9061400817060412,1.873243188236777,1.841120374317633,1.809789516245467,1.7792467140687738,1.749488226567988,1.7205115468959853,1.6922937896806935,1.6647507651476439,1.637890986070848,1.612751479774755,1.5882156363111606,1.5642893036082983,1.540423597400946,1.5151074416294532,1.4819737602973508,1.4755293807507555,1.4698091486492098,1.4650828389728672,1.4612680035305066]","[1.0025467469740457,1.0074085188812105,1.0216545333130354,1.0115058150148883,1.0158648446993364,1.009641683822493,1.0029437640691294,1.002126591921622,1.0067721904743878,1.0140587518704933,1.0207228476909012,1.0716873213550095,1.0281241260938967,1.0452159631339597,1.0331217733290086,1.0298319587383287,1.0287332771372697,1.3532369067603374,1.0430545424906932,1.1193565475641767,1.0548821827653039,1.0575257017899093]","[0.9999383330543077,1.0000844586477697,1.0006936442592091,1.0005143940272692,1.0003618890418076,1.000244948084898,1.0001481295098094,1.0000752301962685,1.000026173738038,1.0000100290501683,1.000058015054755,1.0006308103784687,1.0006067520062178,1.0005084901965378,1.0004302072252236,1.0004122473054584,1.0004585950933582,1.0007957410361477,1.0009589883799455,1.0008807483098976,1.0008085738289318,1.0007405059450263]"
1.0_0.2_1.0_0.2_1.6_0.2_10,"[2.1116427651374883,2.0928752757593836,2.0746141765635997,2.0568281134763406,2.0394921453506365,2.0225860890354093,2.0060917624686176,1.9899894570516736,1.974251723756335,1.9588310408639493,1.9436511917957984,1.928503910657648,1.9126304352342856,1.9021851297752796,1.8931432273441922,1.8845657518910486,1.8764903060444857,1.8689551588046611,1.8620502418455,1.855925153658203,1.8508649021933075,1.8473527943070613]","[1.0202868734035682,1.012738747137419,1.0053096822377823,1.0020474104439878,1.0047501367642082,1.0116465395415393,1.0190567063511327,1.0238759797625936,1.024465908490497,1.0206530496812913,1.0138039313868537,1.007083035452221,1.0202257663224366,1.0039072151827841,1.0329096383256067,1.025453030611207,1.0255066668250314,1.0247463079298644,1.025331181006811,1.0261540605476411,1.0257791511717003,1.025025269314857]","[1.002035253545578,1.0017303861416558,1.00148231194785,1.0012766797899708,1.0011038598918536,1.0009570361940854,1.000831467942538,1.000723864174733,1.00063210830081,1.000556335431995,1.0005494326810134,1.000607665824535,1.0008563030661146,1.0011514626675608,1.0010727732610853,1.0009968744478557,1.0009304357719846,1.0008685381323397,1.0008122860715563,1.0007599501666784,1.0007104726420515,1.000657849407443]"
