SimulationId,cohesion_degree,average_speed,average_direction
1.0_1.2_1.0_0.2_1.0_0.2_1,"[1.3543827586617627,1.3243968857698776,1.2952949739052264,1.2669349703515382,1.2392220959629472,1.2120916825093127,1.1854991710975415,1.159414051543958,1.1338160307323217,1.1086925098237597,1.0840368690025142,1.059847285627135,1.0361259427681913,1.0128785727852638,0.9901143593982636,0.9678463264541015,0.9460925311504156,0.9248787896591676,0.9042446560300756,0.8842570021296652,0.8650429693477324,0.8468744836263149]","[1.0189174724880277,1.0162161252381683,1.0141095581889492,1.0124388391138734,1.0110901722205887,1.009982999053836,1.0090600817057536,1.0082802723056452,1.0076135193675837,1.0070374909232331,1.0065352998218926,1.0060939622844292,1.0057033410263787,1.0053554097561788,1.0050437329096815,1.0047630914828398,1.0045092095635761,1.0042785513920933,1.0040681686110344,1.003875583783127,1.0036987004967586,1.003535733226423]","[1.0178930166919866,1.0152394352062661,1.013167925146204,1.0115237787701916,1.010195754267262,1.0091049183994378,1.0081951177793107,1.0074259591530532,1.0067679349170422,1.0061991165191433,1.0057029230076409,1.0052666073395644,1.0048802180241316,1.0045358764251193,1.0042272656344262,1.003949263024485,1.0036976718755721,1.0034690224542702,1.003260422641602,1.003069444667489,1.0028940391482484,1.0027324726190714]"
1.0_1.2_1.0_0.2_1.0_0.2_2,"[1.106249974434958,1.09387979218506,1.082068252528105,1.070747898006756,1.0598776587223901,1.0494329124956887,1.039399907795516,1.029772491053243,1.0205500817027076,1.0117363437013611,1.0033382585354353,0.995365436288292,0.9878295703551145,0.9807439787269807,0.9741231958966481,0.9679825921627876,0.9623380054290124,0.9572053765839957,0.9526003842799696,0.9485380789150174,0.9450325190539886,0.9420964163653069,0.939740797340505]","[1.0189476165253657,1.0162501170573521,1.0141454392808642,1.0124753966400046,1.0111266380158426,1.0100188798270389,1.0090950602007944,1.008314147673338,1.0076461698112584,1.0070688494206652,1.0065653378086545,1.0061226783700845,1.0057307530104413,1.0053815488815792,1.0050686396793265,1.0047868125965558,1.0045317956759143,1.0043000554830415,1.0040886448221242,1.003895086612563,1.0037172842758095,1.0035534518197418,1.0034020587394124]","[1.0186345201826925,1.0159536052767177,1.0138607658565129,1.0121995356157556,1.010857546312123,1.009755110689707,1.0088355496881425,1.0080580902822576,1.00739294212298,1.0068179608503685,1.0063163974008682,1.0058753715495163,1.005484824788174,1.0051367914176055,1.004824882890476,1.004543916960967,1.0042896466685607,1.0040585592602362,1.003847724901959,1.003654681405919,1.0034773454505845,1.003313943743096,1.003162960240935]"
1.0_1.2_1.0_0.2_1.0_0.2_3,"[2.3300813198475945,2.31840639719029,2.3072495015329557,2.2965710792926375,2.286344999990388,2.2765546909622882,2.267190504959821,2.2582479038725713,2.2497261780584994,2.2416275182907075,2.233956321926459,2.2267186563489583,2.2199218291049005,2.213574031059692,2.20768402992253,2.2022608988968972,2.1973137703593784,2.1928516081939087,2.1888829952233966,2.1854159344553854,2.182457665139209,2.1800144995999853]","[1.0191430812910223,1.016420062424411,1.014294053897664,1.0126063754374102,1.011243006159896,1.01012304901812,1.0091889415537847,1.0083992614057826,1.0077237354709034,1.0071398555787237,1.0066305945806655,1.0061828567283821,1.0057864142807649,1.0054331670331371,1.0051166183274542,1.0048314981042368,1.0045734873510792,1.0043390135905887,1.0041250969326452,1.0039292326698965,1.0037493006652043,1.0035834946407174]","[1.0186437041865721,1.0159380950285462,1.0138253497061938,1.0121479610783097,1.0107927021446583,1.009679224809814,1.0087503550670671,1.0079649517219331,1.0072929495015486,1.0067119967775455,1.0062051862812706,1.0057595154096732,1.0053648297307416,1.0050130874208243,1.0046978388525025,1.0044138523259019,1.0041568405970296,1.0039232580785544,1.003710148474848,1.0035150292141566,1.003335803973848,1.0031707013885893]"
1.0_1.2_1.0_0.2_1.0_0.2_4,"[1.3950950945740723,1.3598807456996798,1.3256517647638462,1.292278350953938,1.2596784174467908,1.2278026144253766,1.196625612809383,1.1661410301536055,1.1363585756046888,1.1073026453438726,1.0790119633631452,1.0515400720180135,1.024956606015866,0.9993493696775572,0.9748272946505916,0.9515243764841361,0.9296046353414873,0.9092679269662722,0.8907558684260565,0.8743559719698961,0.8604000817734543,0.849250754995143]","[1.018938618402811,1.0162334408712843,1.0141239689933386,1.012451011609643,1.0111005889983513,1.009992013849684,1.0090679578150759,1.008287208905108,1.0076196695300332,1.0070429740439217,1.0065402102989887,1.0060983756736763,1.00570731847209,1.0053590012279954,1.0050469795979318,1.0047660275908055,1.0045118636600336,1.0042809474378038,1.0040703267393138,1.0038775208915123,1.0037004306900204,1.0035372681335801]","[1.0177700982966462,1.0151143183987041,1.0130412474746315,1.0113959543563764,1.010067060751805,1.0089755480018183,1.0080652077854473,1.007295610515667,1.0066372238910557,1.006068102140285,1.0055716520364286,1.0051351176243124,1.0047485408566135,1.0044040382444566,1.0040952893094384,1.0038171688753483,1.0035654785652701,1.0033367478890056,1.0031280850955464,1.0029370646082012,1.0027616432193989,1.0026001067839652]"
1.0_1.2_1.0_0.2_1.0_0.2_5,"[1.6906562192672954,1.656217722273969,1.6230796155347402,1.591063825092324,1.5600420772881127,1.5299218905208654,1.500636985202426,1.4721406874356604,1.4444013424342148,1.4173990894002972,1.3911235817978258,1.3655723931173278,1.3407499554789264,1.3166669583174984,1.2933402041828344,1.2707929946248484,1.2490562211287461,1.2281704947042136,1.2081899162173417,1.1891885642718218,1.1712716280945592,1.154594594053346,1.13939615112772,1.1260522586757533]","[1.0191773907211437,1.0164245353005434,1.0142780925449464,1.0125763272929968,1.0112032543623122,1.0100766848845957,1.0091381853047499,1.0083457309332535,1.0076686222693287,1.0070840429000556,1.0065747388180206,1.0061274448157111,1.0057318050519803,1.005379621587777,1.0050643226863556,1.0047805803424255,1.0045240306983825,1.0042910665376823,1.004078681079416,1.0038843488488411,1.0037059337316598,1.0035416172276452,1.0033898419000569,1.00324926638633]","[1.0178378848523,1.0151517440263398,1.0130565076941829,1.0113947110843582,1.0100532909346913,1.0089520983147695,1.0080341555306394,1.0072584997902416,1.0065952220491992,1.006022105154468,1.0055223567627192,1.0050830723140094,1.0046941811129537,1.0043477130466465,1.0040372801108992,1.0037577037521286,1.0035047427083348,1.0032748912414484,1.0030652274897487,1.002873298113951,1.0026970297306326,1.0025346606825503,1.0023846892823103,1.0022458385510995]"
1.0_1.2_1.0_0.2_1.0_0.2_6,"[1.5177028884316213,1.489272974637156,1.4619411545915326,1.435621322736942,1.4102659498944035,1.3858532095883451,1.3623795509115746,1.3398552453895478,1.3183015936292484,1.2977490761399584,1.278236042099968,1.2598076903548996,1.2425151806695918,1.2264147574766888,1.2115667929009564,1.1980346719854251,1.1858834580177011,1.1751782948407896,1.1659825298159183,1.1583555776325392,1.1523505901760325,1.148012044692972]","[1.0189171206477583,1.0162222973000712,1.0141198741230428,1.0124517551602057,1.0111046697911923,1.009998395300761,1.0090759128731854,1.0082962206672768,1.0076293665140632,1.0070530872255177,1.0065505440153872,1.0061087875203811,1.0057177051471498,1.0053692883892684,1.0050571144816298,1.0047759735654833,1.0045215961603824,1.004290450897194,1.004079592255213,1.003886544435793,1.0037092117309363,1.003545808570746]","[1.0178492587093273,1.0151879613989725,1.013110399491013,1.0114613665085348,1.0101293157435844,1.0090351136556823,1.0081224672025306,1.0073508812209417,1.0066907712123125,1.0061201491811231,1.0056223874063728,1.0051847015719324,1.00479711021156,1.004451710452335,1.0041421657773113,1.0038633378137898,1.0036110175159136,1.003381726192236,1.0031725667844096,1.0029811130155397,1.0028053319908223,1.0026435644277598]"
1.0_1.2_1.0_0.2_1.0_0.2_7,"[2.222137037932293,2.1904027351595863,2.159838382646182,2.130320742708194,2.1017675556696633,2.074125014751018,2.047359990613621,2.0214550888926968,1.9964054427093738,1.9722166034726931,1.948903153677637,1.926487814401905,1.9050009078692525,1.8844800896919565,1.8649703019449748,1.846523925894708,1.8292011363244605,1.813070477969926,1.7982096924481532,1.7847068048476633,1.7726614002468697,1.7621858286564591]","[1.018934371766316,1.0162271654047548,1.014116352215806,1.012442507668592,1.0110915131805716,1.0099825936706481,1.0090583618933124,1.0082775642242399,1.0076100724145498,1.0070334975653537,1.0065309095347732,1.0060892915918438,1.0056984808828349,1.0053504310682881,1.0050386907194206,1.0047580281659865,1.0045041572879048,1.004273534008424,1.0040632031019707,1.0038706813612903,1.0036938674219846,1.003530971390047]","[1.017483578990122,1.014834343469912,1.0127667442038706,1.011126059727074,1.0098010826640436,1.0087129287426257,1.0078054940938048,1.0070384303917408,1.0063822690230027,1.0058151146568235,1.0053204144838803,1.0048854453232525,1.004500276019978,1.0041570454157998,1.003849451813004,1.0035723860728956,1.0033216638076001,1.0030938271670187,1.0028859966269497,1.0026957602743791,1.0025210955654713,1.0023603437422515]"
1.0_1.2_1.0_0.2_1.0_0.2_8,"[1.1957529580461004,1.174697944964643,1.1540729128315026,1.1338275067211483,1.1139243322661703,1.094335389671911,1.075039569852684,1.056020891861195,1.037267248273681,1.0187694991943628,1.0005208090408977,0.9825161568393597,0.9647519756355638,0.9472258944153307,0.9299365705172393,0.9128836160105738,0.8960676441606547,0.8794905051637582,0.8631558779934878,0.847070639248685,0.831248191704977,0.8157176677023215,0.8005555492340903]","[1.0191548340832182,1.016429979231403,1.014302325793914,1.012613217867861,1.0112486258544062,1.0101276315090297,1.0091926480593116,1.0084022297170048,1.0077260823429754,1.0071416794989845,1.0066319784339541,1.0061838701798111,1.005787115830821,1.0054336057569528,1.0051168353311764,1.004831527736418,1.004573358205209,1.0043387493305629,1.004124716968048,1.0039287527032883,1.0037487331296542,1.0035828490451095,1.0034295495762975]","[1.0185889287478642,1.0158802017672064,1.013765038854402,1.012085765472774,1.010729029611105,1.009614389956073,1.0086846026264196,1.0078984736020884,1.0072258972806352,1.0066444909395256,1.006137323114758,1.0056913722211667,1.0052964688301635,1.0049445592035833,1.0046291842107962,1.0043451045600948,1.004088026957674,1.0038544010473252,1.003641266890671,1.0034461393833949,1.0032669210042668,1.0031018407842673,1.0029494529674579]"
1.0_1.2_1.0_0.2_1.0_0.2_9,"[1.886869986360852,1.8585790890278182,1.8314233667078128,1.8052733477223737,1.7800474389190282,1.7556944335389832,1.7321835799507472,1.709498724468323,1.6876347235317606,1.6665951784816446,1.6463909891530268,1.6270394586530608,1.6085638172577894,1.5909931249885803,1.5743625944841846,1.5587144756049163,1.5440997898982902,1.530581428240109,1.5182394340536645,1.5071795217106834,1.4975451633304586,1.4895290792325941]","[1.0186920687055543,1.0160190746636821,1.0139363238738277,1.012285402716611,1.0109532337770972,1.0098599196168756,1.0089487625612414,1.0081790368967596,1.007521016067678,1.0069526179809898,1.006457148865621,1.0060217760814951,1.0056364818084726,1.0052933352751365,1.004985978142674,1.0047092544875942,1.0044589404085171,1.0042315433881144,1.0040241512846257,1.0038343171814748,1.0036599705239095,1.0034993477829985]","[1.0174404901456893,1.0148235752161987,1.0127812317351563,1.011160621659238,1.0098518833730092,1.0087770876619895,1.00788081128736,1.0071231962759408,1.0064751324757546,1.005914990903481,1.0054264199661394,1.0049968509524838,1.0046164730799314,1.0042775202818164,1.0039737669046673,1.0037001652767912,1.0034525811462776,1.003227597846748,1.0030223698336616,1.002834513254545,1.0026620287433015,1.002503277959691]"
1.0_1.2_1.0_0.2_1.0_0.2_10,"[2.0968733040415586,2.0808375722352404,2.0654335580219425,2.05059263017575,2.036267796859433,2.022426865657349,2.0090480818986953,1.9961172559112428,1.9836258053626907,1.9715693763303506,1.959946843142366,1.9487595670198072,1.9380108427686082,1.9277054965841323,1.917849627421159,1.908450521409757,1.8995168358451804,1.8910593042612294,1.883092637851772,1.8756406558876972,1.8687519348722201,1.8625593567897425]","[1.0189618923392074,1.016245265792121,1.0141276844902058,1.0124489100830285,1.011094280130047,1.0099826529386893,1.0090563904761267,1.0082740644619013,1.0076054226549176,1.0070279864345757,1.006524759551849,1.0060826757607202,1.0056915345815696,1.005343260734114,1.005031380312642,1.0047506440679537,1.0044967520775816,1.00426614942457,1.0040558724068325,1.003863431259854,1.0036867196467925,1.0035239440303014]","[1.0182678651181245,1.0155792738982996,1.0134827724357731,1.011820277413079,1.0104784837818683,1.0093771442657462,1.0084592344109238,1.0076837618948704,1.0070207936014264,1.006448090385317,1.0059488394261236,1.0055101173816186,1.0051218367011217,1.004776012450065,1.004466243812331,1.0041873413198503,1.0039350545424301,1.0037058701839805,1.0034968603962187,1.0033055676808886,1.003129917535694,1.0029681554081467]"
