SimulationId,cohesion_degree,average_speed,average_direction
2.2_0.2_1.0_0.2_1.0_0.2_1,"[1.0983239215406644,1.033666590262443,0.971979654133056,0.9138393000123346,0.8606820372216468]","[2.203118250616895,2.2027449473316967,2.20244427925685,2.2021974993894893,2.2019917105209688]","[2.2003398477733325,2.1999694268612195,2.1996706150730123,2.199425096114626,2.199220231997236]"
2.2_0.2_1.0_0.2_1.0_0.2_2,"[1.020011489320215,0.9962632808398096,0.9757992095594075,0.9591080082551302,0.946677514538808]","[2.203126204655654,2.2027521043022795,2.2024507360137413,2.202203351679588,2.2019970470689976]","[2.202195741056826,2.2018230429859686,2.201522546667762,2.201275725338008,2.2010698047062744]"
2.2_0.2_1.0_0.2_1.0_0.2_3,"[2.2209757949859794,2.2057941967872825,2.193194017082004,2.1833274450162303,2.1763248089311746]","[2.203152573363821,2.202776017440791,2.2024723859058746,2.2022229777766276,2.2020148885443076]","[2.2020562006254174,2.2016803614470306,2.201377247433281,2.2011282327789328,2.200920466481051]"
2.2_0.2_1.0_0.2_1.0_0.2_4,"[1.068325477448189,1.0005736751381504,0.9397882897828614,0.8888725277248313,0.8521714206904061]","[2.203121277128066,2.2027475963674936,2.2024466167693353,2.202199576836423,2.201993567351054]","[2.2000991000149885,2.1997283510987673,2.199429285832913,2.199183566927573,2.198978546667452]"
2.2_0.2_1.0_0.2_1.0_0.2_5,"[1.3805283518518847,1.3202647982627418,1.2642140800092778,1.2130093109691693,1.167732594776652,1.130859111067125]","[2.2031423770811154,2.202765865303646,2.2024625735071375,2.202213652250335,2.2020061081176108,2.2018307139201534]","[2.2002862729178085,2.1999125780292954,2.19961124696038,2.19936373185143,2.1991572393596903,2.19898268480328]"
2.2_0.2_1.0_0.2_1.0_0.2_6,"[1.2729394497336837,1.228163135039273,1.1916204090347677,1.1647053457733434,1.1487241371220007]","[2.2031220185496414,2.202748667966319,2.202447830681609,2.2022008245215816,2.201994786586825]","[2.200304928957753,2.1999336462127452,2.1996342034314567,2.1993882120173174,2.199183006988922]"
2.2_0.2_1.0_0.2_1.0_0.2_7,"[1.9241658072253252,1.8715894583763864,1.82555181047063,1.7871040320796143,1.7574978034740827]","[2.2031198072002205,2.2027463633005047,2.2024455425526375,2.2021986111580114,2.2019926748908687]","[2.199424853031885,2.199054417520416,2.198755623672578,2.1985101458585428,2.198305358960039]"
2.2_0.2_1.0_0.2_1.0_0.2_8,"[0.964906216860785,0.9248653259295567,0.8861769423578043,0.8489494193113319,0.813464051587712]","[2.2031529064124684,2.202776270267326,2.202472574340194,2.2022231140209927,2.2020149809066814]","[2.2019261654402253,2.201550246254668,2.2012470831782136,2.200998039539983,2.2007902579050667]"
2.2_0.2_1.0_0.2_1.0_0.2_9,"[1.6505350640222498,1.5975548262347476,1.5509301741546806,1.512035720221631,1.483427466347735]","[2.203087577232412,2.2027172896803107,2.2024193257277025,2.202174918057791,2.2019711873828944]","[2.199362508492945,2.1989964069874075,2.198701092767671,2.1984584606781006,2.1982560399157327]"
2.2_0.2_1.0_0.2_1.0_0.2_10,"[1.9511636383518212,1.9249275631188745,1.9015771508191786,1.881284608986992,1.8644039206210181]","[2.2031181796219514,2.202744238829374,2.202443211250535,2.202196246691531,2.201990380844868]","[2.2014574999900196,2.201085376420807,2.200785556562631,2.2005394297682566,2.2003341813054176]"
