SimulationId,Naverage,Taverage,Bottleneck
281371_1,2,19,[]
281371_2,2,18,[]
281371_3,2,23,[]
281371_4,2,15,[]
281371_5,2,8,[]
281371_6,2,17,[]
281371_7,2,24,[]
281371_8,2,26,[]
281371_9,2,18,[]
281371_10,2,23,[]
281371_11,2,16,[]
281371_12,2,19,[]
281371_13,2,25,[]
281371_14,2,17,[]
281371_15,2,19,[]
281371_16,2,23,[]
281371_17,2,25,[]
281371_18,2,7,[]
281371_19,2,20,[]
281371_20,2,24,[]
281371_21,2,14,[]
281371_22,2,22,[]
281371_23,2,19,[]
281371_24,2,14,[]
281371_25,2,22,[]
281371_26,2,7,[]
281371_27,2,23,[]
281371_28,2,14,[]
281371_29,2,27,[]
281371_30,2,12,[]
281371_31,2,18,[]
281371_32,2,21,[]
281371_33,2,22,[]
281371_34,2,22,[]
281371_35,2,8,[]
281371_36,2,20,[]
281371_37,2,14,[]
281371_38,2,24,[]
281371_39,2,17,[]
281371_40,2,15,[]
281371_41,2,19,[]
281371_42,2,22,[]
281371_43,2,22,[]
281371_44,2,23,[]
281371_45,2,23,[]
281371_46,2,22,[]
281371_47,2,23,[]
281371_48,2,12,[]
281371_49,2,8,[]
281371_50,2,20,[]
