SimulationId,Naverage,Taverage,Bottleneck
66772_1,2,15,[]
66772_2,2,22,[]
66772_3,2,16,[]
66772_4,2,14,[]
66772_5,2,15,[]
66772_6,2,19,[]
66772_7,2,19,[]
66772_8,2,18,[]
66772_9,2,7,[]
66772_10,2,13,[]
66772_11,2,24,[]
66772_12,2,14,[]
66772_13,2,10,[]
66772_14,2,23,[]
66772_15,2,13,[]
66772_16,2,8,[]
66772_17,2,19,[]
66772_18,2,18,[]
66772_19,2,11,[]
66772_20,2,16,[]
66772_21,2,10,[]
66772_22,2,7,[]
66772_23,2,22,[]
66772_24,2,23,[]
66772_25,2,8,[]
66772_26,2,13,[]
66772_27,2,13,[]
66772_28,2,22,[]
66772_29,2,13,[]
66772_30,2,20,[]
66772_31,2,13,[]
66772_32,2,11,[]
66772_33,2,16,[]
66772_34,2,5,[]
66772_35,2,8,[]
66772_36,2,11,[]
66772_37,2,8,[]
66772_38,2,14,[]
66772_39,2,13,[]
66772_40,2,10,[]
66772_41,2,6,[]
66772_42,2,16,[]
66772_43,2,13,[]
66772_44,2,23,[]
66772_45,2,12,[]
66772_46,2,5,[]
66772_47,2,20,[]
66772_48,2,13,[]
66772_49,2,10,[]
66772_50,2,9,[]
