SimulationId,Naverage,Taverage,Bottleneck
306721_1,2,24,[]
306721_2,0,0,"[{""time_travelled"": 50.00999999999862, ""id"": 1.0, ""position"": -0.4581453662567796, ""force_unit"": 2.0, ""interaction_force_tracking"": -0.7999999994848529, ""desired_force_tracking"": 0.799999999774962, ""initial_desired_velocity"": 0.8, ""velocity"": 2.2793923647234493e-10, ""distance_travelled"": 5.54185463374322, ""acceleration"": 2.901090478957258e-10, ""initial_position"": -6.0}, {""time_travelled"": 50.00999999999862, ""id"": 2.0, ""position"": 0.4581453662567796, ""force_unit"": 2.0, ""interaction_force_tracking"": 0.7999999994848529, ""desired_force_tracking"": -0.799999999774962, ""initial_desired_velocity"": 0.8, ""velocity"": -2.2793923647234493e-10, ""distance_travelled"": 5.54185463374322, ""acceleration"": -2.901090478957258e-10, ""initial_position"": 6.0}]"
306721_3,2,15,[]
306721_4,2,8,[]
306721_5,2,23,[]
306721_6,2,14,[]
306721_7,2,22,[]
306721_8,2,24,[]
306721_9,2,23,[]
306721_10,2,19,[]
306721_11,2,25,[]
306721_12,2,20,[]
306721_13,2,16,[]
306721_14,2,7,[]
306721_15,2,10,[]
306721_16,2,22,[]
306721_17,2,24,[]
306721_18,2,22,[]
306721_19,2,19,[]
306721_20,2,24,[]
306721_21,2,24,[]
306721_22,2,22,[]
306721_23,2,13,[]
306721_24,2,23,[]
306721_25,2,11,[]
306721_26,2,18,[]
306721_27,2,19,[]
306721_28,2,19,[]
306721_29,2,15,[]
306721_30,2,21,[]
306721_31,2,23,[]
306721_32,2,7,[]
306721_33,2,8,[]
306721_34,0,0,"[{""time_travelled"": 50.00999999999862, ""id"": 1.0, ""position"": -0.458145324215954, ""force_unit"": 2.0, ""interaction_force_tracking"": -0.8000000700820193, ""desired_force_tracking"": 0.8000002087067846, ""initial_desired_velocity"": 0.8, ""velocity"": -2.073205369165613e-07, ""distance_travelled"": 15.541854675784046, ""acceleration"": 1.3862476522241707e-07, ""initial_position"": -16.0}, {""time_travelled"": 50.00999999999862, ""id"": 2.0, ""position"": 0.458145324215954, ""force_unit"": 2.0, ""interaction_force_tracking"": 0.8000000700820193, ""desired_force_tracking"": -0.8000002087067846, ""initial_desired_velocity"": 0.8, ""velocity"": 2.073205369165613e-07, ""distance_travelled"": 15.541854675784046, ""acceleration"": -1.3862476522241707e-07, ""initial_position"": 16.0}]"
306721_35,2,13,[]
306721_36,2,25,[]
306721_37,2,23,[]
306721_38,2,12,[]
306721_39,2,22,[]
306721_40,2,14,[]
306721_41,2,13,[]
306721_42,2,16,[]
306721_43,2,16,[]
306721_44,2,16,[]
306721_45,2,19,[]
306721_46,0,0,"[{""time_travelled"": 50.00999999999862, ""id"": 1.0, ""position"": -0.4581464339654184, ""force_unit"": 2.0, ""interaction_force_tracking"": -0.7999982810315827, ""desired_force_tracking"": 0.7999993726506738, ""initial_desired_velocity"": 0.8, ""velocity"": 6.382655171463174e-07, ""distance_travelled"": 18.541853566034582, ""acceleration"": 1.0916190911203216e-06, ""initial_position"": -19.0}, {""time_travelled"": 50.00999999999862, ""id"": 2.0, ""position"": 0.4581464339654184, ""force_unit"": 2.0, ""interaction_force_tracking"": 0.7999982810315827, ""desired_force_tracking"": -0.7999993726506738, ""initial_desired_velocity"": 0.8, ""velocity"": -6.382655171463174e-07, ""distance_travelled"": 18.541853566034582, ""acceleration"": -1.0916190911203216e-06, ""initial_position"": 19.0}]"
306721_47,2,19,[]
306721_48,2,19,[]
306721_49,2,9,[]
306721_50,0,0,"[{""time_travelled"": 50.00999999999862, ""id"": 1.0, ""position"": -0.45814536910122017, ""force_unit"": 2.0, ""interaction_force_tracking"": -0.7999999948686348, ""desired_force_tracking"": 0.7999999957081414, ""initial_desired_velocity"": 0.8, ""velocity"": 4.300253676264842e-09, ""distance_travelled"": 9.54185463089878, ""acceleration"": 8.395065753674658e-10, ""initial_position"": -10.0}, {""time_travelled"": 50.00999999999862, ""id"": 2.0, ""position"": 0.45814536910122017, ""force_unit"": 2.0, ""interaction_force_tracking"": 0.7999999948686348, ""desired_force_tracking"": -0.7999999957081414, ""initial_desired_velocity"": 0.8, ""velocity"": -4.300253676264842e-09, ""distance_travelled"": 9.54185463089878, ""acceleration"": -8.395065753674658e-10, ""initial_position"": 10.0}]"
