SimulationId,Naverage,Taverage,Bottleneck
652356_1,2,13,[]
652356_2,2,19,[]
652356_3,2,9,[]
652356_4,2,19,[]
652356_5,2,22,[]
652356_6,2,11,[]
652356_7,2,9,[]
652356_8,2,4,[]
652356_9,2,18,[]
652356_10,2,11,[]
652356_11,2,20,[]
652356_12,2,18,[]
652356_13,2,23,[]
652356_14,2,11,[]
652356_15,2,8,[]
652356_16,2,8,[]
652356_17,2,7,[]
652356_18,2,7,[]
652356_19,2,19,[]
652356_20,2,5,[]
652356_21,2,8,[]
652356_22,2,11,[]
652356_23,2,19,[]
652356_24,2,20,[]
652356_25,2,16,[]
652356_26,2,18,[]
652356_27,2,13,[]
652356_28,2,22,[]
652356_29,2,18,[]
652356_30,2,23,[]
652356_31,2,23,[]
652356_32,2,23,[]
652356_33,2,18,[]
652356_34,2,5,[]
652356_35,2,18,[]
652356_36,2,6,[]
652356_37,2,10,[]
652356_38,2,8,[]
652356_39,2,15,[]
652356_40,2,19,[]
652356_41,2,7,[]
652356_42,2,5,[]
652356_43,2,5,[]
652356_44,2,15,[]
652356_45,2,14,[]
652356_46,2,15,[]
652356_47,2,8,[]
652356_48,2,9,[]
652356_49,2,4,[]
652356_50,2,13,[]
