SimulationId,Naverage,Taverage,Bottleneck
438397_1,2,5,[]
438397_2,2,5,[]
438397_3,2,5,[]
438397_4,2,5,[]
438397_5,2,3,[]
438397_6,2,5,[]
438397_7,2,6,[]
438397_8,2,4,[]
438397_9,2,3,[]
438397_10,2,5,[]
438397_11,2,6,[]
438397_12,2,5,[]
438397_13,2,4,[]
438397_14,2,6,[]
438397_15,2,5,[]
438397_16,2,3,[]
438397_17,2,3,[]
438397_18,2,5,[]
438397_19,2,4,[]
438397_20,2,4,[]
438397_21,2,5,[]
438397_22,2,3,[]
438397_23,2,4,[]
438397_24,2,5,[]
438397_25,2,3,[]
438397_26,2,5,[]
438397_27,2,3,[]
438397_28,2,6,[]
438397_29,2,5,[]
438397_30,2,4,[]
438397_31,2,5,[]
438397_32,2,5,[]
438397_33,2,5,[]
438397_34,2,6,[]
438397_35,2,5,[]
438397_36,2,5,[]
438397_37,2,4,[]
438397_38,2,4,[]
438397_39,2,5,[]
438397_40,2,5,[]
438397_41,2,6,[]
438397_42,2,3,[]
438397_43,2,4,[]
438397_44,2,4,[]
438397_45,2,5,[]
438397_46,2,4,[]
438397_47,2,5,[]
438397_48,2,5,[]
438397_49,2,5,[]
438397_50,2,4,[]
