SimulationId,cohesion_degree,average_speed,average_direction
2419.0_1,"[3.36539221866,3.45229625986,3.5262187225,3.58716875741,3.63517108022,3.66988771903]","[1.71853609632,1.71923015969,1.71230582853,1.70703161472,1.70784415186,1.69817061044]","[1.71646515131,1.71256391113,1.70865009761,1.70455992556,1.70009583267,1.69448236219]"
2419.0_2,"[3.9360903537,4.01110312315,4.07513994196,4.13015647098,4.17754316331,4.2183936797]","[1.7236448276,1.72196825607,1.71874835952,1.71179480234,1.71183675163,1.70427770313]","[1.72304633677,1.7185442072,1.71436297064,1.71027229864,1.70603662373,1.70135644882]"
2419.0_3,"[4.10032182681,4.16314150076,4.2185893106,4.26659468578,4.30695341423,4.33916174454,4.3622544964]","[1.71511604926,1.7115131592,1.70590783918,1.70841115082,1.70199647689,1.69772741874,1.69763987818]","[1.71116779619,1.70799613992,1.70485865434,1.70154215501,1.69776903001,1.69307218697,1.68615333389]"
2419.0_4,"[3.96081903739,4.04578395997,4.11523369321,4.17033506332,4.21150655645,4.23813204252]","[1.71935099909,1.71511608699,1.71077405598,1.70608606999,1.70070823435,1.69406345245]","[1.71863951604,1.71436474411,1.70980449783,1.70468454184,1.69856585292,1.69060160268]"
2419.0_5,"[3.88949830424,3.95068180012,4.00235923031,4.0445771711,4.07689056092,4.09808820039,4.10570268134,4.09428372636]","[1.7185945625,1.72080578135,1.71015808977,1.70701771516,1.70481409092,1.69366901514,1.69104228833,1.67530450472]","[1.71806149189,1.71335750043,1.70857858757,1.70339552759,1.69733356987,1.68956367384,1.678267927,1.65734005033]"
2419.0_6,"[3.76513949757,3.82078390432,3.8649093994,3.89705908603,3.91585816681,3.91841008872,3.89831978254,3.83723674952]","[1.71285027535,1.7059344927,1.70528848132,1.69463863318,1.68763882794,1.67872118188,1.65896482451,1.6328656164]","[1.7108270227,1.70539460149,1.69936517177,1.69215049997,1.68276804524,1.66930418745,1.64704528127,1.59374766376]"
2419.0_7,"[4.05036962742,4.1017347817,4.14593752729,4.18260165706,4.21110632922,4.23031366189,4.23805565057]","[1.71119357827,1.71203207735,1.70612526969,1.70157688588,1.70077021532,1.69177896535,1.69025988035]","[1.71009855154,1.70617314004,1.70212008472,1.69763524014,1.69226944308,1.68518242117,1.67412923599]"
2419.0_8,"[3.79444859747,3.87182883641,3.93881963146,3.99558621239,4.04162555032,4.07560856579,4.09487846679]","[1.72278447284,1.71684523538,1.72378556504,1.71044955363,1.70520541841,1.70846792094,1.69392241368]","[1.71903830309,1.7151771642,1.711175221,1.70675990434,1.70152032581,1.6946765665,1.68356860293]"
2419.0_9,"[4.06587031777,4.14375970883,4.21383123152,4.27623950138,4.33096652648,4.37769855525,4.41523544479]","[1.71542881471,1.71218567748,1.70914397973,1.70619466223,1.70324413887,1.70016717803,1.69656415609]","[1.71456322338,1.71091897803,1.70724726212,1.70331061867,1.69878091864,1.69304279625,1.68420112737]"
2419.0_10,"[4.12688716765,4.1873975789,4.24047975147,4.28558777316,4.32183999083,4.34773739866]","[1.718065329,1.71568093464,1.70960811316,1.71050239047,1.70426574933,1.69753186505]","[1.71457733478,1.71101805696,1.7074445233,1.70359190235,1.69909150205,1.69328891126]"
