SimulationId,cohesion_degree,average_speed,average_direction
14703.0_1,"[0.261614232112,0.280505971975,0.26233994888,0.24947964738,0.259898888064]","[2.51703588683,2.50237711591,2.49405199275,2.48542026545,2.47621433142]","[2.51193022884,2.50186204599,2.49255371455,2.48407807361,2.47559353613]"
14703.0_2,"[0.263313416984,0.224621176247,0.269570851805,0.285058087895,0.253034129126]","[2.52357148125,2.50387064591,2.49587457872,2.48533019134,2.47721318329]","[2.51278223345,2.50240890071,2.49299543774,2.48463071711,2.47685904416]"
14703.0_3,"[0.237132207851,0.309452757353,0.279612878761,0.22702758801,0.254080920688]","[2.53153097424,2.502900214,2.49593345372,2.48658157566,2.47954562638]","[2.51252612194,2.50235646251,2.49313666747,2.48488490463,2.47732004247]"
14703.0_4,"[0.246642154473,0.285841382021,0.265549806622,0.244162488486,0.258131897835]","[2.51403398925,2.50400956827,2.49544197524,2.48473808431,2.47603744199]","[2.51184001865,2.50174012177,2.49251405994,2.4840744148,2.47461670816]"
14703.0_5,"[0.244372456971,0.275311186423,0.267191361501,0.243992754472,0.261249444291,0.268566220395]","[2.51531057074,2.50304861172,2.49496577993,2.48489573831,2.47731205764,2.46882849831]","[2.5116135236,2.50152209815,2.49234699317,2.48422215877,2.47692489221,2.46856885757]"
14703.0_6,"[0.219981818595,0.27407353511,0.28637409508,0.249236186757,0.239924466284]","[2.5128146804,2.50597479722,2.49289176158,2.48545664412,2.47353271817]","[2.51176915472,2.50158181088,2.49228307671,2.48379529096,2.47236618335]"
14703.0_7,"[0.305559938398,0.248263132124,0.236508839964,0.274583004392,0.273686970739,0.247572670269]","[2.51510044249,2.50421773538,2.4929807634,2.48653910679,2.47702084464,2.46635130444]","[2.51119652548,2.50131474587,2.49224781743,2.48405997696,2.47671818727,2.46568174089]"
14703.0_8,"[0.233092351824,0.222028635863,0.255915526135,0.256693865307,0.227972786462]","[2.51772971359,2.50414474936,2.49365681892,2.48503289615,2.47715399064]","[2.51285445734,2.50252419639,2.4931060427,2.48465088224,2.47661559238]"
14703.0_9,"[0.179032161795,0.283990786205,0.313059723018,0.245192496832,0.231227213779,0.270603707313]","[2.51187655415,2.51122769158,2.49315099125,2.48666045914,2.47790711618,2.46913717099]","[2.51121326763,2.50126318717,2.49221221237,2.48413418237,2.47676447572,2.46666597605]"
14703.0_10,"[0.239930096137,0.265520250183,0.264202846952,0.258342678144,0.257469680911]","[2.52173827766,2.50854260747,2.49467933155,2.4863521696,2.47742210626]","[2.51217365621,2.50195271492,2.49272391132,2.48456070821,2.4767079832]"
