SimulationId,cohesion_degree,average_speed,average_direction
840.0_1,[4.00896282148],[2.93901344018],[2.92527075103]
840.0_2,[4.18835718515],[2.96545900783],[2.96335133069]
840.0_3,[4.29782664751],[2.94675596951],[2.94106300806]
840.0_4,[3.99017121159],[2.96962614094],[2.96805723374]
840.0_5,"[4.07034478313,4.04495609082,3.83790675691,2.98018675806]","[2.9398575289,2.89672099131,2.56189350219,1.8924298546]","[2.93534147654,2.88125397641,2.47382426255,1.62274392157]"
840.0_6,"[3.70904711567,3.62287715127,3.06304684568]","[2.91576580972,2.58981348218,1.90508786366]","[2.89836316428,2.5072629423,1.69751219792]"
840.0_7,[4.06608540585],[2.94183140354],[2.93410671723]
840.0_8,[4.03165469978],[2.94564475275],[2.93787983445]
840.0_9,[4.12321600947],[2.94731370348],[2.93865575194]
840.0_10,[4.30179522789],[2.94654445001],[2.93957372706]
