SimulationId,cohesion_degree,average_speed,average_direction
5382.0_1,[5.13632482696],[2.7187498818],[2.70850031872]
5382.0_2,[5.74085223646],[2.7475865259],[2.74576717003]
5382.0_3,"[5.53801017872,5.50358022356,5.24830139481,4.65873064807]","[2.71347486846,2.66560992487,2.31462234901,1.95168142319]","[2.70574299214,2.63627979742,2.24796417293,1.89431351474]"
5382.0_4,[5.27601468388],[2.72870749901],[2.72456699059]
5382.0_5,"[5.23100674725,5.16855837933,5.04441871501,4.68018602426,3.89051207243,3.01492712295]","[2.71709742695,2.67950458814,2.58060964822,2.16640777662,1.65898777277,1.36259267188]","[2.71411448685,2.67441147562,2.56247503108,2.12191869485,1.5406893882,1.0971967368]"
5382.0_6,"[5.07526708483,4.99484660794,4.65777506838,3.97255647133]","[2.6924981511,2.54236889408,2.0548014407,1.64148106327]","[2.6866396749,2.50558846853,2.00544417226,1.49676506134]"
5382.0_7,"[5.21112152424,5.22348271499,5.10541818583,4.65206767672,3.9038193075]","[2.70930459146,2.67725592758,2.41347455533,2.00366408404,1.64849519906]","[2.70304303217,2.66051032226,2.35223815134,1.96080994216,1.45703718477]"
5382.0_8,[5.44301292045],[2.7299830561],[2.72279735506]
5382.0_9,"[5.36844097761,5.35398000769,5.18215482813,4.65230660639]","[2.71649378612,2.67927785121,2.43469483978,2.02600014233]","[2.7107844955,2.66210376147,2.36908136854,1.96044004509]"
5382.0_10,[5.55992918026],[2.72511043722],[2.71927119351]
