SimulationId,cohesion_degree,average_speed,average_direction
12299.0_1,"[0.573142399914,0.573952311855,0.563823964613]","[2.80401920818,2.79395551014,2.77908747562]","[2.80346634495,2.79391600593,2.77882737796]"
12299.0_2,"[0.583338304364,0.5682222196,0.567666803589]","[2.80448267647,2.7954729271,2.78476277714]","[2.80435327315,2.7953762485,2.78465724597]"
12299.0_3,"[0.560938085974,0.578644387647,0.5770621566]","[2.80798410564,2.79908608733,2.78922748979]","[2.80737584734,2.79872588433,2.78906682933]"
12299.0_4,"[0.577909794798,0.569734242191,0.564995014495]","[2.80335836661,2.7934383466,2.7774156455]","[2.8031355208,2.79322423723,2.77692699448]"
12299.0_5,"[0.580119272258,0.573033774059,0.567817460507,0.562215303693]","[2.80418058245,2.79561153968,2.78714344896,2.76541079593]","[2.80387004471,2.79543995375,2.78709869243,2.76491346697]"
12299.0_6,"[0.58482162652,0.572655553042]","[2.80341959844,2.7927872624]","[2.80303818803,2.79259619451]"
12299.0_7,"[0.600497530025,0.558797969164,0.569360003062]","[2.80802494493,2.79722778601,2.78861266239]","[2.80463949589,2.79605514726,2.78625059314]"
12299.0_8,"[0.539069188996,0.524529913424,0.527671490823]","[2.80387796881,2.7945426191,2.7807275516]","[2.80357417967,2.79391256345,2.78052301402]"
12299.0_9,"[0.627195260894,0.571388615042,0.556629222556]","[2.80632099165,2.80000875489,2.78594363455]","[2.80294116518,2.79487789618,2.785425728]"
12299.0_10,"[0.570730226998,0.583171703566,0.565278004655]","[2.80753101482,2.79861931571,2.78674142845]","[2.8070948862,2.79821774933,2.78668710117]"
