SimulationId,cohesion_degree,average_speed,average_direction
7490.0_1,"[4.58605014885,4.70440147737,4.80094671786,4.88294918001,4.94965445439]","[1.99118452485,1.98298149142,1.9739878211,1.96396060318,1.9492853252]","[1.99032959561,1.98120735446,1.97115126649,1.95936962039,1.9392410613]"
7490.0_2,"[4.65338229263,4.78621030034,4.90665102126,5.01119301419,5.09844504389]","[1.9971724091,1.98859207137,1.97986388411,1.97108339945,1.96197794312]","[1.99669427501,1.988239324,1.97941500091,1.97033225212,1.96071262188]"
7490.0_3,"[4.82596934415,4.97448688609,5.09760833974,5.19244045327,5.26009238039]","[1.98627081755,1.97685058712,1.96727429776,1.95775337433,1.94711279357]","[1.98478168632,1.97590723826,1.96632139489,1.95572747239,1.94200415476]"
7490.0_4,"[4.60761405444,4.72975031612,4.82975570046,4.9088957021]","[1.99028022209,1.98073715685,1.97079515163,1.96057157882]","[1.98880477708,1.97939620867,1.96943804999,1.95874879275]"
7490.0_5,"[4.60130490129,4.70907677551,4.79578802693,4.86314857502,4.91139246351,4.93656902138,4.92045673991,4.75849935497,4.32226590898,3.62534258233,2.87114350323]","[1.98803449478,1.97921184104,1.96964925655,1.95906937289,1.94643437541,1.92858325074,1.88674018843,1.68309365875,1.40215770186,1.23401853514,1.11762019444]","[1.98707455262,1.97779643823,1.96753962459,1.95589716921,1.94129762958,1.9186497362,1.85892747283,1.60785746183,1.26647196093,0.917176941869,0.69374012114]"
7490.0_6,"[4.39366659461,4.50221527972,4.60332667921,4.69050303497,4.75274697616,4.74036310752,4.50345823178,4.0390537584]","[1.98379043938,1.97401904414,1.96289555775,1.94897708865,1.92542494939,1.79518734132,1.52816260582,1.32862631511]","[1.98117139854,1.97135283036,1.95954998889,1.94330884372,1.91154091987,1.74414113718,1.45455290284,1.13420634383]"
7490.0_7,"[4.66766074251,4.77721123036,4.87147597195,4.94886368955,5.00878569633,5.04602326641]","[1.97990362001,1.9714145307,1.96270202625,1.9534899055,1.94255283062,1.92321726108]","[1.97882809849,1.97011957867,1.9607176263,1.95002723902,1.9359379096,1.90698904565]"
7490.0_8,"[4.6938039255,4.83569743005,4.9362689674,5.00308420142,5.04347973765]","[1.98887828422,1.97943385373,1.97035972552,1.9609250511,1.94935692733]","[1.98809634818,1.97855259331,1.96830186602,1.95684194051,1.9413969834]"
7490.0_9,"[4.68087578072,4.81569134885,4.92825811383,5.0200034897,5.09172533195,5.13670608043]","[1.98396079151,1.97677272168,1.96925032976,1.96148926745,1.95270824813,1.93315269787]","[1.98343792394,1.97566462996,1.96716892121,1.95761734286,1.94506859991,1.91249258357]"
7490.0_10,"[4.85367005704,4.97924023224,5.09013976561,5.1829090964,5.25446046834]","[1.98804004018,1.97893841674,1.96949165094,1.9595816594,1.9474559797]","[1.9866308698,1.97802247078,1.9684656174,1.95757923561,1.94234126767]"
