SimulationId,cohesion_degree,average_speed,average_direction
11005.0_1,[3.03551701703],[2.65206487073],[2.64513430845]
11005.0_2,"[3.13084068631,3.16374485312]","[2.65862163636,2.65173781515]","[2.65515327029,2.64550096263]"
11005.0_3,"[3.42809426926,3.43094670761]","[2.65057382066,2.64450042661]","[2.64554721461,2.63463295335]"
11005.0_4,[2.92702917224],[2.65024621737],[2.64458226097]
11005.0_5,"[3.10745326581,3.09693697332]","[2.65260544943,2.6414005221]","[2.64755318457,2.63174817856]"
11005.0_6,[2.83032017371],[2.64027498916],[2.62654253526]
11005.0_7,"[3.25592763999,3.24715778641]","[2.6470722558,2.64059502383]","[2.63922755245,2.62608651102]"
11005.0_8,"[2.99088712079,2.97121006838]","[2.6515631852,2.6414337494]","[2.64290830204,2.62518959791]"
11005.0_9,"[3.21482116211,3.22939417982]","[2.65398274332,2.64915215027]","[2.64703583431,2.63734152438]"
11005.0_10,[3.33863712262],[2.65004918667],[2.64432630245]
