SimulationId,Naverage,Taverage,Bottleneck
226632_1,2,24,[]
226632_2,2,25,[]
226632_3,2,22,[]
226632_4,2,22,[]
226632_5,2,25,[]
226632_6,2,15,[]
226632_7,2,7,[]
226632_8,2,8,[]
226632_9,2,17,[]
226632_10,2,23,[]
226632_11,2,6,[]
226632_12,2,19,[]
226632_13,2,20,[]
226632_14,2,18,[]
226632_15,2,20,[]
226632_16,2,19,[]
226632_17,2,21,[]
226632_18,2,25,[]
226632_19,2,18,[]
226632_20,2,13,[]
226632_21,2,9,[]
226632_22,2,24,[]
226632_23,2,14,[]
226632_24,2,25,[]
226632_25,2,23,[]
226632_26,2,24,[]
226632_27,2,22,[]
226632_28,2,19,[]
226632_29,2,13,[]
226632_30,2,20,[]
226632_31,2,19,[]
226632_32,2,22,[]
226632_33,2,23,[]
226632_34,2,18,[]
226632_35,2,13,[]
226632_36,2,16,[]
226632_37,2,8,[]
226632_38,2,20,[]
226632_39,2,18,[]
226632_40,2,22,[]
226632_41,2,13,[]
226632_42,2,24,[]
226632_43,2,19,[]
226632_44,2,22,[]
226632_45,2,17,[]
226632_46,2,22,[]
226632_47,2,21,[]
226632_48,2,15,[]
226632_49,2,23,[]
226632_50,2,22,[]
