X1,X2,X3,X4,X5,X6
1.70324375107884,0.328268656507134,1.8633315381594,0.880770829692483,3.50980146694928,0.835417889710516
1.16948521090671,1.45658510527574,1.81653057411313,0.544518812093884,2.3273485917598,1.89759491691366
1.81712207058445,1.93297790368088,2.32038014079444,1.5118077437859,2.97733628400601,0.386947162915021
1.75124617479742,0.565618291124702,3.78457567701116,1.74649697407149,1.4915563329123,1.93087254646234
1.86912705842406,0.48067621178925,2.1873299498111,1.01485207579099,2.34961518459022,0.341645989567041
1.27091999351978,0.6462701452896,2.99211216205731,1.69101498606615,2.52798721659929,1.20281802969985
1.86438993969932,0.343825232842937,1.16219947952777,1.33880954338238,1.08282136451453,1.58601342281327
1.00060761347413,1.98367858421989,2.19549359451048,1.51110936487094,2.82608431670815,1.2052971615456
2.47219181992114,1.0766776997596,3.71374142100103,1.35774882449768,2.46451672725379,1.66432290845551
1.256450350862,1.27831792109646,2.5168807534501,1.79122105254792,1.92609283328056,1.77187636350282
2.97442598454654,0.916082443296909,2.39609196945094,0.334129613870755,1.09613606659696,0.621320818737149
2.24811491416767,1.19863482802175,3.45446160738356,1.70675412905402,2.43883615941741,1.44701936556958
1.99306471459568,0.483654856029898,3.68794120079838,0.661174244526774,2.65063054976054,1.96026694378816
1.68751312466338,1.482881104853,3.83898015110753,0.439528004499152,3.6679338850081,0.87961645051837
2.60273142624646,0.643064260529354,1.93617484276183,1.67703596143983,1.04034969396889,1.78343220213428
1.91477578692138,0.370440830197185,1.02293068333529,0.591403642110527,3.2955658857245,0.22390941735357
1.13653248408809,1.03828651835211,3.30349699617364,0.411397891957313,1.438219841104,0.723434477718547
1.82200132403523,1.41210026978515,2.86035533365794,0.841300788382068,1.67457672813907,0.562907922687009
1.2245850674808,1.448130686488,2.09555038996041,1.67059373753145,1.46843039034866,0.776101318886504
1.60194123815745,1.08163660969585,1.52217628713697,0.617428433056921,2.22092845453881,0.558233706187457
1.6838625408709,1.61984492894262,1.75668767886236,1.31985670495778,2.84418734093197,1.60517330891453
2.62303063040599,0.346474770875648,3.67640536557883,1.77684619338252,2.7273050036747,0.491853001061827
