v,re,rep_s,rep_ra,att_s,att_ra,a_s
1.429325862322,0.81358254160732,2.89003135147505,0.436230306467041,2.79971450218,1.65619446439669,0.2132635268285495
2.9076171522028704,1.7510920017026397,3.8047077839728396,1.64193717986345,3.3297965759411503,0.224562598532066,0.758132409712456
2.14085105480626,0.7044164624530821,3.9470781658310403,1.1040830178186298,3.9527669760864197,1.75586942876689,0.5306367297068233
2.28693884890527,1.1599584393668898,1.04328761110082,0.20808250075206197,3.3793572173453903,0.24715092652477302,0.6903612516904033
2.71819866402075,1.9114980094600502,2.57887835451402,0.999087422480807,2.47149249981157,1.1726289479062,0.817417460520792
1.429325862322,0.81358254160732,2.89003135147505,0.880770829692483,2.79971450218,1.65619446439669,0.21288050456801524
2.99923188844696,1.1383994878735402,3.94062705012038,0.544518812093884,1.10796147631481,1.09301843163557,0.9216182542361311
1.2246292154304699,0.34358241455629496,2.10394965484738,1.5118077437858999,1.5653352981898898,0.975359080219641,0.1191339873691221
2.7125484412536003,1.62677436145023,2.83707426022738,1.74649697407149,1.41336522740312,0.64060958204791,0.7033671090194925
1.23519613826647,0.299997529760003,2.3639522881712796,1.01485207579099,1.37992216926068,1.98379985317588,0.12253683003254467
1.61756409751251,0.36638506278395705,1.3588064550422099,1.6910149860661499,2.06937270821072,0.534193099476397,0.29425499370637
1.15910873422399,0.8237260928377509,3.1622949251905097,1.33880954338238,1.00683770515025,1.15963393356651,0.09207143268195368
2.63465536432341,1.55493900878355,3.8633848724421096,1.51110936487094,1.0084304364863799,0.414077427983284,0.7147874650763701
2.78517828788608,0.8858335964381701,2.66702630463988,1.35774882449768,1.89159197127447,0.34165850919671403,0.815826317295402
1.8549559595994698,1.4787518507801003,1.32085915771313,0.8029613715130842,3.76509807654656,0.8219991165213292,0.48061137230546275
2.9076171522028704,1.7510920017026397,3.8047077839728396,1.79122105254792,3.3297965759411503,0.224562598532066,0.745978922588792
2.15585607057437,1.00196456103586,3.0932958610355894,0.33412961387075496,1.48095370735973,1.0980952288489798,0.5397163295873749
1.8221859051846,0.513971033459529,2.1605959213338797,1.70675412905402,2.19064274127595,1.8992774058598998,0.3866890074158681
1.5055893529206499,1.92196425725706,3.34482599119656,0.6611742445267739,2.47279374138452,1.3684861883055401,0.2550553931859779
1.69122876925394,0.685947846155614,1.60514992987737,0.439528004499152,2.12898779590614,1.9702566409949198,0.3303160759080636
1.4913757452741299,0.79037192184478,1.78972764429636,1.67703596143983,1.94667867710814,1.3012629401404399,0.23983720827653054
1.7353529222309598,1.37071213051677,1.8450855396222299,0.591403642110527,1.2362878229469099,0.202300976170227,0.3529275646619997
2.39648861344904,1.83989660996012,3.9756757630966604,0.41139789195731297,3.5113192291464705,1.00394327566028,0.6674351426541607
1.22090629348531,1.31431511193514,2.77844099653885,0.841300788382068,1.0896083759143902,0.9141601162496958,0.1208511196283833
2.5234206393361096,0.60176683566533,1.21207920461893,1.6705937375314501,1.97809232422151,1.74407228394411,0.7043240153666971
1.74610933475196,1.79768360005692,3.8574097943492203,1.9458596550393799,2.4520601392723598,0.481082778936252,0.31265300963080783
1.51766615035012,0.20093016535975003,3.1888477788306804,0.617428433056921,2.23655038094148,0.9611434315331279,0.2478826983969361
1.63063132483512,1.71177770327777,1.12382662808523,1.31985670495778,3.2356713013723497,1.8474569546058799,0.3481660509029543
2.45142276119441,1.78487748615444,3.30398510373197,1.7768461933825201,1.6104959880467502,1.8037175355944801,0.6438737959295768
1.08223586902022,1.1501312320586299,2.09220221987925,0.70618625478819,3.2868748405017,1.6484600913245202,0.05943123740647062
2.3521462073549597,1.36369252591394,2.3767106288578397,0.287725457083434,1.5028874066192701,1.82303712251596,0.6347856405190192
1.5935256737284398,1.38785414844751,2.81207692087628,0.696152125950903,3.9100585733540396,1.8116784166078999,0.29145618900584924
1.7758328909985701,1.04993266277015,2.1400879251305,1.3452848066575802,3.26961419126019,1.4062269030138799,0.3792436876850219
1.2483081980608401,1.6082143459469098,2.13116252119653,0.206172394100577,3.6903446493670296,1.25875286762603,0.13921255390019782
2.66679269867018,1.65074214660563,2.65534071973525,0.273388205841184,2.33956232527271,1.5360162647441,0.7875284745058153
