X1,X2,X3,X4
1.92075897986069,0.218906510388479,3.8550426736474,1.05221909675747
1.08680832991377,0.252871872996911,2.80147707182914,0.721208107611164
1.92254058620892,0.964752133795992,3.75928246066906,0.738372308248654
2.23303700634278,0.215062409080565,1.8356065438129,0.332719647837803
3.0669918730855,0.607634763419628,3.9845257983543,1.3427621266339
3.65844024321996,0.627255727117881,3.99409066815861,1.28363841040991
2.89940958353691,0.945336000341922,3.61553131812252,0.806251809140667
1.59081560419872,1.86762962481007,3.42556973686442,0.738270251872018
2.98064472805709,0.29903364861384,2.05094575905241,1.45071458667517
2.94315796112642,1.7365936523769,1.10764479334466,1.70120853115804
1.66794274304993,1.51497240089811,1.43163833580911,1.15126042612828
3.69149880460463,1.99321558950469,3.37960015633143,1.09966176212765
2.26154629467055,1.86352519080974,1.81635564309545,0.754164707334712
3.2354980641976,1.51969006499276,2.05638873297721,1.84010922028683
1.76819208124653,1.36005997001193,3.39098043250851,0.404027724731714
3.87560539529659,1.54936479590833,3.843497693073,0.293205693736672
3.81868748110719,1.4338269230444,2.59453602624126,0.585540547361597
1.24672576854937,1.67080405205488,2.20675641018897,1.63243083264679
1.02469277661294,1.16850678198971,2.28186807711609,0.384823148418218
3.43117991019972,0.511199625488371,3.17353494628333,0.993103259522468
2.25462393928319,1.475955559453,1.64562361175194,0.935195466596633
3.4038984044455,1.93234126041643,3.96604447648861,1.10989000578411
1.49649923969992,1.80640314305201,1.68593005021103,1.03696482256055
2.24925902322866,0.290939543116838,3.99746771319769,0.568339000735432
3.53326156316325,0.739385663578287,3.04250205866992,0.217793718026951
2.71154354722239,0.321437150193378,3.08207883080468,0.895685609988868
3.27750967163593,0.98448951584287,2.24840711662546,1.2378722065594
1.74605370988138,0.24866357925348,2.22190347453579,0.910359167912975
1.57544516981579,1.58543433179148,2.37683507078327,1.82497862651944
1.97848341055214,0.843561676423997,3.73729249509051,0.553995412774384
3.12266186578199,0.305066132824868,3.24841607455164,0.316323373699561
1.42239698651247,1.9665218279697,1.22660854854621,1.8429175727535
1.12359877722338,0.475706028193235,1.22245180141181,1.43442815234885
1.92007964965887,0.629054890479892,2.85147176170722,1.88721454632469
1.90142048127018,1.95552186458372,1.96531204669736,0.720937517564744
3.62096174014732,1.46952850972302,2.50745189678855,1.73169107218273
1.96257087867707,1.95293681607582,3.42786924424581,1.42622063215822
1.46605275385082,1.87533892719075,3.5389887415804,0.738057720335201
3.56129157636315,0.954607741441578,1.97019580728374,1.66928151831962
2.45037943636999,1.47760687777773,2.89082783274353,0.499261318519712
1.95838284748606,0.627211141260341,2.54564399807714,0.369922313094139
2.46918971091509,0.288310486264527,3.4874524527695,0.416875129565597
3.11490605724975,1.77697474956512,2.37984083662741,1.25896277856082
1.57899133581668,0.410229516262189,1.62922077067196,0.658941653370857
1.48049606871791,1.1635337933898,1.54301812825724,1.30919593120925
1.26057039340958,1.91787478495389,3.0934145222418,1.03497285656631
1.06928866449744,1.46501246476546,3.89855776540935,0.794270650530234
2.15876727015711,1.70338932927698,1.37990424735472,1.75325400717556
1.24211392388679,1.08260691221803,2.30495225056075,0.731346206413582
2.01708503975533,0.736174041824415,2.12988237757236,0.464694240456447
1.43235180689953,1.0802946917247,2.84466939256527,1.48195659182966
1.9756079679355,1.91963317077607,1.31924029299989,0.743584460625425
1.67456831480376,1.69464191016741,1.48520054668188,0.982483493397012
1.93721808446571,1.23682050234638,2.98330528731458,0.916460196813569
2.15984655125067,1.83973591043614,1.82934818533249,1.06451653013937
1.65548554388806,1.28562734927982,3.25129499495961,1.25351020093076
2.55446004262194,0.693276063213125,3.01839038403705,0.559541273023933
1.14531040284783,1.12126875868998,1.29386306833476,1.69763575289398
2.61968251806684,1.34987756824121,3.76278186123818,0.548071840079501
1.66945717972703,0.239112192718312,1.16364426678047,0.469195970799774
1.28988796682097,1.17399567966349,1.9493619101122,0.458691633120179
3.72212926554494,1.38456193553284,2.74941888032481,1.3463284085039
3.60709118517116,0.861749028321356,1.40795476129279,1.4190369182732
1.30920648714527,0.541157927084714,2.43546812981367,0.540945822186768
2.40015335287899,1.14761496586725,3.05645971908234,1.70381917841733
3.51665373775177,1.13988236808218,2.47419260838069,0.473622347833589
1.15180000127293,0.663940172828734,2.56845501507632,1.38038291642442
3.87411137344316,1.41348097920418,3.39160964242183,0.555277027562261
1.90614732215181,0.681474410602823,1.41418315446936,1.85420679352246
1.16376728308387,0.316839486872777,2.85946783050895,0.381493378290907
2.95454862248152,0.514965769229457,2.63347573950887,1.40374702308327
2.46132182376459,1.3491631182842,1.05287905503064,1.37881023753434
3.20304290344939,1.90869581601582,1.30705508659594,0.85338704851456
3.59059186000377,1.56616221326403,1.71579349436797,0.986498720897362
2.44748221128248,0.25993447592482,3.15618200809695,1.09518323037773
2.90803705970757,0.952331787766889,2.3763931482099,0.405172061128542
1.01368430769071,0.697146813524887,1.71415819553658,1.93908109972253
2.74243685905822,1.18657389883883,3.49525457411073,0.641868934500962
2.17593064252287,0.6723769468721,2.9423273333814,0.954579822160304
3.24695532815531,0.305503686191514,2.12434550467879,1.37599040563218
1.45792439207435,0.982426725281403,2.70665254956111,0.229140537558123
2.38889663782902,0.81799066956155,1.13465141877532,1.90921461055987
1.57428904343396,1.94995142482221,2.56762355263345,0.976058058440685
2.86937576183118,1.29417232698761,2.95584986475296,1.47478113453835
3.06622756645083,0.53926395769231,3.23894490743987,1.86728788497858
3.59952441719361,1.81027213819325,2.49796380801126,1.70453906655312
1.10753101110458,1.04440242303535,2.82731978339143,0.752336767641828
3.66265431558713,1.62965842722915,3.87974291504361,0.941238112607971
2.85959792253561,0.913446015818045,1.42848979122937,1.07023241645657
3.18744552414864,0.627337246155366,3.88811875949614,0.236554000666365
2.93240354210138,0.336857285071164,3.65772421425208,0.608222487382591
3.12611332605593,1.31449330574833,3.12216523941606,1.51312271435745
3.61073819943704,0.668340268405154,1.15555498562753,1.643972444674
1.04403572739102,1.08948414558545,1.73115830938332,1.51101288497448
2.0306983073242,1.91641800599173,2.92131949495524,0.733449915330857
1.72362683620304,1.43343288432807,2.05145114730112,1.50504611823708
3.99806157662533,0.624551757005975,1.21003520698287,1.42952235098928
2.98530730907805,1.20146751441062,1.21557898726314,0.936890624370426
3.38927426398732,1.06595270470716,1.01200680527836,1.30049216295592
2.80017552291974,1.13466617059894,3.26998743531294,0.767236534692347
2.34217406483367,1.82505843522958,3.68358685029671,0.329999511968344
1.75375485862605,1.74631173652597,1.77041438501328,1.84143053260632
3.85820705303922,0.479633256187663,2.86200805567205,1.21112795411609
